,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
4761,51,0.0,1500,12,0,0,45,0,0.0,49,0,12,0,,67500.0,33,31,0,0.0,961,67.5,0,,
4762,54,0.0,200,15,0,0,20,1,0.0,50,0,12,0,,32500.0,33,32,0,0.0,1024,32.5,0,,
4763,23,0.0,300,7,0,1,48,0,0.0,21,0,7,1,,11500.0,10,8,0,0.0,64,11.5,0,,
4764,51,1.0,720,13,0,0,40,0,90.0,48,0,13,0,0.0,37500.0,32,29,1,20.0,841,32.82,1,4.5,1.5040774
4765,34,1.0,360,12,0,0,40,1,171.0,34,0,15,0,0.0,22500.0,16,13,0,32.0,169,13.608,1,5.34375,1.6759276
4766,51,1.0,360,8,0,0,90,0,0.0,46,0,12,0,,0.0,37,28,0,0.0,784,0.0,0,,
4767,33,0.0,940,16,0,0,55,1,110.0,33,0,13,0,0.0,45000.0,11,14,0,24.0,196,39.28,1,4.5833335,1.5224266
4768,43,0.0,500,13,0,0,40,1,200.0,38,0,12,0,0.0,32500.0,24,20,0,40.0,400,22.1,1,5.0,1.609438
4769,43,0.0,250,16,0,0,40,1,120.0,40,0,16,0,0.0,37500.0,21,18,0,28.0,324,31.26,1,4.285714,1.4552872
4770,35,0.0,425,11,0,0,40,1,400.0,30,0,12,0,0.0,45000.0,18,12,0,40.0,144,24.2,1,10.0,2.3025851
4771,49,0.0,1212,13,0,0,50,0,418.0,49,0,12,0,0.0,112500.0,30,31,0,40.0,961,90.764,1,10.45,2.346602
4772,44,,0,12,0,0,0,0,550.0,44,0,13,1,0.0,27500.0,26,25,0,40.0,625,0.0,1,13.75,2.621039
4773,50,0.0,533,12,0,0,40,0,800.0,49,0,14,0,0.0,55000.0,32,29,0,26.0,841,13.4,1,30.76923,3.426515
4774,45,,0,16,0,0,56,1,480.0,43,0,16,0,1.0,37500.0,23,21,0,40.0,441,12.54,1,12.0,2.4849067
4775,49,1.0,1100,13,0,0,47,0,600.0,44,0,13,0,1.0,112500.0,30,25,0,40.0,625,81.3,1,15.0,2.7080503
4776,54,0.0,640,12,1,0,12,1,0.0,27,1,12,0,,17500.0,36,9,0,0.0,81,17.5,0,,
4777,48,0.0,500,12,0,0,60,1,85.0,33,0,13,0,0.0,37500.0,30,14,0,25.0,196,33.08,1,3.4,1.2237755
4778,45,0.0,175,13,0,0,20,0,253.0,41,0,12,0,0.0,11500.0,26,23,1,40.0,529,0.0,1,6.325,1.84451
4779,37,1.0,460,12,0,0,40,1,294.0,35,0,13,0,0.0,55000.0,19,16,0,45.0,256,39.712,1,6.5333333,1.8769172
4780,52,0.0,125,10,0,0,42,0,450.0,46,0,12,0,0.0,17500.0,36,28,0,32.0,784,0.0,1,14.0625,2.6435118
4781,38,0.0,308,12,0,0,32,0,378.0,42,0,15,0,1.0,45000.0,20,21,1,40.0,441,25.344,1,9.45,2.2460148
4782,75,,0,12,0,0,0,0,0.0,41,0,12,0,,11500.0,57,23,0,0.0,529,11.5,0,,
4783,33,,0,14,0,0,60,0,380.0,31,0,12,0,0.0,37500.0,13,13,1,40.0,169,17.74,1,9.5,2.2512918
4784,55,,0,16,0,0,0,0,0.0,57,0,9,0,,32500.0,33,42,0,0.0,1764,32.5,0,,
4785,45,0.0,282,13,0,0,40,1,144.0,37,0,13,0,0.0,17500.0,26,18,0,32.0,324,10.012,1,4.5,1.5040774
4786,49,0.0,810,15,0,0,40,0,0.0,46,0,13,0,,55000.0,28,27,0,0.0,729,55.0,0,,
4787,62,,0,4,0,1,0,0,0.0,57,0,8,1,,8750.0,52,43,0,0.0,1849,8.75,0,,
4788,49,1.0,700,18,0,0,40,0,350.0,40,0,12,0,1.0,67500.0,25,22,0,40.0,484,49.3,1,8.75,2.1690538
4789,34,0.0,1900,16,0,0,50,0,0.0,34,0,16,0,,112500.0,12,12,1,0.0,144,112.5,0,,
4790,30,0.0,500,18,0,0,40,0,500.0,28,0,18,0,0.0,45000.0,6,4,0,40.0,16,19.0,1,12.5,2.5257287
4791,49,1.0,900,13,0,0,40,0,280.0,57,0,12,0,0.0,55000.0,30,39,0,40.0,1521,40.44,1,7.0,1.9459101
4792,46,,0,12,0,0,0,0,247.0,40,0,12,0,0.0,22500.0,28,22,0,40.0,484,9.656,1,6.175,1.820509
4793,32,0.0,370,12,0,0,40,0,0.0,30,0,12,0,,22500.0,14,12,0,0.0,144,22.5,0,,
4794,44,1.0,584,14,0,0,40,1,750.0,41,0,12,0,0.0,45000.0,24,23,0,40.0,529,6.0,1,18.75,2.9311938
4795,37,,0,12,0,0,0,1,0.0,25,0,14,0,,0.0,19,5,0,0.0,25,0.0,0,,
4796,36,0.0,1000,18,0,0,40,1,450.0,37,0,18,0,1.0,67500.0,12,13,0,40.0,169,44.1,1,11.25,2.4203682
4797,62,0.0,644,18,0,0,40,0,368.0,53,0,12,0,0.0,55000.0,38,35,0,40.0,1225,35.864,1,9.2,2.2192035
4798,28,0.0,550,12,0,0,45,0,0.0,27,0,15,0,,32500.0,10,6,0,0.0,36,32.5,0,,
4799,23,0.0,70,15,0,0,10,0,120.0,24,0,0,0,0.0,13750.0,2,18,0,15.0,324,7.51,1,8.0,2.0794415
4800,30,1.0,870,12,0,0,40,0,525.0,28,0,15,0,0.0,55000.0,12,7,1,36.0,49,27.7,1,14.583333,2.6798792
4801,51,1.0,461,12,0,0,40,0,340.0,42,0,12,0,0.0,3000.0,33,24,0,40.0,576,0.0,1,8.5,2.1400661
4802,38,,0,16,0,0,40,1,0.0,33,0,12,0,,45000.0,16,15,0,0.0,225,45.0,0,,
4803,26,0.0,275,14,0,0,40,0,450.0,30,0,16,0,0.0,32500.0,6,8,0,40.0,64,9.1,1,11.25,2.4203682
4804,63,0.0,1462,18,0,0,50,0,0.0,56,0,16,0,,67500.0,39,34,0,0.0,1156,67.5,0,,
4805,37,1.0,614,12,0,0,40,1,0.0,37,0,13,0,,55000.0,19,18,0,0.0,324,55.0,0,,
4806,44,0.0,500,18,0,0,60,1,535.0,40,0,18,0,0.0,37500.0,20,16,0,45.0,256,9.68,1,11.888889,2.4756043
4807,32,1.0,280,12,0,0,40,0,0.0,31,0,12,0,,27500.0,14,13,1,0.0,169,27.5,0,,
4808,32,0.0,370,12,0,0,45,0,423.0,30,0,12,0,0.0,32500.0,14,12,1,40.0,144,10.504,1,10.575,2.3584926
4809,34,0.0,900,18,0,0,40,1,800.0,34,0,18,0,0.0,45000.0,10,10,0,60.0,100,3.4,1,13.333333,2.5902672
4810,52,0.0,692,14,0,0,40,0,650.0,53,0,12,0,0.0,67500.0,32,35,0,40.0,1225,33.7,1,16.25,2.7880929
4811,29,0.0,160,16,0,0,0,0,130.0,30,0,16,0,0.0,32500.0,7,8,0,32.0,64,25.74,1,4.0625,1.4017986
4812,38,1.0,353,12,0,0,50,1,210.0,44,0,9,0,0.0,32500.0,20,29,0,40.0,841,21.58,1,5.25,1.658228
4813,26,0.0,409,12,0,0,40,0,0.0,28,0,12,0,,6250.0,8,10,1,0.0,100,6.25,0,,
4814,47,1.0,520,12,0,0,45,0,0.0,47,0,14,0,,112500.0,29,27,0,0.0,729,112.5,0,,
4815,48,,0,12,0,0,35,1,0.0,44,0,12,0,,17500.0,30,26,0,0.0,676,17.5,0,,
4816,37,0.0,440,11,0,0,40,1,0.0,34,0,12,0,,27500.0,20,16,0,0.0,256,27.5,0,,
4817,41,,0,14,0,0,0,0,440.0,32,0,13,0,0.0,32500.0,21,13,1,40.0,169,9.62,1,11.0,2.3978953
4818,33,,0,10,0,0,0,0,0.0,30,0,12,0,,3000.0,17,12,1,0.0,144,3.0,0,,
4819,38,1.0,1035,13,0,0,50,1,380.0,35,0,12,0,0.0,55000.0,19,17,0,40.0,289,35.24,1,9.5,2.2512918
4820,43,,0,12,0,0,0,1,0.0,35,0,9,0,,0.0,25,20,0,0.0,400,0.0,0,,
4821,50,1.0,687,12,0,0,40,0,401.0,39,0,12,0,1.0,55000.0,32,21,0,40.0,441,34.148,1,10.025,2.3050818
4822,34,0.0,400,14,1,0,70,0,250.0,32,1,15,0,0.0,0.0,14,11,1,50.0,121,0.0,1,5.0,1.609438
4823,66,,0,16,0,0,0,0,274.0,53,0,12,0,0.0,22500.0,44,35,0,40.0,1225,8.252,1,6.85,1.9242487
4824,31,0.0,210,12,0,0,40,0,170.0,23,0,9,0,0.0,17500.0,13,8,0,40.0,64,8.66,1,4.25,1.446919
4825,73,,0,10,0,0,0,0,130.0,53,0,9,0,0.0,13750.0,57,38,0,20.0,1444,6.99,1,6.5,1.8718022
4826,42,0.0,630,12,0,0,56,1,150.0,33,0,12,0,1.0,45000.0,24,15,0,15.0,225,37.2,1,10.0,2.3025851
4827,41,0.0,450,12,1,0,24,1,160.0,41,1,9,0,0.0,32500.0,23,26,0,40.0,676,24.18,1,4.0,1.3862944
4828,42,0.0,550,13,0,0,45,1,0.0,42,0,13,0,,112500.0,23,23,0,0.0,529,112.5,0,,
4829,34,0.0,720,12,0,0,40,1,0.0,30,0,11,0,,37500.0,16,13,0,0.0,169,37.5,0,,
4830,35,0.0,400,12,0,0,60,1,210.0,34,0,12,0,0.0,27500.0,17,16,0,24.0,256,16.58,1,8.75,2.1690538
4831,31,,0,12,0,0,60,0,30.0,28,0,13,0,0.0,45000.0,13,9,1,8.0,81,43.44,1,3.75,1.3217559
4832,28,0.0,750,14,0,0,50,0,557.0,27,0,17,0,1.0,3000.0,8,4,1,40.0,16,0.0,1,13.925,2.6336858
4833,53,0.0,1000,16,0,0,40,0,0.0,52,0,12,0,,67500.0,31,34,0,0.0,1156,67.5,0,,
4834,48,0.0,560,9,0,1,40,0,152.0,45,0,9,1,1.0,37500.0,33,30,0,35.0,900,29.596,1,4.3428574,1.4685326
4835,58,,0,15,0,1,40,0,1000.0,56,0,16,1,1.0,112500.0,37,34,0,50.0,1156,60.5,1,20.0,2.9957323
4836,49,0.0,800,14,0,0,40,1,0.0,47,0,12,0,,55000.0,29,29,0,0.0,841,55.0,0,,
4837,62,0.0,1279,14,0,0,46,0,270.0,50,0,12,1,0.0,3000.0,42,32,0,32.0,1024,0.0,1,8.4375,2.1326861
4838,39,0.0,700,18,0,0,50,0,96.0,37,0,18,0,0.0,37500.0,15,13,0,6.0,169,32.508,1,16.0,2.7725887
4839,45,,0,12,0,0,35,0,0.0,44,0,16,0,,13750.0,27,22,1,0.0,484,13.75,0,,
4840,56,0.0,121,12,0,0,22,0,0.0,59,0,12,0,,22500.0,38,41,0,0.0,1681,22.5,0,,
4841,56,0.0,330,7,0,0,40,1,160.0,36,0,12,0,0.0,37500.0,43,18,0,28.0,324,29.18,1,5.714286,1.7429693
4842,43,0.0,540,13,1,0,41,0,0.0,39,0,14,1,,27500.0,24,19,0,0.0,361,27.5,0,,
4843,38,1.0,504,12,1,0,42,1,300.0,37,1,16,0,1.0,32500.0,20,15,0,40.0,225,16.9,1,7.5,2.014903
4844,44,,0,18,0,0,40,1,0.0,38,0,14,0,,55000.0,20,18,0,0.0,324,55.0,0,,
4845,51,,0,17,0,0,45,0,200.0,37,0,12,0,0.0,13750.0,28,19,1,40.0,361,3.35,1,5.0,1.609438
4846,57,,0,12,0,0,0,0,0.0,57,0,12,0,,17500.0,39,39,0,0.0,1521,17.5,0,,
4847,61,,0,13,0,0,48,0,0.0,59,0,15,0,,55000.0,42,38,0,0.0,1444,55.0,0,,
4848,40,0.0,500,12,0,0,40,0,85.0,38,0,12,0,0.0,37500.0,22,20,1,24.0,400,33.08,1,3.5416667,1.2645974
4849,39,0.0,600,12,0,0,40,0,200.0,37,0,10,0,0.0,6250.0,21,21,1,40.0,441,0.0,1,5.0,1.609438
4850,55,0.0,340,10,0,0,40,1,0.0,53,0,12,0,,22500.0,39,35,0,0.0,1225,22.5,0,,
4851,46,0.0,903,16,0,0,50,0,232.0,45,0,12,0,0.0,55000.0,24,27,0,35.0,729,42.936,1,6.6285715,1.8913894
4852,32,,0,12,0,0,0,0,215.0,31,0,12,0,0.0,11500.0,14,13,1,45.0,169,0.32,1,4.7777777,1.5639756
4853,44,,0,0,1,0,0,0,200.0,44,1,14,0,0.0,22500.0,38,24,0,40.0,576,12.1,1,5.0,1.609438
4854,73,,0,12,0,0,0,0,0.0,58,0,12,0,,22500.0,55,40,0,0.0,1600,22.5,0,,
4855,53,,0,12,0,0,0,1,162.0,40,0,12,0,0.0,22500.0,35,22,0,25.0,484,14.076,1,6.48,1.8687205
4856,30,0.0,650,13,1,0,40,0,35.0,24,1,12,0,0.0,27500.0,11,6,1,8.0,36,25.68,1,4.375,1.4759065
4857,54,0.0,450,16,0,0,35,1,0.0,45,0,13,0,,27500.0,32,26,0,0.0,676,27.5,0,,
4858,45,0.0,461,12,0,0,40,0,730.0,43,0,17,0,1.0,55000.0,27,20,0,40.0,400,17.04,1,18.25,2.904165
4859,42,1.0,655,13,0,1,50,1,190.0,43,0,13,1,0.0,32500.0,23,24,0,20.0,576,22.62,1,9.5,2.2512918
4860,23,1.0,425,12,0,0,32,0,226.0,25,0,12,0,0.0,32500.0,5,7,1,40.0,49,20.748,1,5.65,1.7316556
4861,42,,0,15,0,0,0,1,0.0,40,0,12,0,,6250.0,21,22,0,0.0,484,6.25,0,,
4862,69,,0,3,1,0,0,0,0.0,44,0,12,0,,0.0,60,26,0,0.0,676,0.0,0,,
4863,48,1.0,800,10,0,0,50,1,475.0,40,0,12,0,0.0,67500.0,32,22,0,45.0,484,42.8,1,10.555555,2.3566523
4864,60,,0,16,0,0,0,0,0.0,55,0,12,0,,22500.0,38,37,0,0.0,1369,22.5,0,,
4865,43,0.0,170,13,0,0,40,0,260.0,36,0,12,0,0.0,22500.0,24,18,0,0.0,324,8.98,0,,
4866,53,0.0,455,12,0,0,70,0,450.0,52,0,12,0,0.0,112500.0,35,34,0,40.0,1156,89.1,1,11.25,2.4203682
4867,64,,0,11,0,0,0,0,360.0,58,0,13,0,0.0,17500.0,47,39,0,40.0,1521,0.0,1,9.0,2.1972246
4868,34,1.0,332,12,0,0,40,0,0.0,36,0,13,0,,55000.0,16,17,0,0.0,289,55.0,0,,
4869,50,,0,13,0,0,45,0,0.0,48,0,13,0,,22500.0,31,29,0,0.0,841,22.5,0,,
4870,25,1.0,520,12,0,0,40,0,540.0,27,0,12,0,0.0,37500.0,7,9,0,25.0,81,9.42,1,21.6,3.0726933
4871,35,0.0,360,16,0,0,40,0,420.0,27,0,16,0,0.0,22500.0,13,5,0,40.0,25,0.66,1,10.5,2.3513753
4872,53,,0,13,0,0,0,0,0.0,37,0,18,0,,22500.0,34,13,0,0.0,169,22.5,0,,
4873,36,,0,16,0,1,45,1,300.0,31,0,16,1,0.0,112500.0,14,9,0,48.0,81,96.9,1,6.25,1.8325815
4874,46,,0,16,0,0,70,0,0.0,46,0,16,0,,0.0,24,24,0,0.0,576,0.0,0,,
4875,46,,0,18,0,0,44,1,286.0,44,0,16,0,0.0,112500.0,22,22,0,24.0,484,97.628,1,11.916667,2.477938
4876,39,0.0,1045,12,0,0,50,0,595.0,36,0,14,0,0.0,112500.0,21,16,0,40.0,256,81.56,1,14.875,2.699682
4877,43,0.0,600,17,0,0,80,0,0.0,30,0,12,0,,55000.0,20,12,1,0.0,144,55.0,0,,
4878,41,0.0,435,12,0,0,0,0,0.0,50,0,10,0,,22500.0,23,34,0,0.0,1156,22.5,0,,
4879,34,1.0,480,15,0,0,40,1,320.0,29,0,12,0,0.0,45000.0,13,11,0,40.0,121,28.36,1,8.0,2.0794415
4880,40,1.0,646,14,0,0,39,1,191.0,38,0,13,0,0.0,32500.0,20,19,0,30.0,361,22.568,1,6.366667,1.851076
4881,34,,0,18,0,0,0,0,0.0,30,0,15,0,,112500.0,10,9,1,0.0,81,112.5,0,,
4882,39,,0,16,0,0,65,0,845.0,38,0,16,0,0.0,112500.0,17,16,1,50.0,256,68.56,1,16.9,2.8273137
4883,27,0.0,419,12,0,0,36,0,168.0,26,0,12,0,0.0,22500.0,9,8,1,40.0,64,13.764,1,4.2,1.4350845
4884,44,1.0,611,12,0,0,52,1,340.0,35,0,14,0,0.0,45000.0,26,15,0,40.0,225,27.32,1,8.5,2.1400661
4885,49,0.0,500,16,0,0,45,0,0.0,46,0,12,0,,17500.0,27,28,0,0.0,784,17.5,0,,
4886,40,0.0,740,12,0,0,50,1,98.0,40,0,12,0,0.0,45000.0,22,22,0,12.0,484,39.904,1,8.166667,2.100061
4887,48,1.0,700,10,0,0,40,1,0.0,46,0,12,0,,55000.0,32,28,0,0.0,784,55.0,0,,
4888,46,0.0,690,17,1,0,40,0,730.0,37,1,16,0,0.0,67500.0,23,15,0,40.0,225,29.54,1,18.25,2.904165
4889,48,1.0,962,18,0,0,35,1,156.0,44,0,17,0,1.0,37500.0,24,21,0,15.0,441,29.388,1,10.4,2.3418057
4890,44,1.0,640,9,0,0,40,1,0.0,44,0,12,0,,45000.0,29,26,0,0.0,676,45.0,0,,
4891,35,0.0,865,16,0,0,40,0,0.0,31,0,12,0,,37500.0,13,13,1,0.0,169,37.5,0,,
4892,43,0.0,320,12,0,0,40,0,0.0,38,0,12,0,,11500.0,25,20,0,0.0,400,11.5,0,,
4893,38,0.0,611,12,0,0,40,0,320.0,42,0,12,1,0.0,0.0,20,24,0,0.0,576,0.0,0,,
4894,57,0.0,450,12,0,0,43,0,503.0,53,0,12,0,0.0,27500.0,39,35,0,40.0,1225,1.344,1,12.575,2.5317106
4895,49,1.0,600,12,0,0,40,0,485.0,51,0,12,0,0.0,55000.0,31,33,0,40.0,1089,29.78,1,12.125,2.4952695
4896,44,1.0,271,4,0,1,38,1,214.0,36,0,11,1,0.0,17500.0,34,19,0,40.0,361,6.372,1,5.35,1.6770965
4897,37,0.0,630,16,0,0,65,0,40.0,36,0,12,0,0.0,27500.0,15,18,1,8.0,324,25.42,1,5.0,1.609438
4898,32,,0,12,0,0,40,1,256.0,30,0,12,0,0.0,22500.0,14,12,0,0.0,144,9.188,0,,
4899,72,,0,16,0,0,0,0,240.0,56,0,16,0,0.0,0.0,50,34,0,0.0,1156,0.0,0,,
4900,40,1.0,620,18,0,0,60,0,500.0,37,0,14,0,0.0,32500.0,16,17,0,35.0,289,6.5,1,14.285714,2.65926
4901,45,,0,16,0,0,40,1,500.0,44,0,16,0,0.0,112500.0,23,22,0,40.0,484,86.5,1,12.5,2.5257287
4902,62,,0,15,0,0,0,0,0.0,54,0,13,0,,0.0,41,35,0,0.0,1225,0.0,0,,
4903,37,,0,16,0,0,40,0,50.0,34,0,13,0,0.0,37500.0,15,15,1,12.0,225,34.9,1,4.1666665,1.4271163
4904,32,0.0,100,12,0,1,30,1,140.0,29,0,10,1,0.0,13750.0,14,13,0,35.0,169,6.47,1,4.0,1.3862944
4905,47,0.0,600,12,0,0,65,0,0.0,46,0,12,0,,37500.0,29,28,0,0.0,784,37.5,0,,
4906,23,0.0,375,14,0,0,45,0,275.0,22,0,13,0,0.0,27500.0,3,3,0,40.0,9,13.2,1,6.875,1.9278916
4907,43,1.0,600,11,1,0,40,1,450.0,42,1,12,0,1.0,55000.0,26,24,0,40.0,576,31.6,1,11.25,2.4203682
4908,47,,0,14,0,0,40,1,580.0,37,0,16,0,0.0,0.0,27,15,0,40.0,225,0.0,1,14.5,2.6741486
4909,61,0.0,150,13,0,0,25,0,191.0,52,0,12,0,0.0,45000.0,42,34,0,30.0,1156,35.068,1,6.366667,1.851076
4910,34,0.0,1200,18,0,0,60,0,0.0,33,0,16,0,,67500.0,10,11,1,0.0,121,67.5,0,,
4911,54,0.0,1600,17,0,0,40,1,0.0,52,0,12,0,,112500.0,31,34,0,0.0,1156,112.5,0,,
4912,34,0.0,300,12,0,0,50,1,100.0,32,0,12,0,0.0,32500.0,16,14,0,12.0,196,27.3,1,8.333333,2.1202636
4913,40,1.0,400,12,1,0,8,0,250.0,42,1,12,0,0.0,17500.0,22,24,1,40.0,576,4.5,1,6.25,1.8325815
4914,34,0.0,350,16,0,0,52,0,0.0,33,0,13,0,,22500.0,12,14,1,0.0,196,22.5,0,,
4915,36,0.0,154,18,0,0,45,0,420.0,43,0,13,0,0.0,112500.0,12,24,0,40.0,576,90.66,1,10.5,2.3513753
4916,45,0.0,640,12,0,0,40,1,692.0,26,0,18,0,0.0,3000.0,27,2,0,45.0,4,0.0,1,15.377778,2.7329235
4917,41,,0,18,0,0,50,0,0.0,38,0,16,0,,32500.0,17,16,1,0.0,256,32.5,0,,
4918,44,0.0,1000,16,0,0,50,1,560.0,43,0,16,0,0.0,112500.0,22,21,0,40.0,441,83.38,1,14.0,2.6390574
4919,55,0.0,315,15,0,0,50,0,283.0,54,0,12,0,0.0,32500.0,34,36,0,56.0,1296,17.784,1,5.053571,1.6200951
4920,46,,0,9,0,0,40,0,190.0,46,0,10,0,0.0,0.0,31,30,0,0.0,900,0.0,0,,
4921,51,0.0,1000,16,0,0,40,0,0.0,49,0,14,0,,17500.0,29,29,0,0.0,841,17.5,0,,
4922,42,0.0,700,18,0,0,38,0,558.0,39,0,16,0,0.0,67500.0,18,17,1,40.0,289,38.484,1,13.95,2.6354795
4923,44,1.0,700,16,0,0,45,1,250.0,37,0,16,0,0.0,22500.0,22,15,0,35.0,225,9.5,1,7.142857,1.9661129
4924,46,,0,12,0,0,40,1,200.0,38,0,12,0,0.0,55000.0,28,20,0,25.0,400,44.6,1,8.0,2.0794415
4925,31,0.0,98,15,0,0,15,0,519.0,28,0,16,0,0.0,32500.0,10,6,0,40.0,36,5.512,1,12.975,2.5630245
4926,41,0.0,500,12,0,0,50,1,375.0,36,0,12,0,0.0,0.0,23,18,0,40.0,324,0.0,1,9.375,2.2380466
4927,27,0.0,375,14,0,0,40,0,0.0,23,0,12,0,,32500.0,7,5,1,0.0,25,32.5,0,,
4928,42,0.0,500,15,0,0,65,1,225.0,37,0,12,0,0.0,55000.0,21,19,0,32.0,361,43.3,1,7.03125,1.9503645
4929,45,,0,8,0,0,0,1,0.0,34,0,8,0,,17500.0,31,20,0,0.0,400,17.5,0,,
4930,24,,0,12,0,0,40,0,75.0,21,0,11,0,0.0,11500.0,6,4,1,40.0,16,7.6,1,1.875,0.62860864
4931,34,0.0,675,16,0,0,45,0,0.0,36,0,12,0,,45000.0,12,18,0,0.0,324,45.0,0,,
4932,44,,0,12,0,1,50,1,215.0,46,0,12,0,0.0,22500.0,26,28,0,40.0,784,11.32,1,5.375,1.6817585
4933,38,,0,7,0,0,8,0,241.0,37,0,7,0,1.0,37500.0,25,24,1,40.0,576,24.968,1,6.025,1.7959175
4934,59,,0,10,0,0,0,0,0.0,52,0,13,0,,67500.0,43,33,0,0.0,1089,67.5,0,,
4935,24,1.0,650,12,0,1,40,0,0.0,22,0,12,1,,27500.0,6,4,1,0.0,16,27.5,0,,
4936,80,,0,8,0,0,0,0,0.0,49,0,11,0,,8750.0,66,32,0,0.0,1024,8.75,0,,
4937,41,,0,12,0,0,70,1,0.0,38,0,12,0,,17500.0,23,20,0,0.0,400,17.5,0,,
4938,70,,0,4,1,0,0,0,0.0,47,1,1,0,,13750.0,60,40,0,0.0,1600,13.75,0,,
4939,68,0.0,113,12,0,0,40,0,0.0,53,0,14,0,,27500.0,50,33,0,0.0,1089,27.5,0,,
4940,39,0.0,420,14,0,0,70,0,200.0,29,0,12,0,0.0,27500.0,19,11,1,35.0,121,17.1,1,5.714286,1.7429693
4941,43,0.0,500,16,0,0,40,1,211.0,42,0,12,0,0.0,112500.0,21,24,0,24.0,576,101.528,1,8.791667,2.1738043
4942,47,1.0,680,13,0,0,40,1,0.0,44,0,12,0,,37500.0,28,26,0,0.0,676,37.5,0,,
4943,41,0.0,1250,16,0,1,40,0,850.0,35,0,16,0,0.0,112500.0,19,13,1,40.0,169,68.3,1,21.25,3.056357
4944,22,0.0,200,12,0,1,40,0,175.0,23,0,10,1,0.0,11500.0,4,7,0,40.0,49,2.4,1,4.375,1.4759065
4945,29,0.0,113,14,1,0,25,0,0.0,26,1,14,0,,13750.0,9,6,0,0.0,36,13.75,0,,
4946,47,,0,12,0,0,0,1,250.0,52,0,12,0,0.0,17500.0,29,34,0,18.0,1156,4.5,1,13.888889,2.6310892
4947,57,,0,10,0,0,99,0,0.0,54,0,12,0,,8750.0,41,36,0,0.0,1296,8.75,0,,
4948,41,1.0,460,12,0,0,40,1,170.0,38,0,12,0,0.0,0.0,23,20,0,0.0,400,0.0,0,,
4949,49,0.0,330,12,0,1,0,1,0.0,49,0,7,1,,27500.0,31,36,0,0.0,1296,27.5,0,,
4950,40,0.0,552,12,0,0,48,1,225.0,35,0,12,0,0.0,55000.0,22,17,0,40.0,289,43.3,1,5.625,1.7272209
4951,56,,0,16,0,0,0,0,677.0,46,0,16,0,0.0,55000.0,34,24,0,45.0,576,19.796,1,15.044444,2.7110088
4952,26,0.0,400,16,0,0,45,0,0.0,26,0,14,0,,27500.0,4,6,1,0.0,36,27.5,0,,
4953,56,0.0,720,12,0,0,40,0,284.0,51,0,12,0,0.0,27500.0,38,33,0,40.0,1089,12.732,1,7.1,1.9600948
4954,47,,0,12,1,0,0,0,0.0,46,1,14,0,,8750.0,29,26,0,0.0,676,8.75,0,,
4955,50,,0,8,0,0,0,0,0.0,49,0,9,0,,8750.0,36,34,0,0.0,1156,8.75,0,,
4956,44,,0,16,0,0,50,1,0.0,34,0,12,0,,37500.0,22,16,0,0.0,256,37.5,0,,
4957,64,0.0,942,13,0,0,24,0,0.0,57,0,12,0,,45000.0,45,39,0,0.0,1521,45.0,0,,
4958,35,,0,12,0,0,10,0,519.0,37,0,13,0,0.0,37500.0,17,18,0,45.0,324,10.512,1,11.533334,2.4452415
4959,35,0.0,175,3,0,1,54,0,0.0,31,0,3,1,,8750.0,26,22,1,0.0,484,8.75,0,,
4960,33,0.0,960,16,0,0,50,0,327.0,27,0,14,0,0.0,55000.0,11,7,0,40.0,49,37.996,1,8.175,2.1010807
4961,45,,0,18,0,0,50,0,0.0,38,0,14,0,,112500.0,21,18,1,0.0,324,112.5,0,,
4962,41,0.0,500,16,1,0,40,0,350.0,40,1,12,0,0.0,67500.0,19,22,1,0.0,484,49.3,0,,
4963,49,1.0,302,12,1,1,40,1,0.0,48,1,12,1,,45000.0,31,30,0,0.0,900,45.0,0,,
4964,26,1.0,582,12,0,1,50,0,0.0,28,0,13,1,,37500.0,8,9,1,0.0,81,37.5,0,,
4965,33,0.0,540,13,0,0,50,0,0.0,34,0,12,0,,0.0,14,16,1,0.0,256,0.0,0,,
4966,44,,0,14,0,0,50,0,480.0,44,0,12,0,0.0,55000.0,24,26,0,40.0,676,30.04,1,12.0,2.4849067
4967,58,1.0,750,18,0,0,40,0,325.0,55,0,18,0,0.0,55000.0,34,31,0,40.0,961,38.1,1,8.125,2.0949457
4968,55,,0,12,0,0,40,0,750.0,55,0,12,0,0.0,112500.0,37,37,0,0.0,1369,73.5,0,,
4969,43,0.0,425,12,0,0,40,1,410.0,41,0,13,0,0.0,45000.0,25,22,0,40.0,484,23.68,1,10.25,2.3272777
4970,55,0.0,1923,15,0,0,52,0,500.0,56,0,13,0,0.0,55000.0,34,37,0,35.0,1369,29.0,1,14.285714,2.65926
4971,37,0.0,185,16,0,0,15,0,0.0,27,0,12,0,,6250.0,15,9,1,0.0,81,6.25,0,,
4972,39,1.0,575,12,0,1,48,1,0.0,35,0,15,1,,22500.0,21,14,0,0.0,196,22.5,0,,
4973,39,,0,12,0,0,0,0,128.0,39,0,12,0,0.0,22500.0,21,21,0,30.0,441,15.844,1,4.266667,1.450833
4974,53,0.0,1000,12,0,0,0,1,100.0,42,0,13,0,0.0,32500.0,35,23,0,40.0,529,27.3,1,2.5,0.91629076
