,e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
8209,0,28.98,0,1,53,1,3.0,0,0,839.8404,2809
8210,0,24.108,0,1,32,1,1.399,0,1,581.1957,1024
8211,1,36.06,0,0,45,3,5.059,1,0,1300.3237,2025
8212,0,18.621,0,1,33,1,0.0,0,0,346.74164,1089
8213,0,21.78,1,0,62,2,12.0,0,0,474.36844,3844
8214,1,40.44,0,1,40,1,14.9,0,0,1635.3934,1600
8215,1,49.167,1,0,64,2,14.2,0,0,2417.3938,4096
8216,0,83.499,0,0,44,3,8.798,0,1,6972.083,1936
8217,1,26.877,1,1,43,3,-0.613,0,0,722.37317,1849
8218,0,22.776,1,0,38,4,-2.4,0,0,518.74615,1444
8219,0,75.222,1,0,30,2,36.8,0,0,5658.349,900
8220,1,26.526,0,1,34,1,-3.7,0,0,703.6286,1156
8221,0,16.413,1,0,30,3,-0.45,0,0,269.38657,900
8222,0,10.245,1,0,38,3,0.3,0,0,104.96002,1444
8223,0,71.184,1,0,63,2,59.061,0,1,5067.1616,3969
8224,0,33.126,0,0,42,3,-2.375,0,0,1097.3318,1764
8225,0,12.132,1,0,39,4,0.0,0,0,147.18542,1521
8226,1,43.326,1,0,45,5,13.263,1,0,1877.1423,2025
8227,0,33.084,1,0,59,2,0.999,0,0,1094.551,3481
8228,0,11.55,0,0,30,2,0.0,0,0,133.40251,900
8229,0,50.484,0,0,43,3,385.0,0,1,2548.6343,1849
8230,0,19.704,0,1,46,3,-46.5,0,0,388.24762,2116
8231,0,28.974,0,0,31,3,17.212,0,0,839.49274,961
8232,1,53.7,1,0,34,4,23.833,1,0,2883.6902,1156
8233,0,25.5,1,1,36,5,0.0,0,0,650.25,1296
8234,1,35.124,0,0,35,2,-6.64,1,0,1233.6954,1225
8235,0,20.151,1,0,62,2,0.3,0,0,406.06277,3844
8236,0,64.791,1,0,45,4,-3.97,0,0,4197.8735,2025
8237,0,27.486,1,0,35,2,40.3,0,1,755.4802,1225
8238,0,22.152,1,0,36,5,-5.0,0,0,490.71112,1296
8239,1,26.901,1,0,27,2,5.299,0,1,723.66376,729
8240,1,52.632,1,0,57,2,22.44,1,1,2770.1274,3249
8241,1,83.868,1,0,37,3,41.725,1,0,7033.841,1369
8242,0,21.0,0,0,44,7,-13.144,0,0,441.0,1936
8243,0,20.916,0,1,28,1,0.9,0,0,437.47906,784
8244,0,21.15,0,0,45,2,-8.84,0,0,447.32248,2025
8245,1,38.496,1,0,43,4,3.4,0,0,1481.9419,1849
8246,0,30.438,1,0,37,3,4.01,0,1,926.4718,1369
8247,1,37.98,0,1,51,2,166.999,1,0,1442.4803,2601
8248,0,14.877,1,1,31,5,-30.5,0,0,221.32512,961
8249,1,54.543,1,0,44,6,8.2,1,0,2974.9387,1936
8250,1,10.404,0,0,46,1,-2.5,0,0,108.243225,2116
8251,0,23.55,1,0,31,3,12.4,0,0,554.6025,961
8252,0,16.575,1,0,63,2,-1.345,0,0,274.73065,3969
8253,1,51.57,1,0,52,3,6.55,1,0,2659.4648,2704
8254,0,25.2,0,0,57,1,-8.88,0,0,635.04004,3249
8255,0,17.172,0,0,42,1,-3.416,0,0,294.87762,1764
8256,1,70.071,1,0,28,2,17.9,1,0,4909.945,784
8257,0,30.78,0,0,39,4,-4.9,0,0,947.40845,1521
8258,0,19.074,0,0,26,1,0.31,0,0,363.81744,676
8259,0,90.483,1,0,44,6,50.5,0,1,8187.174,1936
8260,0,35.55,1,0,60,2,30.899,0,1,1263.8025,3600
8261,0,29.64,1,0,38,4,0.994,0,0,878.52954,1444
8262,1,37.917,1,1,41,4,2.699,0,0,1437.6989,1681
8263,0,43.596,1,0,28,2,-1.398,0,0,1900.6113,784
8264,0,30.492,0,1,46,4,11.7,0,0,929.7621,2116
8265,0,18.54,1,0,29,3,1.2,0,0,343.73163,841
8266,1,52.248,1,0,28,4,2.4,1,0,2729.8535,784
8267,0,19.374,1,0,64,2,34.0,0,1,375.3519,4096
8268,0,12.0,0,1,29,1,0.0,0,0,144.0,841
8269,0,53.697,1,1,44,3,33.9,0,1,2883.3677,1936
8270,0,38.028,1,0,64,2,1.0,0,0,1446.1288,4096
8271,0,59.952,1,0,58,2,113.595,0,1,3594.2422,3364
8272,0,28.362,1,1,31,4,-1.895,0,0,804.403,961
8273,1,33.993,0,0,40,1,1.265,1,0,1155.524,1600
8274,0,53.412,1,0,48,2,0.5,0,0,2852.8416,2304
8275,0,10.5,0,1,28,1,0.5,0,0,110.25,784
8276,1,29.838,1,0,45,4,0.2,1,0,890.3062,2025
8277,0,28.515,1,0,42,6,43.599,0,0,813.10516,1764
8278,0,12.501,0,0,33,2,-1.48,0,0,156.27501,1089
8279,0,51.447,1,0,43,5,-0.5,0,0,2646.7937,1849
8280,0,28.35,1,0,42,5,-1.9,0,0,803.72253,1764
8281,0,61.362,1,0,38,5,32.6,0,1,3765.295,1444
8282,0,20.769,1,0,59,2,37.5,0,1,431.35132,3481
8283,1,14.28,0,0,47,4,-0.032,1,0,203.9184,2209
8284,1,24.603,1,0,27,2,-0.75,0,0,605.3076,729
8285,0,21.381,0,1,37,1,-0.389,0,0,457.1472,1369
8286,0,14.64,0,1,42,1,-0.79,0,0,214.3296,1764
8287,1,51.3,0,1,41,3,-26.6,0,0,2631.69,1681
8288,1,17.418,0,0,43,2,-3.165,1,0,303.3867,1849
8289,0,45.426,1,0,37,4,-9.0,0,0,2063.5212,1369
8290,1,66.036,1,0,38,2,23.0,1,1,4360.754,1444
8291,1,40.974,1,0,30,5,-4.2,1,0,1678.8687,900
8292,0,26.4,0,1,25,1,14.699,0,0,696.95996,625
8293,0,15.618,0,0,33,1,-1.1,0,0,243.92192,1089
8294,1,102.15,1,0,59,4,9.0,1,0,10434.623,3481
8295,0,83.616,0,0,42,1,44.5,0,1,6991.635,1764
8296,0,19.548,0,0,40,3,3.3,0,1,382.12433,1600
8297,0,51.552,1,0,44,4,-1.796,0,0,2657.6084,1936
8298,0,43.59,0,0,51,2,5.5,0,1,1900.0881,2601
8299,0,21.024,1,0,57,3,7.599,0,0,442.00858,3249
8300,1,15.813,0,0,38,2,0.272,1,0,250.05096,1444
8301,1,17.913,0,0,55,1,0.499,0,0,320.87558,3025
8302,0,24.84,0,0,39,2,0.2,0,0,617.02563,1521
8303,1,62.7,1,0,30,4,-3.8,0,0,3931.29,900
8304,0,13.44,0,0,42,4,0.0,0,0,180.63359,1764
8305,0,15.099,1,0,27,5,1.8,0,0,227.9798,729
8306,1,35.07,0,1,37,5,-2.55,1,1,1229.9049,1369
8307,0,54.948,1,0,32,4,5.0,0,0,3019.283,1024
8308,0,19.68,1,0,25,4,-14.958,0,0,387.3024,625
8309,0,16.56,0,0,48,2,-29.05,0,0,274.23358,2304
8310,1,67.488,1,0,39,5,8.35,1,0,4554.63,1521
8311,0,30.942,0,0,37,3,-4.456,0,0,957.40735,1369
8312,0,40.224,0,1,46,1,-40.0,0,0,1617.9701,2116
8313,1,59.904,1,1,51,4,5.81,1,1,3588.489,2601
8314,0,61.353,1,1,41,2,5.704,0,1,3764.1907,1681
8315,1,42.006,1,1,34,4,16.925,1,0,1764.504,1156
8316,1,44.04,0,0,39,3,23.55,1,1,1939.5217,1521
8317,0,25.692,1,0,48,5,-2.4,0,0,660.07886,2304
8318,1,120.3,1,0,31,2,16.0,1,0,14472.091,961
8319,0,97.722,1,0,39,6,-10.6,0,0,9549.589,1521
8320,1,37.14,0,0,38,1,-8.79,0,0,1379.3795,1444
8321,0,14.76,1,0,53,3,3.5,0,0,217.8576,2809
8322,0,13.8,0,1,47,1,0.6,0,0,190.44,2209
8323,1,49.8,0,0,40,1,120.318,1,0,2480.04,1600
8324,1,116.001,1,0,47,3,97.3,1,1,13456.231,2209
8325,1,45.717,0,0,39,4,2.5,0,0,2090.044,1521
8326,1,26.4,0,0,26,1,-2.0,1,0,696.95996,676
8327,1,48.18,0,1,42,2,5.0,1,0,2321.3125,1764
8328,0,23.037,0,0,35,1,3.87,0,1,530.70337,1225
8329,1,107.94,1,0,34,4,69.0,1,1,11651.044,1156
8330,0,36.309,1,0,26,4,53.7,0,0,1318.3434,676
8331,1,54.15,0,1,45,1,43.175,1,1,2932.2227,2025
8332,0,51.66,0,1,28,1,-40.3,0,0,2668.7556,784
8333,1,58.236,1,0,43,5,401.3,1,1,3391.4316,1849
8334,0,76.428,1,0,45,2,230.5,0,1,5841.2393,2025
8335,0,39.582,0,0,46,2,5.419,0,0,1566.7347,2116
8336,0,25.761,0,1,41,1,1.499,0,0,663.6291,1681
8337,1,106.272,1,0,44,4,115.1,1,1,11293.738,1936
8338,1,85.32,1,0,37,3,-12.396,1,1,7279.5024,1369
8339,0,16.845,0,1,35,1,0.749,0,0,283.754,1225
8340,0,11.703,0,1,30,1,-0.476,0,0,136.9602,900
8341,1,32.61,0,0,41,2,22.35,0,1,1063.4121,1681
8342,0,28.68,1,0,40,4,2.0,0,0,822.5424,1600
8343,0,23.13,1,1,43,4,1.299,0,0,534.9969,1849
8344,0,56.322,1,1,27,8,-3.701,0,0,3172.1675,729
8345,1,45.528,0,1,34,3,7.886,1,0,2072.7988,1156
8346,0,12.75,0,1,26,1,0.0,0,0,162.5625,676
8347,0,32.451,1,0,32,6,0.249,0,0,1053.0674,1024
8348,1,44.472,1,0,38,5,-5.25,1,0,1977.7588,1444
8349,1,70.125,0,0,44,2,32.0,1,1,4917.5156,1936
8350,1,80.904,1,0,44,4,41.5,1,1,6545.457,1936
8351,0,27.96,0,0,32,1,-3.3,0,0,781.76154,1024
8352,1,34.095,0,0,51,1,4.54,1,0,1162.4691,2601
8353,0,110.82,1,0,43,5,30.0,0,1,12281.072,1849
8354,1,39.255,0,0,37,2,5.3,1,0,1540.9551,1369
8355,1,32.595,1,0,61,3,12.5,1,0,1062.4341,3721
8356,0,25.035,1,0,40,5,1.3,0,0,626.7512,1600
8357,0,34.986,1,0,36,6,-2.5,0,0,1224.0201,1296
8358,0,21.975,1,0,26,2,7.0,0,0,482.90063,676
8359,0,22.095,0,0,39,1,-0.8,0,0,488.189,1521
8360,1,67.35,1,0,59,2,81.849,1,0,4536.0225,3481
8361,1,191.715,1,0,37,3,142.1,1,1,36754.64,1369
8362,1,100.302,0,1,30,1,-21.901,1,0,10060.491,900
8363,0,32.628,0,1,52,1,87.449,0,1,1064.5863,2704
8364,0,62.7,1,0,60,3,24.612,0,1,3931.29,3600
8365,1,51.09,1,0,53,3,6.957,0,1,2610.1882,2809
8366,0,21.129,1,0,31,7,0.0,0,0,446.43463,961
8367,1,39.351,1,0,41,5,4.0,1,1,1548.5013,1681
8368,1,44.73,0,0,40,1,5.731,1,0,2000.7728,1600
8369,1,22.95,0,0,27,2,2.7,1,0,526.7025,729
8370,0,23.307,1,0,52,3,-14.995,0,0,543.2162,2704
8371,0,22.161,0,0,33,2,-1.0,0,0,491.1099,1089
8372,0,41.697,1,0,52,2,10.45,0,0,1738.6396,2704
8373,0,20.517,1,0,39,2,0.15,0,0,420.9473,1521
8374,1,27.3,1,0,53,2,3.57,1,0,745.29,2809
8375,0,15.009,0,0,62,2,13.749,0,0,225.27008,3844
8376,0,51.972,1,0,47,4,3.344,0,1,2701.0889,2209
8377,0,57.612,1,1,28,2,0.515,0,0,3319.1426,784
8378,0,44.526,1,0,42,6,-1.63,0,0,1982.5648,1764
8379,0,19.236,0,1,37,1,-3.0,0,0,370.0237,1369
8380,1,144.666,1,0,46,2,106.649,1,1,20928.252,2116
8381,0,37.851,0,1,42,6,2.4,0,0,1432.6984,1764
8382,0,40.452,0,1,48,1,47.87,0,1,1636.3643,2304
8383,1,23.79,1,0,38,5,10.381,1,0,565.9642,1444
8384,1,27.927,1,0,30,4,0.95,1,0,779.91736,900
8385,1,121.701,1,0,48,2,15.63,0,0,14811.133,2304
8386,0,18.705,0,1,29,1,0.0,0,0,349.877,841
8387,1,37.254,1,0,41,3,48.799,1,1,1387.8606,1681
8388,0,38.886,1,0,46,2,-6.599,0,0,1512.1211,2116
8389,1,128.04,1,1,60,3,131.63,1,1,16394.24,3600
8390,0,10.941,0,1,27,1,1.749,0,0,119.70548,729
8391,0,15.558,0,0,63,1,14.0,0,0,242.05135,3969
8392,1,63.66,1,0,33,2,-5.501,0,0,4052.5955,1089
8393,1,101.946,1,0,58,2,99.199,1,1,10392.986,3364
8394,1,62.616,1,0,34,4,6.15,0,0,3920.7637,1156
8395,1,44.604,1,0,38,2,6.0,1,1,1989.5168,1444
8396,0,33.921,0,0,48,2,0.4,0,0,1150.6343,2304
8397,1,52.92,1,0,40,3,26.974,1,1,2800.5261,1600
8398,1,18.27,0,0,27,1,1.3,1,0,333.7929,729
8399,0,11.52,0,0,58,3,-4.625,0,0,132.7104,3364
8400,1,57.492,1,0,47,6,47.449,1,1,3305.33,2209
8401,1,30.72,0,1,26,1,-1.805,1,0,943.7184,676
8402,1,18.669,1,0,61,2,50.899,1,0,348.5316,3721
8403,0,21.813,1,0,47,4,0.2,0,0,475.80695,2209
8404,1,49.245,1,0,59,4,50.0,0,0,2425.0698,3481
8405,0,16.305,1,0,57,3,9.249,0,0,265.85303,3249
8406,0,31.635,0,1,44,1,0.249,0,0,1000.77325,1936
8407,1,42.231,1,0,32,4,0.1,0,0,1783.4573,1024
8408,0,20.58,1,0,54,4,0.05,0,0,423.5364,2916
8409,1,53.148,0,1,53,1,88.759,1,1,2824.7097,2809
8410,1,36.12,0,0,42,1,16.9,0,0,1304.6543,1764
8411,1,32.265,1,0,35,5,10.316,1,0,1041.0302,1225
8412,0,63.627,1,0,44,2,-5.4,0,0,4048.395,1936
8413,0,14.28,1,0,26,3,0.35,0,0,203.9184,676
8414,0,26.736,1,0,26,4,0.5,0,0,714.8137,676
8415,1,28.56,1,0,58,3,59.0,1,1,815.6736,3364
8416,0,17.454,0,0,33,1,0.2,0,0,304.64212,1089
8417,1,40.776,1,0,29,4,15.399,1,0,1662.6823,841
8418,1,30.144,0,1,51,2,2.5,1,0,908.6607,2601
8419,1,76.527,1,0,42,4,-1.465,0,0,5856.382,1764
8420,1,94.86,1,0,39,5,14.33,1,1,8998.42,1521
8421,0,12.816,1,0,38,4,1.49,0,0,164.24986,1444
8422,1,25.002,0,0,37,3,36.5,1,0,625.10004,1369
8423,0,46.743,0,1,48,1,96.422,0,1,2184.908,2304
8424,1,61.233,1,0,51,3,26.4,0,1,3749.4805,2601
8425,0,10.26,0,0,40,1,0.0,0,0,105.2676,1600
8426,1,10.2,0,1,49,2,43.0,1,0,104.03999,2401
8427,0,28.059,1,0,54,5,-2.854,0,1,787.3075,2916
8428,0,23.832,1,0,54,3,70.335,0,0,567.96423,2916
8429,0,38.376,1,0,32,3,23.944,0,1,1472.7173,1024
8430,0,11.523,1,0,53,3,-0.142,0,0,132.77953,2809
8431,1,27.033,1,0,33,4,1.25,0,0,730.78314,1089
8432,1,30.117,1,0,33,4,33.075,1,0,907.03375,1089
8433,0,39.114,1,0,44,5,-4.311,0,0,1529.9049,1936
8434,0,28.38,1,0,34,4,11.1,0,0,805.4244,1156
8435,0,19.227,0,1,38,3,3.0,0,0,369.6775,1444
8436,1,18.939,0,0,44,2,-4.95,1,0,358.6857,1936
8437,1,24.267,1,0,36,5,-3.699,1,0,588.8873,1296
8438,0,19.203,1,0,59,2,0.699,0,0,368.7552,3481
8439,0,73.017,1,0,48,3,46.447,0,1,5331.482,2304
8440,1,57.186,0,1,42,1,19.6,1,0,3270.2388,1764
8441,0,29.67,1,0,29,3,2.9,0,0,880.3089,841
8442,1,64.926,1,0,33,2,17.172,1,1,4215.3857,1089
8443,0,76.86,1,0,49,6,-11.0,0,0,5907.4595,2401
8444,0,18.06,1,0,25,5,1.0,0,0,326.16357,625
8445,1,22.914,1,0,26,4,-0.567,1,0,525.0514,676
8446,1,53.88,1,0,32,4,350.7,1,0,2903.0544,1024
8447,0,10.725,1,0,27,5,-0.12,0,0,115.025635,729
8448,0,28.728,1,0,25,4,0.154,0,0,825.29803,625
8449,0,34.788,1,0,32,2,1.2,0,0,1210.2048,1024
8450,0,15.312,1,0,29,3,-1.008,0,0,234.45735,841
8451,0,15.45,0,0,26,3,-0.12,0,0,238.7025,676
8452,0,51.663,1,0,43,3,-12.251,0,0,2669.0654,1849
8453,0,14.307,0,0,25,1,-3.9,0,0,204.69025,625
8454,0,22.722,1,0,31,2,30.849,0,1,516.2893,961
8455,0,28.926,1,0,61,5,21.55,0,1,836.7135,3721
8456,0,16.491,1,0,29,5,0.0,0,0,271.95306,841
8457,0,19.68,1,0,28,2,-9.0,0,0,387.3024,784
8458,0,27.15,1,0,40,6,3.2,0,1,737.1225,1600
8459,0,45.975,1,0,29,4,1.6,0,0,2113.7004,841
8460,0,37.8,0,1,47,2,0.0,0,0,1428.84,2209
8461,0,21.45,0,0,46,3,2.88,0,1,460.10254,2116
8462,1,99.318,1,0,59,6,104.856,1,1,9864.065,3481
8463,1,64.296,1,0,33,4,22.0,1,0,4133.975,1089
8464,1,44.124,1,0,62,3,-13.937,1,1,1946.9274,3844
8465,1,19.464,1,0,64,2,62.699,1,1,378.84732,4096
8466,0,15.156,0,0,37,4,-0.181,0,0,229.70435,1369
8467,1,28.047,0,0,54,1,14.099,1,0,786.6343,2916
8468,0,22.824,0,1,50,1,59.0,0,1,520.93494,2500
8469,0,20.34,1,0,38,4,-1.267,0,0,413.7156,1444
8470,0,18.738,1,0,64,2,12.5,0,1,351.11267,4096
8471,0,13.074,0,0,58,1,-84.151,0,0,170.92949,3364
8472,0,26.142,0,1,54,1,24.059,0,1,683.4042,2916
8473,0,13.005,0,1,30,1,0.1,0,0,169.13004,900
8474,0,23.595,0,0,36,2,-0.7,0,0,556.724,1296
8475,1,34.215,1,0,32,4,5.4,0,0,1170.6663,1024
8476,0,19.224,0,1,32,1,1.8,0,0,369.56223,1024
8477,0,39.627,1,0,31,5,5.949,0,1,1570.2991,961
8478,0,55.986,1,0,34,6,13.4,0,0,3134.4321,1156
8479,0,25.5,1,0,56,2,0.0,0,0,650.25,3136
8480,1,69.9,1,0,64,2,81.75,1,0,4886.0103,4096
8481,1,29.1,0,1,52,1,7.0,1,0,846.81,2704
8482,0,40.902,0,0,54,2,20.0,0,1,1672.9736,2916
8483,0,47.016,0,0,26,1,0.0,0,0,2210.5042,676
8484,0,44.874,0,0,38,1,12.0,0,0,2013.6759,1444
8485,0,35.496,1,0,50,4,0.1,0,0,1259.966,2500
8486,0,12.744,0,0,53,1,0.0,0,0,162.40955,2809
8487,0,18.744,1,0,34,6,-6.45,0,0,351.33752,1156
8488,1,28.032,0,1,36,1,-0.1,0,0,785.793,1296
8489,0,43.173,1,0,42,3,5.19,0,0,1863.908,1764
8490,0,15.0,0,1,27,1,-0.2,0,0,225.0,729
8491,0,19.203,1,1,26,1,-3.9,0,0,368.7552,676
8492,1,93.09,1,0,37,4,24.25,1,1,8665.747,1369
8493,0,53.925,1,0,38,4,62.818,0,1,2907.9055,1444
8494,1,53.946,1,0,32,3,160.2,1,0,2910.171,1024
8495,0,52.803,1,0,43,4,5.35,0,0,2788.157,1849
8496,0,110.181,1,0,38,5,60.3,0,1,12139.853,1444
8497,1,86.097,1,0,41,2,21.1,1,0,7412.6934,1681
8498,0,41.883,0,1,42,1,5.9,0,1,1754.1857,1764
8499,1,43.572,1,0,33,4,0.715,1,0,1898.519,1089
8500,1,40.65,0,1,40,1,29.4,1,0,1652.4226,1600
8501,1,25.488,1,0,30,4,-11.261,0,0,649.6382,900
8502,1,25.317,1,1,28,3,-2.051,1,1,640.95044,784
8503,1,31.5,1,0,37,6,0.301,0,0,992.25,1369
8504,0,11.73,1,0,49,6,0.0,0,0,137.5929,2401
8505,1,39.321,0,1,48,1,2.0,0,0,1546.141,2304
8506,1,15.627,0,0,25,1,-0.63,1,0,244.20312,625
8507,0,29.841,0,0,62,1,53.712,0,1,890.4852,3844
8508,1,55.806,0,1,40,1,34.879,0,1,3114.3096,1600
8509,1,23.331,0,0,36,3,6.701,1,1,544.3355,1296
8510,1,57.918,1,0,31,3,4.116,1,0,3354.4946,961
8511,0,32.16,1,0,33,4,3.899,0,0,1034.2656,1089
8512,1,11.835,0,0,51,3,-0.451,0,0,140.06723,2601
8513,0,10.2,0,0,41,4,0.0,0,0,104.03999,1681
8514,1,31.635,1,0,25,3,-10.55,0,0,1000.77325,625
8515,0,12.516,1,0,57,4,7.799,0,0,156.65025,3249
8516,1,54.51,1,0,51,4,50.3,1,0,2971.3398,2601
8517,1,25.452,0,0,50,1,42.6,1,1,647.80426,2500
8518,0,20.199,1,0,34,4,7.45,0,0,407.99957,1156
8519,0,15.6,0,0,27,3,-0.095,0,0,243.36002,729
8520,1,71.421,0,0,52,1,0.0,1,1,5100.959,2704
8521,0,47.754,1,0,34,4,-1.855,0,0,2280.4446,1156
8522,0,57.291,1,0,51,2,18.0,0,1,3282.2588,2601
8523,0,24.888,0,1,38,1,2.05,0,0,619.4126,1444
8524,1,33.903,0,0,42,3,-2.985,0,0,1149.4135,1764
8525,0,27.276,1,0,48,4,5.8,0,0,743.9801,2304
8526,0,41.925,1,0,33,3,-11.6,0,0,1757.7056,1089
8527,1,32.913,1,0,57,2,6.478,0,0,1083.2655,3249
8528,0,17.106,1,0,40,2,1.0,0,0,292.61526,1600
8529,0,13.326,1,0,50,2,0.0,0,0,177.58228,2500
8530,0,14.04,0,0,41,2,-3.158,0,0,197.1216,1681
8531,1,28.179,0,1,33,1,0.4,0,1,794.0561,1089
8532,0,15.321,0,0,38,1,0.0,0,0,234.73305,1444
8533,0,66.897,1,0,32,3,0.0,0,0,4475.209,1024
8534,0,32.442,0,1,37,1,25.049,0,1,1052.4834,1369
8535,1,24.3,0,1,41,1,1.0,0,0,590.49,1681
8536,0,21.063,1,0,35,5,-0.6,0,0,443.64996,1225
8537,0,38.226,1,0,26,6,0.0,0,0,1461.2272,676
8538,0,14.493,0,0,51,2,-4.414,0,1,210.04704,2601
8539,1,36.9,0,1,48,1,14.499,0,0,1361.6101,2304
8540,1,52.476,1,0,44,4,13.849,1,0,2753.7307,1936
8541,0,32.88,0,1,48,2,-10.001,0,0,1081.0945,2304
8542,0,38.85,1,0,33,5,5.5,0,0,1509.3224,1089
8543,0,25.728,1,0,45,5,16.55,0,1,661.93,2025
8544,0,15.639,1,0,36,7,-2.65,0,0,244.57832,1296
8545,0,11.877,0,0,63,3,-0.4,0,0,141.06313,3969
8546,0,13.362,0,1,57,1,0.0,0,0,178.54306,3249
8547,0,62.73,1,0,31,3,6.368,0,1,3935.0527,961
8548,0,22.98,0,0,50,2,-1.627,0,0,528.0804,2500
8549,0,21.891,0,1,29,1,0.3,0,0,479.2159,841
8550,1,53.184,1,0,54,2,21.349,1,0,2828.5376,2916
8551,1,99.6,1,1,48,3,117.08,1,1,9920.16,2304
8552,0,22.044,1,0,34,6,-3.752,0,0,485.93796,1156
8553,0,30.516,1,0,51,3,19.2,0,0,931.2263,2601
8554,1,23.91,0,0,43,4,2.85,1,0,571.6881,1849
8555,0,29.19,0,0,40,5,-17.9,0,0,852.05615,1600
8556,0,36.852,1,0,37,4,12.527,0,1,1358.07,1369
8557,1,103.563,1,0,52,4,53.95,1,1,10725.296,2704
8558,0,13.56,0,0,33,2,0.0,0,0,183.87361,1089
8559,0,20.4,1,0,47,6,0.2,0,0,416.15997,2209
8560,0,42.6,1,0,34,4,-2.72,0,0,1814.7599,1156
8561,1,13.275,1,0,58,2,6.42,1,0,176.22562,3364
8562,0,14.664,0,0,32,2,0.0,0,0,215.03288,1024
8563,1,46.605,1,0,57,4,23.3,1,1,2172.026,3249
8564,1,36.0,0,1,54,2,11.5,1,0,1296.0,2916
8565,0,28.755,1,0,35,7,-0.9,0,0,826.85,1225
8566,0,27.336,1,0,53,6,-13.486,0,0,747.2569,2809
8567,1,52.11,1,0,53,3,-4.624,0,0,2715.4521,2809
8568,0,53.277,1,0,60,2,276.15,0,1,2838.4387,3600
8569,1,37.407,0,1,37,1,-14.16,0,1,1399.2838,1369
8570,1,18.177,0,0,49,2,7.121,1,0,330.40332,2401
8571,1,11.106,0,0,41,1,3.2,1,0,123.34323,1681
8572,0,95.634,1,0,54,2,157.075,0,1,9145.862,2916
8573,1,68.61,1,0,45,4,42.8,1,0,4707.332,2025
8574,0,14.703,0,1,56,1,-1.925,0,0,216.1782,3136
8575,0,14.58,1,0,32,2,3.0,0,0,212.5764,1024
8576,0,30.186,1,0,32,2,0.2,0,0,911.19464,1024
8577,0,13.02,1,0,59,6,0.0,0,0,169.52042,3481
8578,0,16.665,1,0,48,3,0.017,0,0,277.72226,2304
8579,1,40.308,1,0,36,5,-8.6,0,1,1624.7347,1296
8580,1,31.608,0,1,39,1,-0.695,0,0,999.0657,1521
8581,0,13.449,1,1,38,2,5.8,0,0,180.87561,1444
8582,0,22.956,1,1,39,4,-12.276,0,0,526.9779,1521
8583,0,15.984,1,0,59,4,12.889,0,1,255.48827,3481
8584,0,15.219,0,0,26,2,0.006,0,0,231.61795,676
8585,0,28.419,1,0,52,3,8.248,0,1,807.6396,2704
8586,1,29.556,1,0,56,2,84.228,1,1,873.5571,3136
8587,0,28.806,1,0,28,3,0.3,0,0,829.78564,784
8588,1,33.804,0,1,42,2,-2.5,0,0,1142.7104,1764
8589,0,38.808,1,0,32,2,26.9,0,0,1506.0608,1024
8590,0,17.46,1,0,61,3,-1.1,0,0,304.85156,3721
8591,0,52.206,1,0,48,7,-23.99,0,0,2725.4666,2304
8592,0,26.652,1,1,61,2,-2.7,0,0,710.3291,3721
8593,0,51.165,1,0,36,4,12.849,0,0,2617.8574,1296
8594,0,69.72,1,1,32,3,-11.9,0,0,4860.8784,1024
8595,0,46.839,1,0,29,3,-2.3,0,0,2193.892,841
8596,0,40.665,1,0,54,2,2.0,0,0,1653.6423,2916
8597,0,20.082,1,0,49,4,3.3,0,1,403.28674,2401
8598,1,17.028,1,0,38,3,34.739,1,0,289.9528,1444
8599,0,13.509,1,0,34,3,-9.6,0,0,182.49307,1156
8600,0,28.911,0,1,28,1,-2.0,0,0,835.8459,784
8601,0,37.476,1,0,26,2,0.0,0,0,1404.4507,676
8602,0,36.075,1,0,28,2,7.2,0,1,1301.4056,784
8603,0,10.296,0,0,55,2,2.74,0,0,106.00761,3025
8604,1,14.928,1,1,30,4,1.9,1,0,222.8452,900
8605,1,71.001,1,0,37,5,110.8,1,0,5041.142,1369
8606,0,30.342,1,0,30,5,-0.2,0,0,920.6369,900
8607,0,18.834,1,0,33,6,0.04,0,0,354.71954,1089
8608,0,32.073,1,0,36,4,0.086,0,0,1028.6775,1296
8609,1,53.49,1,0,53,3,108.998,1,0,2861.1802,2809
8610,0,30.315,1,0,31,4,-8.5,0,0,918.99927,961
8611,1,76.581,1,0,43,3,81.0,1,1,5864.65,1849
8612,1,67.8,1,0,44,5,136.0,1,1,4596.8403,1936
8613,1,32.436,0,0,50,2,66.484,1,1,1052.0941,2500
8614,0,15.48,0,0,56,4,-0.6,0,0,239.63039,3136
8615,0,86.82,0,0,26,1,48.8,0,1,7537.7124,676
8616,0,63.858,1,0,42,3,25.85,0,1,4077.8445,1764
8617,0,63.525,0,0,35,1,62.3,0,1,4035.4258,1225
8618,0,13.98,0,0,30,3,-0.08,0,0,195.44038,900
8619,0,57.753,1,0,33,4,15.204,0,1,3335.409,1089
8620,0,52.089,1,0,41,4,11.7,0,0,2713.264,1681
8621,1,49.95,1,0,59,2,2.449,1,0,2495.0027,3481
8622,0,12.255,0,0,58,1,0.1,0,0,150.18503,3364
8623,1,79.134,1,0,42,3,75.2,1,1,6262.1904,1764
8624,0,19.26,1,0,35,4,0.999,0,0,370.9476,1225
8625,0,28.98,1,0,39,4,14.85,0,0,839.8404,1521
8626,0,12.144,0,1,34,1,28.02,0,0,147.47673,1156
