,year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
3761,1998,941,330,1499,187,0.7567,5.799093,1,0,0,5.2311087,33.62948,0.7567,7.3125534
3762,1999,941,330,1494,195,0.71919996,5.799093,0,1,0,5.273,33.62948,0.71919996,7.309212
3763,2000,941,330,1504,203,0.7553,5.799093,0,0,1,5.313206,33.62948,0.7553,7.3158836
3764,1997,942,284,143,178,0.5919,5.6489744,0,0,0,5.1817837,31.910912,0.5919,4.962845
3765,1998,942,284,145,170,0.9215,5.6489744,1,0,0,5.1357985,31.910912,0.9215,4.9767337
3766,1999,942,284,146,191,0.807,5.6489744,0,1,0,5.2522736,31.910912,0.807,4.983607
3767,2000,942,284,266,209,0.36060002,5.6489744,0,0,1,5.3423343,31.910912,0.36060002,5.583496
3768,1997,943,2453,502,337,0.24180001,7.805067,0,0,0,5.820083,60.91907,0.24180001,6.2186003
3769,1998,943,2453,608,281,0.3025,7.805067,1,0,0,5.638355,60.91907,0.3025,6.410175
3770,1999,943,2453,609,332,0.25120002,7.805067,0,1,0,5.805135,60.91907,0.25120002,6.4118185
3771,2000,943,2453,577,376,0.2843,7.805067,0,0,1,5.9295893,60.91907,0.2843,6.3578424
3772,1997,944,427,1652,165,0.4424,6.056784,0,0,0,5.1059456,36.684635,0.4424,7.409742
3773,1998,944,427,1676,168,0.4641,6.056784,1,0,0,5.123964,36.684635,0.4641,7.4241652
3774,1999,944,427,1829,164,0.3252,6.056784,0,1,0,5.0998664,36.684635,0.3252,7.5115247
3775,2000,944,427,2021,154,0.4023,6.056784,0,0,1,5.0369525,36.684635,0.4023,7.6113477
3776,1997,945,2406,134,293,0.3077,7.785721,0,0,0,5.6801724,60.617447,0.3077,4.89784
3777,1998,945,2406,139,272,0.32889998,7.785721,1,0,0,5.605802,60.617447,0.32889998,4.934474
3778,1999,945,2406,142,297,0.21350001,7.785721,0,1,0,5.6937323,60.617447,0.21350001,4.955827
3779,2000,945,2406,153,298,0.2585,7.785721,0,0,1,5.6970935,60.617447,0.2585,5.030438
3780,1997,946,292,566,215,0.5252,5.676754,0,0,0,5.370638,32.225536,0.5252,6.338594
3781,1998,946,292,514,211,0.5545,5.676754,1,0,0,5.351858,32.225536,0.5545,6.2422233
3782,1999,946,292,537,224,0.5713,5.676754,0,1,0,5.411646,32.225536,0.5713,6.285998
3783,2000,946,292,632,211,0.4012,5.676754,0,0,1,5.351858,32.225536,0.4012,6.4488893
3784,1997,947,254,768,138,0.6643,5.5373344,0,0,0,4.9272537,30.662073,0.6643,6.64379
3785,1998,947,254,678,129,0.6266,5.5373344,1,0,0,4.8598123,30.662073,0.6266,6.5191474
3786,1999,947,254,661,144,0.65620005,5.5373344,0,1,0,4.9698133,30.662073,0.65620005,6.493754
3787,2000,947,254,1308,100,0.49330002,5.5373344,0,0,1,4.6051702,30.662073,0.49330002,7.1762547
3788,1997,948,2512,200,362,0.35669997,7.8288345,0,0,0,5.891644,61.29065,0.35669997,5.2983174
3789,1998,948,2512,195,351,0.50310004,7.8288345,1,0,0,5.8607864,61.29065,0.50310004,5.273
3790,1999,948,2512,212,352,0.45229998,7.8288345,0,1,0,5.8636312,61.29065,0.45229998,5.3565865
3791,2000,948,2512,257,344,0.35900003,7.8288345,0,0,1,5.8406415,61.29065,0.35900003,5.549076
3792,1997,949,1982,510,305,0.4334,7.5918617,0,0,0,5.7203116,57.636364,0.4334,6.234411
3793,1998,949,1982,604,284,0.5275,7.5918617,1,0,0,5.6489744,57.636364,0.5275,6.403574
3794,1999,949,1982,562,301,0.5568,7.5918617,0,1,0,5.7071104,57.636364,0.5568,6.331502
3795,2000,949,1982,692,287,0.57490003,7.5918617,0,0,1,5.659482,57.636364,0.57490003,6.539586
3796,1997,950,1574,567,250,0.4408,7.3613753,0,0,0,5.521461,54.189846,0.4408,6.340359
3797,1998,950,1574,482,263,0.4446,7.3613753,1,0,0,5.572154,54.189846,0.4446,6.177944
3798,1999,950,1574,494,301,0.4455,7.3613753,0,1,0,5.7071104,54.189846,0.4455,6.2025356
3799,2000,950,1574,505,318,0.4765,7.3613753,0,0,1,5.7620516,54.189846,0.4765,6.2245584
3800,1997,951,2426,1025,342,0.30290002,7.793999,0,0,0,5.8348107,60.74642,0.30290002,6.932448
3801,1998,951,2426,1188,318,0.3515,7.793999,1,0,0,5.7620516,60.74642,0.3515,7.0800266
3802,1999,951,2426,1242,335,0.3463,7.793999,0,1,0,5.8141303,60.74642,0.3463,7.1244783
3803,2000,951,2426,1265,383,0.318,7.793999,0,0,1,5.948035,60.74642,0.318,7.1428275
3804,1997,952,2577,5034,392,0.3816,7.854381,0,0,0,5.971262,61.691303,0.3816,8.523971
3805,1998,952,2577,5455,365,0.403,7.854381,1,0,0,5.8998976,61.691303,0.403,8.604288
3806,1999,952,2577,5713,404,0.39419997,7.854381,0,1,0,6.001415,61.691303,0.39419997,8.650499
3807,2000,952,2577,5161,477,0.3697,7.854381,0,0,1,6.1675167,61.691303,0.3697,8.548885
3808,1997,953,2565,210,427,0.318,7.849714,0,0,0,6.056784,61.618008,0.318,5.3471074
3809,1998,953,2565,398,341,0.5272,7.849714,1,0,0,5.8318825,61.618008,0.5272,5.986452
3810,1999,953,2565,627,368,0.4559,7.849714,0,1,0,5.908083,61.618008,0.4559,6.4409466
3811,2000,953,2565,808,458,0.4296,7.849714,0,0,1,6.126869,61.618008,0.4296,6.694562
3812,1997,954,2434,399,394,0.344,7.7972913,0,0,0,5.976351,60.797752,0.344,5.988961
3813,1998,954,2434,575,312,0.4919,7.7972913,1,0,0,5.7430034,60.797752,0.4919,6.35437
3814,1999,954,2434,616,361,0.48540002,7.7972913,0,1,0,5.888878,60.797752,0.48540002,6.423247
3815,2000,954,2434,667,401,0.41419998,7.7972913,0,0,1,5.9939613,60.797752,0.41419998,6.50279
3816,1997,955,1034,431,168,0.52599996,6.9411902,0,0,0,5.123964,48.180122,0.52599996,6.066108
3817,1998,955,1034,413,169,0.5742,6.9411902,1,0,0,5.1298985,48.180122,0.5742,6.0234475
3818,1999,955,1034,389,173,0.60830003,6.9411902,0,1,0,5.1532917,48.180122,0.60830003,5.963579
3819,2000,955,1034,342,172,0.55509996,6.9411902,0,0,1,5.1474943,48.180122,0.55509996,5.8348107
3820,1997,956,713,364,164,0.3351,6.5694814,0,0,0,5.0998664,43.158085,0.3351,5.897154
3821,1998,956,713,438,147,0.36490002,6.5694814,1,0,0,4.9904327,43.158085,0.36490002,6.082219
3822,1999,956,713,416,158,0.3339,6.5694814,0,1,0,5.062595,43.158085,0.3339,6.0306854
3823,2000,956,713,521,139,0.3472,6.5694814,0,0,1,4.934474,43.158085,0.3472,6.25575
3824,1997,957,2402,994,381,0.3146,7.784057,0,0,0,5.9427996,60.591545,0.3146,6.901737
3825,1998,957,2402,1191,326,0.3459,7.784057,1,0,0,5.786897,60.591545,0.3459,7.0825486
3826,1999,957,2402,1200,375,0.3147,7.784057,0,1,0,5.926926,60.591545,0.3147,7.090077
3827,2000,957,2402,1287,416,0.3268,7.784057,0,0,1,6.0306854,60.591545,0.3268,7.160069
3828,1997,958,882,1145,271,0.6903,6.782192,0,0,0,5.602119,45.99813,0.6903,7.04316
3829,1998,958,882,1212,273,0.7275,6.782192,1,0,0,5.609472,45.99813,0.7275,7.100027
3830,1999,958,882,1163,294,0.66400003,6.782192,0,1,0,5.68358,45.99813,0.66400003,7.0587583
3831,2000,958,882,1198,310,0.65300006,6.782192,0,0,1,5.7365723,45.99813,0.65300006,7.088409
3832,1997,959,198,435,141,0.619,5.288267,0,0,0,4.94876,27.965769,0.619,6.075346
3833,1998,959,198,363,138,0.59610003,5.288267,1,0,0,4.9272537,27.965769,0.59610003,5.894403
3834,1999,959,198,320,155,0.6221,5.288267,0,1,0,5.043425,27.965769,0.6221,5.768321
3835,2000,959,198,373,161,0.6725,5.288267,0,0,1,5.081404,27.965769,0.6725,5.9215784
3836,1997,960,998,2770,160,0.3847,6.905753,0,0,0,5.075174,47.689426,0.3847,7.9266024
3837,1998,960,998,2781,156,0.3328,6.905753,1,0,0,5.049856,47.689426,0.3328,7.930566
3838,1999,960,998,3232,143,0.3336,6.905753,0,1,0,4.962845,47.689426,0.3336,8.080856
3839,2000,960,998,3914,130,0.2587,6.905753,0,0,1,4.8675346,47.689426,0.2587,8.272315
3840,1997,961,2126,286,300,0.36,7.661998,0,0,0,5.7037826,58.70621,0.36,5.655992
3841,1998,961,2126,318,271,0.3925,7.661998,1,0,0,5.602119,58.70621,0.3925,5.7620516
3842,1999,961,2126,325,267,0.3068,7.661998,0,1,0,5.587249,58.70621,0.3068,5.7838254
3843,2000,961,2126,305,295,0.3152,7.661998,0,0,1,5.6869755,58.70621,0.3152,5.7203116
3844,1997,962,1226,200,245,0.4455,7.111512,0,0,0,5.5012584,50.573605,0.4455,5.2983174
3845,1998,962,1226,201,263,0.4335,7.111512,1,0,0,5.572154,50.573605,0.4335,5.3033047
3846,1999,962,1226,159,323,0.42069998,7.111512,0,1,0,5.7776523,50.573605,0.42069998,5.0689044
3847,2000,962,1226,185,321,0.3746,7.111512,0,0,1,5.771441,50.573605,0.3746,5.220356
3848,1997,963,214,5676,133,0.45009997,5.365976,0,0,0,4.890349,28.793697,0.45009997,8.644002
3849,1998,963,214,5937,129,0.4694,5.365976,1,0,0,4.8598123,28.793697,0.4694,8.688959
3850,1999,963,214,6342,127,0.4002,5.365976,0,1,0,4.8441873,28.793697,0.4002,8.75495
3851,2000,963,214,5889,133,0.39040002,5.365976,0,0,1,4.890349,28.793697,0.39040002,8.680841
3852,1997,964,1024,3879,154,0.3134,6.931472,0,0,0,5.0369525,48.045303,0.3134,8.263332
3853,1998,964,1024,4043,149,0.2989,6.931472,1,0,0,5.0039463,48.045303,0.2989,8.304742
3854,1999,964,1024,3768,160,0.318,6.931472,0,1,0,5.075174,48.045303,0.318,8.2343
3855,2000,964,1024,4273,144,0.3133,6.931472,0,0,1,4.9698133,48.045303,0.3133,8.360071
3856,1997,965,991,263,120,0.6323,6.8987145,0,0,0,4.787492,47.592262,0.6323,5.572154
3857,1998,965,991,100,134,0.6754,6.8987145,1,0,0,4.89784,47.592262,0.6754,4.6051702
3858,1999,965,991,105,134,0.5021,6.8987145,0,1,0,4.89784,47.592262,0.5021,4.65396
3859,2000,965,991,68,140,0.6965,6.8987145,0,0,1,4.9416423,47.592262,0.6965,4.2195077
3860,1997,966,463,167,156,0.89879996,6.1377273,0,0,0,5.049856,37.671696,0.89879996,5.117994
3861,1998,966,463,162,181,0.9288,6.1377273,1,0,0,5.198497,37.671696,0.9288,5.0875964
3862,1999,966,463,201,158,0.5452,6.1377273,0,1,0,5.062595,37.671696,0.5452,5.3033047
3863,2000,966,463,151,146,0.97050005,6.1377273,0,0,1,4.983607,37.671696,0.97050005,5.0172796
3864,1997,967,656,235,120,0.4058,6.4861608,0,0,0,4.787492,42.070282,0.4058,5.4595857
3865,1998,967,656,190,123,0.6407,6.4861608,1,0,0,4.8121843,42.070282,0.6407,5.247024
3866,1999,967,656,200,132,0.519,6.4861608,0,1,0,4.882802,42.070282,0.519,5.2983174
3867,2000,967,656,225,124,0.4659,6.4861608,0,0,1,4.8202815,42.070282,0.4659,5.4161005
3868,1997,968,2334,159,263,0.4182,7.7553387,0,0,0,5.572154,60.14528,0.4182,5.0689044
3869,1998,968,2334,160,257,0.3417,7.7553387,1,0,0,5.549076,60.14528,0.3417,5.075174
3870,1999,968,2334,173,263,0.3664,7.7553387,0,1,0,5.572154,60.14528,0.3664,5.1532917
3871,2000,968,2334,195,273,0.4431,7.7553387,0,0,1,5.609472,60.14528,0.4431,5.273
3872,1997,969,361,1523,64,0.9896,5.888878,0,0,0,4.158883,34.678883,0.9896,7.3284373
3873,1998,969,361,1615,70,0.9771,5.888878,1,0,0,4.248495,34.678883,0.9771,7.38709
3874,1999,969,361,1756,72,0.97589993,5.888878,0,1,0,4.276666,34.678883,0.97589993,7.4707937
3875,2000,969,361,1745,80,0.97730005,5.888878,0,0,1,4.3820267,34.678883,0.97730005,7.46451
3876,1997,970,646,968,91,0.64849997,6.4707994,0,0,0,4.5108595,41.871246,0.64849997,6.875232
3877,1998,970,646,968,103,0.67620003,6.4707994,1,0,0,4.634729,41.871246,0.67620003,6.875232
3878,1999,970,646,1105,98,0.6707,6.4707994,0,1,0,4.5849676,41.871246,0.6707,7.007601
3879,2000,970,646,1118,114,0.6652,6.4707994,0,0,1,4.7361984,41.871246,0.6652,7.0192966
3880,1997,971,543,999,79,0.5387,6.297109,0,0,0,4.3694477,39.653584,0.5387,6.906755
3881,1998,971,543,1013,84,0.5788,6.297109,1,0,0,4.4308167,39.653584,0.5788,6.9206715
3882,1999,971,543,1212,76,0.54580003,6.297109,0,1,0,4.3307333,39.653584,0.54580003,7.100027
3883,2000,971,543,1270,89,0.5529,6.297109,0,0,1,4.4886365,39.653584,0.5529,7.1467724
3884,1997,972,180,547,54,0.9929,5.192957,0,0,0,3.988984,26.9668,0.9929,6.3044486
3885,1998,972,180,531,60,0.9896,5.192957,1,0,0,4.0943446,26.9668,0.9896,6.274762
3886,1999,972,180,543,58,0.99,5.192957,0,1,0,4.060443,26.9668,0.99,6.297109
3887,2000,972,180,518,65,0.9901,5.192957,0,0,1,4.1743875,26.9668,0.9901,6.249975
3888,1997,973,588,656,81,0.55189997,6.376727,0,0,0,4.394449,40.662647,0.55189997,6.4861608
3889,1998,973,588,542,95,0.9894,6.376727,1,0,0,4.553877,40.662647,0.9894,6.295266
3890,1999,973,588,658,91,0.9899,6.376727,0,1,0,4.5108595,40.662647,0.9899,6.489205
3891,2000,973,588,680,98,0.9859,6.376727,0,0,1,4.5849676,40.662647,0.9859,6.522093
3892,1997,974,446,1695,66,0.9809,6.100319,0,0,0,4.189655,37.21389,0.9809,7.435438
3893,1998,974,446,1831,73,0.97029996,6.100319,1,0,0,4.2904596,37.21389,0.97029996,7.5126176
3894,1999,974,446,1922,80,0.9576,6.100319,0,1,0,4.3820267,37.21389,0.9576,7.5611215
3895,2000,974,446,2063,87,0.9454,6.100319,0,0,1,4.465908,37.21389,0.9454,7.6319165
3896,1997,975,371,1857,72,0.65480006,5.916202,0,0,0,4.276666,35.001446,0.65480006,7.5267177
3897,1998,975,371,1936,79,0.6624,5.916202,1,0,0,4.3694477,35.001446,0.6624,7.5683794
3898,1999,975,371,2060,80,0.6185,5.916202,0,1,0,4.3820267,35.001446,0.6185,7.630461
3899,2000,975,371,2153,88,0.6165,5.916202,0,0,1,4.477337,35.001446,0.6165,7.6746173
3900,1997,976,671,1572,81,0.6082,6.508769,0,0,0,4.394449,42.364075,0.6082,7.360104
3901,1998,976,671,1533,85,0.6482,6.508769,1,0,0,4.4426513,42.364075,0.6482,7.334982
3902,1999,976,671,1918,80,0.5962,6.508769,0,1,0,4.3820267,42.364075,0.5962,7.559038
3903,2000,976,671,1957,97,0.5578,6.508769,0,0,1,4.574711,42.364075,0.5578,7.579168
3904,1997,977,724,201,86,0.77870005,6.584791,0,0,0,4.454347,43.359474,0.77870005,5.3033047
3905,1998,977,724,192,96,0.78790003,6.584791,1,0,0,4.564348,43.359474,0.78790003,5.2574954
3906,1999,977,724,243,84,0.7989,6.584791,0,1,0,4.4308167,43.359474,0.7989,5.4930615
3907,2000,977,724,240,104,0.7972,6.584791,0,0,1,4.644391,43.359474,0.7972,5.480639
3908,1997,978,748,248,99,0.7959,6.617403,0,0,0,4.59512,43.790024,0.7959,5.5134287
3909,1998,978,748,262,113,0.7665,6.617403,1,0,0,4.727388,43.790024,0.7665,5.5683446
3910,1999,978,748,222,115,0.59080005,6.617403,0,1,0,4.744932,43.790024,0.59080005,5.4026775
3911,2000,978,748,227,126,0.6361,6.617403,0,0,1,4.836282,43.790024,0.6361,5.42495
3912,1997,979,1071,162,142,0.26610002,6.976348,0,0,0,4.955827,48.66943,0.26610002,5.0875964
3913,1998,979,1071,145,159,0.2172,6.976348,1,0,0,5.0689044,48.66943,0.2172,4.9767337
3914,1999,979,1071,169,164,0.27989998,6.976348,0,1,0,5.0998664,48.66943,0.27989998,5.1298985
3915,2000,979,1071,168,167,0.2343,6.976348,0,0,1,5.117994,48.66943,0.2343,5.123964
3916,1997,980,833,275,130,0.7463,6.7250338,0,0,0,4.8675346,45.226078,0.7463,5.616771
3917,1998,980,833,256,150,0.8148,6.7250338,1,0,0,5.0106354,45.226078,0.8148,5.5451775
3918,1999,980,833,263,153,0.7875,6.7250338,0,1,0,5.030438,45.226078,0.7875,5.572154
3919,2000,980,833,263,162,0.8082,6.7250338,0,0,1,5.0875964,45.226078,0.8082,5.572154
3920,1997,981,407,189,102,0.72160006,6.0088134,0,0,0,4.624973,36.10584,0.72160006,5.241747
3921,1998,981,407,172,109,0.785,6.0088134,1,0,0,4.691348,36.10584,0.785,5.1474943
3922,1999,981,407,178,108,0.638,6.0088134,0,1,0,4.6821313,36.10584,0.638,5.1817837
3923,2000,981,407,163,115,0.78260005,6.0088134,0,0,1,4.744932,36.10584,0.78260005,5.09375
3924,1997,982,1522,132,174,0.31,7.3277807,0,0,0,5.159055,53.69637,0.31,4.882802
3925,1998,982,1522,125,181,0.4276,7.3277807,1,0,0,5.198497,53.69637,0.4276,4.828314
3926,1999,982,1522,148,166,0.4479,7.3277807,0,1,0,5.1119876,53.69637,0.4479,4.9972124
3927,2000,982,1522,142,182,0.5111,7.3277807,0,0,1,5.2040067,53.69637,0.5111,4.955827
3928,1997,983,462,334,75,0.508,6.135565,0,0,0,4.317488,37.645157,0.508,5.811141
3929,1998,983,462,350,74,0.5247,6.135565,1,0,0,4.304065,37.645157,0.5247,5.857933
3930,1999,983,462,336,71,0.5393,6.135565,0,1,0,4.26268,37.645157,0.5393,5.817111
3931,2000,983,462,316,86,0.5096,6.135565,0,0,1,4.454347,37.645157,0.5096,5.755742
3932,1997,984,1212,307,117,0.2488,7.100027,0,0,0,4.762174,50.410385,0.2488,5.7268476
3933,1998,984,1212,324,112,0.29549998,7.100027,1,0,0,4.7184987,50.410385,0.29549998,5.7807436
3934,1999,984,1212,257,142,0.3099,7.100027,0,1,0,4.955827,50.410385,0.3099,5.549076
3935,2000,984,1212,270,149,0.2827,7.100027,0,0,1,5.0039463,50.410385,0.2827,5.598422
3936,1997,985,1037,532,116,0.55509996,6.944087,0,0,0,4.75359,48.220345,0.55509996,6.2766433
3937,1998,985,1037,496,135,0.5437,6.944087,1,0,0,4.905275,48.220345,0.5437,6.206576
3938,1999,985,1037,581,133,0.56130004,6.944087,0,1,0,4.890349,48.220345,0.56130004,6.364751
3939,2000,985,1037,541,138,0.5268,6.944087,0,0,1,4.9272537,48.220345,0.5268,6.2934194
3940,1997,986,1316,130,146,0.30629998,7.182352,0,0,0,4.983607,51.58618,0.30629998,4.8675346
3941,1998,986,1316,181,138,0.5111,7.182352,1,0,0,4.9272537,51.58618,0.5111,5.198497
3942,1999,986,1316,148,156,0.36380002,7.182352,0,1,0,5.049856,51.58618,0.36380002,4.9972124
3943,2000,986,1316,159,156,0.37759998,7.182352,0,0,1,5.049856,51.58618,0.37759998,5.0689044
3944,1997,987,1435,146,165,0.4516,7.26892,0,0,0,5.1059456,52.837196,0.4516,4.983607
3945,1998,987,1435,183,157,0.611,7.26892,1,0,0,5.056246,52.837196,0.611,5.209486
3946,1999,987,1435,148,175,0.5714,7.26892,0,1,0,5.164786,52.837196,0.5714,4.9972124
3947,2000,987,1435,129,173,0.45270002,7.26892,0,0,1,5.1532917,52.837196,0.45270002,4.8598123
3948,1997,988,1370,133,188,0.29770002,7.222566,0,0,0,5.236442,52.165462,0.29770002,4.890349
3949,1998,988,1370,155,168,0.4573,7.222566,1,0,0,5.123964,52.165462,0.4573,5.043425
3950,1999,988,1370,166,164,0.48529997,7.222566,0,1,0,5.0998664,52.165462,0.48529997,5.1119876
3951,2000,988,1370,151,175,0.398,7.222566,0,0,1,5.164786,52.165462,0.398,5.0172796
3952,1997,989,342,353,67,0.5085,5.8348107,0,0,0,4.204693,34.045017,0.5085,5.866468
3953,1998,989,342,435,76,0.5505,5.8348107,1,0,0,4.3307333,34.045017,0.5505,6.075346
3954,1999,989,342,434,71,0.5137,5.8348107,0,1,0,4.26268,34.045017,0.5137,6.0730443
3955,2000,989,342,369,82,0.5316,5.8348107,0,0,1,4.406719,34.045017,0.5316,5.9107966
3956,1997,990,1013,224,181,0.6422,6.9206715,0,0,0,5.198497,47.895695,0.6422,5.411646
3957,1998,990,1013,242,187,0.6359,6.9206715,1,0,0,5.2311087,47.895695,0.6359,5.488938
3958,1999,990,1013,253,189,0.6358,6.9206715,0,1,0,5.241747,47.895695,0.6358,5.5333896
3959,2000,990,1013,267,206,0.6353,6.9206715,0,0,1,5.327876,47.895695,0.6353,5.587249
3960,1997,991,325,1440,58,0.7932,5.7838254,0,0,0,4.060443,33.452637,0.7932,7.2723985
3961,1998,991,325,1493,62,0.8139,5.7838254,1,0,0,4.1271343,33.452637,0.8139,7.3085427
3962,1999,991,325,1638,60,0.8046,5.7838254,0,1,0,4.0943446,33.452637,0.8046,7.4012313
3963,2000,991,325,1495,68,0.7874,5.7838254,0,0,1,4.2195077,33.452637,0.7874,7.3098817
3964,1997,992,838,493,115,0.6916,6.731018,0,0,0,4.744932,45.306602,0.6916,6.200509
3965,1998,992,838,515,121,0.7499,6.731018,1,0,0,4.7957907,45.306602,0.7499,6.244167
3966,1999,992,838,528,123,0.7114,6.731018,0,1,0,4.8121843,45.306602,0.7114,6.2690964
3967,2000,992,838,537,132,0.6868,6.731018,0,0,1,4.882802,45.306602,0.6868,6.285998
3968,1997,993,394,333,68,0.5531,5.976351,0,0,0,4.2195077,35.71677,0.5531,5.8081427
3969,1998,993,394,275,87,0.826,5.976351,1,0,0,4.465908,35.71677,0.826,5.616771
3970,1999,993,394,231,91,0.8694,5.976351,0,1,0,4.5108595,35.71677,0.8694,5.4424176
3971,2000,993,394,286,95,0.91019994,5.976351,0,0,1,4.553877,35.71677,0.91019994,5.655992
3972,1997,994,389,1560,61,0.9817,5.963579,0,0,0,4.1108737,35.564278,0.9817,7.3524413
3973,1998,994,389,1715,70,0.96589994,5.963579,1,0,0,4.248495,35.564278,0.96589994,7.4471684
3974,1999,994,389,1737,77,0.9579,5.963579,0,1,0,4.3438053,35.564278,0.9579,7.4599147
3975,2000,994,389,1891,82,0.96800005,5.963579,0,0,1,4.406719,35.564278,0.96800005,7.544861
3976,1997,995,558,426,87,0.765,6.324359,0,0,0,4.465908,39.997517,0.765,6.0544395
3977,1998,995,558,418,96,0.7311,6.324359,1,0,0,4.564348,39.997517,0.7311,6.0354815
3978,1999,995,558,375,105,0.72760004,6.324359,0,1,0,4.65396,39.997517,0.72760004,5.926926
3979,2000,995,558,450,100,0.70949996,6.324359,0,0,1,4.6051702,39.997517,0.70949996,6.1092477
3980,1997,996,363,762,75,0.96790004,5.894403,0,0,0,4.317488,34.743988,0.96790004,6.6359468
3981,1998,996,363,664,77,0.97379994,5.894403,1,0,0,4.3438053,34.743988,0.97379994,6.498282
3982,1999,996,363,609,84,0.9789,5.894403,0,1,0,4.4308167,34.743988,0.9789,6.4118185
3983,2000,996,363,542,96,0.98620003,5.894403,0,0,1,4.564348,34.743988,0.98620003,6.295266
3984,1997,997,333,934,64,0.9877,5.8081427,0,0,0,4.158883,33.73452,0.9877,6.8394766
3985,1998,997,333,958,71,0.9821,5.8081427,1,0,0,4.26268,33.73452,0.9821,6.8648477
3986,1999,997,333,1000,73,0.97900003,5.8081427,0,1,0,4.2904596,33.73452,0.97900003,6.9077554
3987,2000,997,333,1000,82,0.97800004,5.8081427,0,0,1,4.406719,33.73452,0.97800004,6.9077554
3988,1997,998,956,758,116,0.7111,6.8627577,0,0,0,4.75359,47.097443,0.7111,6.6306834
3989,1998,998,956,721,122,0.78209996,6.8627577,1,0,0,4.804021,47.097443,0.78209996,6.5806394
3990,1999,998,956,735,128,0.74160004,6.8627577,0,1,0,4.8520303,47.097443,0.74160004,6.5998707
3991,2000,998,956,776,139,0.71779996,6.8627577,0,0,1,4.934474,47.097443,0.71779996,6.6541524
3992,1997,999,1549,170,183,0.48689997,7.345365,0,0,0,5.209486,53.954388,0.48689997,5.1357985
3993,1998,999,1549,171,208,0.48349997,7.345365,1,0,0,5.3375382,53.954388,0.48349997,5.1416636
3994,1999,999,1549,184,195,0.45229998,7.345365,0,1,0,5.273,53.954388,0.45229998,5.214936
3995,2000,999,1549,198,197,0.4797,7.345365,0,0,1,5.2832036,53.954388,0.4797,5.288267
3996,1997,1000,861,1704,129,0.84269994,6.7580943,0,0,0,4.8598123,45.671837,0.84269994,7.440734
3997,1998,1000,861,1687,138,0.84790003,6.7580943,1,0,0,4.9272537,45.671837,0.84790003,7.430707
3998,1999,1000,861,1559,151,0.7904,6.7580943,0,1,0,5.0172796,45.671837,0.7904,7.3518
3999,2000,1000,861,2230,127,0.7443,6.7580943,0,0,1,4.8441873,45.671837,0.7443,7.709757
4000,1997,1001,1849,459,181,0.2778,7.5224004,0,0,0,5.198497,56.586506,0.2778,6.1290503
4001,1998,1001,1849,468,182,0.32509997,7.5224004,1,0,0,5.2040067,56.586506,0.32509997,6.1484685
4002,1999,1001,1849,617,166,0.26389998,7.5224004,0,1,0,5.1119876,56.586506,0.26389998,6.424869
4003,2000,1001,1849,575,177,0.3342,7.5224004,0,0,1,5.17615,56.586506,0.3342,6.35437
4004,1997,1002,834,575,156,0.89669997,6.7262335,0,0,0,5.049856,45.242218,0.89669997,6.35437
4005,1998,1002,834,654,148,0.87,6.7262335,1,0,0,4.9972124,45.242218,0.87,6.4831076
4006,1999,1002,834,632,155,0.8542,6.7262335,0,1,0,5.043425,45.242218,0.8542,6.4488893
4007,2000,1002,834,797,148,0.88089997,6.7262335,0,0,1,4.9972124,45.242218,0.88089997,6.680855
4008,1997,1003,2537,249,205,0.35799998,7.8387375,0,0,0,5.32301,61.445805,0.35799998,5.5174527
4009,1998,1003,2537,305,184,0.33110002,7.8387375,1,0,0,5.214936,61.445805,0.33110002,5.7203116
4010,1999,1003,2537,309,182,0.2589,7.8387375,0,1,0,5.2040067,61.445805,0.2589,5.733341
4011,2000,1003,2537,326,190,0.311,7.8387375,0,0,1,5.247024,61.445805,0.311,5.786897
4012,1997,1004,1073,1017,102,0.5029,6.978214,0,0,0,4.624973,48.69547,0.5029,6.9246125
4013,1998,1004,1073,976,111,0.4063,6.978214,1,0,0,4.7095304,48.69547,0.4063,6.8834624
4014,1999,1004,1073,970,114,0.4586,6.978214,0,1,0,4.7361984,48.69547,0.4586,6.877296
4015,2000,1004,1073,1083,125,0.4985,6.978214,0,0,1,4.828314,48.69547,0.4985,6.98749
4016,1997,1005,534,458,117,0.4737,6.280396,0,0,0,4.762174,39.443375,0.4737,6.126869
4017,1998,1005,534,510,113,0.66370004,6.280396,1,0,0,4.727388,39.443375,0.66370004,6.234411
4018,1999,1005,534,857,81,0.50060004,6.280396,0,1,0,4.394449,39.443375,0.50060004,6.753438
4019,2000,1005,534,788,92,0.4062,6.280396,0,0,1,4.5217886,39.443375,0.4062,6.669498
4020,1997,1006,668,244,131,0.3514,6.504288,0,0,0,4.8751974,42.305763,0.3514,5.497168
4021,1998,1006,668,221,126,0.44709998,6.504288,1,0,0,4.836282,42.305763,0.44709998,5.398163
4022,1999,1006,668,156,170,0.4955,6.504288,0,1,0,5.1357985,42.305763,0.4955,5.049856
4023,2000,1006,668,191,168,0.4106,6.504288,0,0,1,5.123964,42.305763,0.4106,5.2522736
4024,1997,1007,1034,347,121,0.4898,6.9411902,0,0,0,4.7957907,48.180122,0.4898,5.8493247
4025,1998,1007,1034,440,103,0.5646,6.9411902,1,0,0,4.634729,48.180122,0.5646,6.086775
