,state,puma,educ,lweekinc,exper,expersq
26107,3,3000,16,7.506592,16,256
26108,23,2507,12,7.050856,39,1521
26109,61,114,11,6.7378564,20,400
26110,49,1800,12,6.967179,13,169
26111,62,801,16,6.645391,18,324
26112,73,2006,16,6.8685346,11,121
26113,2,900,12,6.6700835,27,729
26114,43,1400,16,6.694562,10,100
26115,1,2200,16,7.7848253,28,784
26116,3,4500,12,7.1612043,26,676
26117,45,2500,12,7.619951,38,1444
26118,31,300,12,5.952244,18,324
26119,51,2300,13,7.656992,19,361
26120,24,4401,12,6.763174,20,400
26121,3,2600,12,6.5118594,21,441
26122,64,200,16,6.5400305,12,144
26123,49,5609,12,4.808111,19,361
26124,61,201,13,8.676824,37,1369
26125,46,300,11,7.5103884,11,121
26126,48,700,12,6.5808525,28,784
26127,71,2702,16,7.5616817,16,256
26128,52,1102,14,7.2739997,28,784
26129,24,605,13,6.8685346,40,1600
26130,22,2301,16,8.705905,28,784
26131,13,4207,12,6.9268036,27,729
26132,12,2003,12,6.763174,41,1681
26133,13,4103,12,5.952244,28,784
26134,53,1500,12,6.288716,32,1024
26135,14,802,12,6.096825,45,2025
26136,25,2300,12,7.0169544,13,169
26137,67,400,12,6.886702,17,289
26138,24,4402,12,6.8277125,25,625
26139,49,2201,16,7.5055923,21,441
26140,71,7607,13,6.0340242,15,225
26141,14,2102,13,6.4222474,30,900
26142,64,100,12,5.521461,29,841
26143,40,2801,16,7.0355887,29,841
26144,43,3505,13,8.111728,33,1089
26145,62,1000,16,7.967147,20,400
26146,71,400,12,6.453019,21,441
26147,23,2700,14,6.3832307,23,529
26148,33,1401,16,6.3064156,11,121
26149,24,4401,11,6.763174,39,1521
26150,23,3805,12,6.785153,24,576
26151,32,1403,12,6.776419,36,1296
26152,22,2200,16,7.130899,30,900
26153,33,1001,16,6.645391,14,196
26154,72,1200,12,5.7037826,18,324
26155,32,1300,12,5.7037826,32,1024
26156,13,500,12,7.061906,19,361
26157,14,500,12,6.5118594,17,289
26158,73,1403,9,6.3904986,42,1764
26159,31,200,12,6.725434,15,225
26160,12,1700,12,6.9077554,15,225
26161,32,300,12,6.214608,14,196
26162,14,1701,12,6.4191175,19,361
26163,54,2700,12,6.2336564,31,961
26164,67,601,16,5.0233746,7,49
26165,64,300,12,6.694181,17,289
26166,43,1107,12,6.932448,26,676
26167,71,2900,13,6.3969297,31,961
26168,13,2900,12,5.952244,16,256
26169,32,1100,14,7.034049,8,64
26170,24,4700,12,7.2850494,31,961
26171,32,1600,12,5.6645617,22,484
26172,22,203,12,7.130899,34,1156
26173,41,904,16,7.2739997,12,144
26174,14,3500,9,6.3969297,34,1156
26175,21,3201,13,6.0322866,41,1681
26176,14,3802,12,6.288716,11,121
26177,21,800,13,6.5118594,29,841
26178,49,6100,14,4.5659494,44,1936
26179,41,100,13,6.645391,33,1089
26180,43,2707,14,6.4222474,20,400
26181,72,900,16,6.946976,28,784
26182,3,300,16,6.9995627,35,1225
26183,40,3000,12,6.357709,20,400
26184,13,3202,16,5.5592012,25,625
26185,21,3511,16,5.986645,3,9
26186,23,2508,12,5.441418,19,361
26187,22,2900,12,6.35102,13,169
26188,21,3103,16,7.0169544,20,400
26189,72,800,12,6.8544354,29,841
26190,23,2700,13,6.1753874,27,729
26191,13,2300,13,6.749751,30,900
26192,12,2103,12,7.2050066,22,484
26193,61,700,13,6.8277125,13,169
26194,49,5500,14,5.952244,18,324
26195,49,4615,12,6.001034,9,81
26196,52,400,12,6.288716,16,256
26197,12,2002,12,7.5616817,20,400
26198,54,802,12,6.7177114,10,100
26199,40,1400,16,6.2523484,35,1225
26200,49,4902,12,6.453019,28,784
26201,12,1203,12,6.2523484,24,576
26202,23,3807,16,6.8277125,22,484
26203,42,800,12,7.341035,14,196
26204,24,3101,16,6.6700835,12,144
26205,34,2600,12,6.288716,35,1225
26206,64,300,12,6.9454956,21,441
26207,12,2002,16,7.7440033,14,196
26208,11,200,10,6.740701,42,1764
26209,43,2503,16,4.828314,17,289
26210,25,2101,12,6.740701,34,1156
26211,72,600,16,6.4650674,28,784
26212,63,500,13,5.7291,29,841
26213,51,1000,16,7.7848253,30,900
26214,31,500,12,4.6051702,40,1600
26215,13,3201,12,5.9914646,7,49
26216,33,2400,12,6.482872,22,484
26217,4,200,12,5.5859995,40,1600
26218,24,1300,16,7.4563212,13,169
26219,24,2100,13,7.287245,18,324
26220,49,4607,16,7.467371,14,196
26221,22,300,12,6.6929107,37,1369
26222,71,5408,16,6.806659,9,81
26223,65,100,13,6.3969297,40,1600
26224,24,2700,12,6.8277125,14,196
26225,47,4400,12,6.060457,8,64
26226,43,2604,12,6.357709,17,289
26227,13,1603,12,7.387328,16,256
26228,23,300,12,5.5955687,9,81
26229,14,4102,12,6.288716,8,64
26230,43,900,12,6.3643537,7,49
26231,71,7607,16,7.090077,9,81
26232,46,1500,12,6.214608,26,676
26233,53,1302,13,6.5118594,17,289
26234,49,4614,16,6.795964,17,289
26235,53,400,12,6.061098,27,729
26236,49,4607,16,7.130899,4,16
26237,62,501,16,6.440824,25,625
26238,41,904,12,6.357709,31,961
26239,23,2507,13,6.9077554,27,729
26240,25,1900,13,6.9077554,22,484
26241,71,3902,13,6.3238072,17,289
26242,13,1005,13,6.9077554,13,169
26243,22,3500,12,5.952244,26,676
26244,48,1002,12,6.5118594,35,1225
26245,63,300,13,4.3915963,19,361
26246,21,3501,12,6.9077554,15,225
26247,42,500,12,5.93713,13,169
26248,43,2802,13,6.2523484,32,1024
26249,35,200,12,6.4284782,22,484
26250,65,504,12,5.926926,10,100
26251,24,4301,14,6.8685346,18,324
26252,14,4204,12,6.5400305,39,1521
26253,81,101,12,6.357709,21,441
26254,72,1101,12,6.7720237,20,400
26255,13,1900,13,6.377127,23,529
26256,23,1402,13,6.1092477,12,144
26257,49,3701,13,6.963845,33,1089
26258,71,8109,12,5.36731,31,961
26259,54,2300,12,6.206886,22,484
26260,48,2000,12,6.594755,12,144
26261,35,702,12,5.441418,14,196
26262,33,2400,12,6.7569323,15,225
26263,3,3100,12,6.632758,17,289
26264,43,2204,13,6.1753874,15,225
26265,43,1101,12,6.5940976,8,64
26266,31,200,12,7.656992,37,1369
26267,46,1200,11,5.7973084,16,256
26268,14,4105,12,6.645391,41,1681
26269,45,1100,9,6.5118594,49,2401
26270,42,1900,12,7.221653,37,1369
26271,49,4501,12,6.806659,19,361
26272,44,2000,14,7.1461663,14,196
26273,23,1401,16,6.963845,12,144
26274,13,3805,13,6.151095,28,784
26275,51,100,12,6.288716,42,1764
26276,47,2300,12,6.2706976,16,256
26277,40,600,13,6.645391,35,1225
26278,44,1204,12,5.7838254,45,2025
26279,51,2400,12,6.1345654,9,81
26280,62,501,13,6.7214255,22,484
26281,23,1300,13,5.175715,8,64
26282,54,2800,13,5.818712,35,1225
26283,51,2000,14,6.482872,16,256
26284,49,2800,16,6.052089,30,900
26285,14,3901,12,7.130899,31,961
26286,71,2304,13,6.785153,37,1369
26287,48,700,16,6.8685346,16,256
26288,82,306,13,6.1753874,10,100
26289,54,3202,13,6.963845,36,1296
26290,73,200,12,6.1345654,30,900
26291,14,801,12,6.645391,31,961
26292,46,2300,14,8.75863,33,1089
26293,24,1103,13,6.020452,33,1089
26294,24,3500,14,6.9268036,10,100
26295,62,904,16,6.963845,28,784
26296,72,1200,12,6.8277125,44,1936
26297,24,2300,10,6.242779,28,784
26298,62,812,13,7.2050066,20,400
26299,72,1303,16,6.7536044,7,49
26300,13,3201,13,6.4769726,23,529
26301,71,6102,12,7.0169544,20,400
26302,71,7607,16,7.967147,14,196
26303,1,2200,16,8.825809,40,1600
26304,52,902,12,6.7177114,27,729
26305,62,400,12,7.0169544,31,961
26306,14,1803,16,4.9024215,16,256
26307,47,2602,12,6.9454956,37,1369
26308,66,601,16,6.0920057,37,1369
26309,61,108,12,6.7177114,40,1600
26310,31,1200,16,6.5722823,26,676
26311,32,601,12,6.482872,20,400
26312,2,800,12,6.453019,22,484
26313,24,3109,12,6.722352,8,64
26314,23,1200,16,7.050856,10,100
26315,46,2300,12,5.9769363,31,961
26316,72,300,16,6.4803114,34,1156
26317,48,201,10,6.033824,43,1849
26318,43,3100,14,6.263398,21,441
26319,24,3700,11,6.3199687,14,196
26320,4,200,12,5.7291,20,400
26321,65,503,12,6.374238,19,361
26322,24,3400,12,5.789725,32,1024
26323,73,1702,12,6.056604,43,1849
26324,47,1900,12,6.8685346,16,256
26325,34,2600,12,5.743788,20,400
26326,47,600,12,6.9077554,42,1764
26327,21,3506,12,6.1753874,28,784
26328,72,1307,12,7.050856,36,1296
26329,22,700,12,6.8277125,31,961
26330,61,300,16,7.2331777,12,144
26331,25,800,12,7.1403775,17,289
26332,13,4305,12,6.453019,29,841
26333,33,500,13,6.44694,23,529
26334,40,3000,16,6.5118594,15,225
26335,44,3600,12,6.6200733,36,1296
26336,47,4800,12,5.6645617,12,144
26337,73,1100,12,6.1753874,31,961
26338,23,4102,13,7.325959,41,1681
26339,32,1600,16,6.0744615,13,169
26340,45,2001,16,6.545571,23,529
26341,45,500,11,6.357709,33,1089
26342,81,300,12,6.357709,25,625
26343,21,3103,16,7.6009026,11,121
26344,71,2402,16,6.3348575,3,9
26345,73,1002,16,7.338538,10,100
26346,21,1400,12,6.4222474,32,1024
26347,13,1004,12,6.357709,24,576
26348,73,1002,16,7.3632307,17,289
26349,25,1100,16,8.727953,17,289
26350,41,2100,12,6.8277125,34,1156
26351,25,1500,12,6.981863,24,576
26352,43,2603,12,5.8301964,15,225
26353,73,1702,16,7.034049,34,1156
26354,46,2200,14,6.1753874,24,576
26355,44,1305,16,7.4563212,18,324
26356,21,3303,13,6.725434,34,1156
26357,51,1703,10,5.857933,42,1764
26358,47,2400,12,6.214608,27,729
26359,1,900,12,6.75872,16,256
26360,72,1000,12,6.5118594,27,729
26361,71,2410,16,7.4783,28,784
26362,24,702,12,6.1753874,19,361
26363,52,601,16,7.130899,18,324
26364,14,3202,14,6.3272495,27,729
26365,49,2304,16,7.571632,37,1369
26366,43,3702,16,7.967147,40,1600
26367,71,2201,12,7.5516315,22,484
26368,43,3608,13,6.7177114,26,676
26369,21,800,16,6.5118594,12,144
26370,73,2101,12,6.9077554,30,900
26371,49,2600,12,6.70366,28,784
26372,23,2800,12,6.5344596,24,576
26373,62,801,16,8.0502615,25,625
26374,34,2000,13,6.9995627,17,289
26375,25,2201,16,7.246971,11,121
26376,36,300,14,6.1753874,6,36
26377,13,1001,13,7.099646,39,1521
26378,33,1700,16,6.963845,27,729
26379,49,5100,13,7.3132205,20,400
26380,34,1803,16,4.9846597,19,361
26381,66,605,12,5.7709217,17,289
26382,33,900,12,6.482872,19,361
26383,34,400,12,6.357709,19,361
26384,13,100,12,7.130899,28,784
26385,72,1307,12,6.9077554,26,676
26386,24,603,12,7.17012,25,625
26387,1,1400,12,6.763174,27,729
26388,49,2504,12,5.7838254,22,484
26389,23,4103,12,6.652863,10,100
26390,48,800,14,6.3969297,9,81
26391,49,4501,14,6.288716,7,49
26392,51,2200,16,2.0402207,30,900
26393,49,300,16,6.645391,28,784
26394,71,1506,13,7.287245,44,1936
26395,49,3400,13,1.2417132,30,900
26396,47,201,12,6.645391,21,441
26397,31,600,16,5.148035,31,961
26398,24,3102,13,6.4457197,9,81
26399,73,2101,12,6.7829766,34,1156
26400,43,900,12,6.987798,25,625
26401,36,400,12,6.214608,25,625
26402,62,803,16,5.5955687,11,121
26403,12,200,12,6.645391,20,400
26404,21,101,13,6.694181,8,64
26405,40,600,16,6.8685346,26,676
26406,49,5000,16,6.5118594,34,1156
26407,34,2700,14,6.2743273,19,361
26408,40,600,12,5.952244,32,1024
26409,4,200,12,5.9009504,20,400
26410,24,703,12,6.645391,31,961
26411,35,300,12,8.817298,42,1764
26412,51,500,13,5.952244,9,81
26413,47,2900,13,6.763174,18,324
26414,44,2800,12,7.050856,20,400
26415,71,8114,13,7.174818,21,441
26416,43,3602,16,7.5616817,18,324
26417,41,903,16,7.338538,28,784
26418,49,4801,16,7.2050066,16,256
26419,42,400,12,4.6051702,45,2025
26420,44,4100,16,8.7090845,24,576
26421,71,8115,12,6.6989317,26,676
26422,73,200,14,7.130899,29,841
26423,24,2203,12,6.684612,25,625
26424,21,3503,13,6.8685346,19,361
26425,25,100,12,5.952244,25,625
26426,22,300,12,7.2109413,29,841
26427,54,700,13,6.357709,22,484
26428,64,400,16,6.9077554,10,100
26429,48,100,9,6.645391,23,529
26430,71,8110,12,6.4222474,14,196
26431,53,900,13,6.0245643,12,144
26432,67,504,16,6.5118594,11,121
26433,54,2600,12,6.437752,11,121
26434,51,1200,14,6.8685346,18,324
26435,61,107,12,7.4563212,27,729
26436,73,1402,14,6.5940976,27,729
26437,12,1503,10,6.8109055,42,1764
26438,1,1600,13,6.5118594,24,576
26439,52,503,14,6.3421216,40,1600
26440,71,2801,13,6.8685346,44,1936
26441,46,1600,14,7.050856,18,324
26442,23,500,13,6.8685346,38,1444
26443,34,1400,12,6.5428042,16,256
26444,24,4103,16,6.357709,5,25
26445,51,500,12,6.35102,23,529
26446,34,1708,13,7.287245,42,1764
26447,62,822,12,7.3632307,31,961
26448,51,2300,12,5.7037826,22,484
26449,31,800,12,6.5940976,16,256
26450,13,4307,12,5.3360577,26,676
26451,44,1301,16,7.863267,11,121
26452,14,3901,13,6.806659,17,289
26453,23,2400,13,6.357709,17,289
26454,65,508,12,8.8000555,27,729
26455,43,2404,14,6.645391,29,841
26456,71,4700,12,7.824046,28,784
26457,42,700,12,6.4865417,12,144
26458,81,102,13,6.052089,29,841
26459,32,1300,12,6.684612,15,225
26460,21,3206,13,6.5792513,31,961
26461,14,2802,12,7.1954374,8,64
26462,73,100,12,6.357709,24,576
26463,71,3800,13,6.8277125,26,676
26464,23,1500,12,6.357709,17,289
26465,49,5610,16,8.737255,31,961
26466,54,1301,12,7.090077,42,1764
26467,23,2502,16,7.099646,17,289
26468,49,2511,16,6.645391,21,441
26469,49,4100,13,6.8685346,30,900
26470,37,300,13,6.482872,24,576
26471,34,2500,12,6.6097636,11,121
26472,33,1800,11,6.1833553,40,1600
26473,44,3000,14,6.5118594,13,169
26474,3,2500,16,7.050856,13,169
26475,14,1807,9,6.1345654,36,1296
26476,1,2200,16,7.2050066,13,169
26477,4,100,13,6.5118594,14,196
26478,40,2300,12,6.963845,35,1225
26479,23,1500,12,6.2336564,33,1089
26480,54,1400,13,5.9914646,16,256
26481,81,200,13,8.138295,39,1521
26482,71,7400,13,6.927958,11,121
26483,49,5402,16,5.952244,21,441
26484,54,2700,12,6.214608,14,196
26485,25,1600,13,5.3117404,9,81
26486,25,1500,12,6.163315,39,1521
26487,64,600,13,6.4846354,23,529
26488,23,4102,12,7.2050066,29,841
26489,71,1501,12,6.545571,29,841
26490,43,3503,12,6.191261,18,324
26491,64,500,13,6.357709,29,841
26492,66,1100,16,5.2590966,19,361
26493,31,1800,13,6.5118594,6,36
26494,22,203,12,6.8685346,28,784
26495,65,511,12,6.769819,13,169
26496,46,400,13,6.9014854,40,1600
26497,14,1400,12,6.288716,9,81
26498,37,700,12,7.4224195,29,841
26499,49,1500,11,5.8468833,22,484
26500,71,2406,12,6.9268036,40,1600
26501,48,400,12,7.050856,11,121
26502,51,2400,12,6.49224,29,841
26503,71,8115,13,8.740336,26,676
26504,51,2100,12,6.40385,27,729
26505,25,600,12,6.214608,13,169
26506,21,3006,16,7.6870804,18,324
26507,47,2701,16,7.864868,22,484
26508,51,2000,12,6.1345654,16,256
26509,62,819,12,6.740701,19,361
26510,56,200,12,8.686611,22,484
26511,52,1204,16,6.963845,10,100
26512,32,1403,12,6.6700835,17,289
26513,49,2315,13,7.130899,19,361
26514,12,904,16,6.694181,18,324
26515,71,7601,12,7.824046,21,441
26516,41,400,12,5.952244,22,484
26517,61,112,14,5.952244,20,400
26518,54,2800,16,6.506129,26,676
26519,3,2100,16,7.083646,24,576
26520,12,502,12,6.001034,14,196
26521,47,3300,12,6.848332,36,1296
26522,23,3803,16,7.2739997,11,121
26523,14,700,16,5.049856,26,676
26524,22,1500,13,6.9268036,30,900
26525,14,4101,16,6.9995627,23,529
26526,40,3500,13,6.578182,18,324
26527,3,200,14,6.468057,29,841
26528,22,3400,12,6.888337,14,196
26529,14,2600,14,6.740701,12,144
26530,62,103,12,6.288716,8,64
26531,52,507,12,6.357709,25,625
26532,13,700,12,6.167816,25,625
26533,14,2001,12,4.665795,46,2116
26534,21,3304,16,6.8685346,33,1089
26535,82,200,16,7.226209,41,1681
26536,44,3000,12,5.9009504,7,49
26537,12,702,13,7.130899,19,361
26538,72,500,12,6.7292724,12,144
26539,72,1200,14,6.4222474,10,100
26540,36,200,14,6.482872,8,64
26541,24,3700,12,7.083646,29,841
26542,51,1800,10,5.809143,11,121
26543,22,3800,12,5.7037826,7,49
26544,21,2100,12,6.987798,14,196
26545,61,900,12,6.8769836,21,441
26546,21,3101,13,7.083646,21,441
26547,48,302,9,6.1753874,43,1849
26548,21,1900,12,6.664809,19,361
26549,71,6602,13,7.926325,30,900
26550,63,300,13,6.763174,40,1600
26551,72,1301,12,6.5674295,16,256
26552,53,600,12,5.818712,7,49
26553,71,8113,12,5.6645617,28,784
26554,71,4900,16,8.740336,17,289
26555,71,8104,13,6.5118594,16,256
26556,14,2400,12,6.963845,33,1089
26557,73,1900,16,7.2331777,34,1156
26558,45,700,16,7.050856,11,121
26559,24,1103,12,5.7165213,17,289
26560,34,1300,10,7.1503167,43,1849
26561,23,2501,12,7.0169544,37,1369
26562,65,510,12,6.3969297,11,121
26563,62,809,13,4.995368,35,1225
26564,23,400,12,6.694181,37,1369
26565,13,4303,13,7.7440033,38,1444
26566,36,300,12,6.3904986,21,441
26567,22,2002,12,6.461468,20,400
26568,34,1706,14,6.288716,34,1156
26569,43,2205,14,6.6333184,36,1296
26570,24,2400,12,6.5022902,18,324
26571,73,2001,12,6.482872,44,1936
26572,47,202,10,6.357709,31,961
26573,41,500,10,6.725434,38,1444
26574,61,107,16,5.926926,5,25
26575,49,2600,16,7.176019,30,900
26576,40,1300,16,6.694181,9,81
26577,22,600,13,6.1753874,12,144
26578,13,3503,16,7.3753524,23,529
26579,40,1600,12,5.789725,27,729
26580,3,1000,12,7.338538,24,576
26581,14,3903,12,6.645391,26,676
26582,44,2500,12,7.050856,26,676
26583,13,3805,10,6.5118594,20,400
26584,45,1700,14,6.119298,6,36
26585,49,3501,13,6.357709,19,361
26586,43,1901,12,6.733402,29,841
26587,72,1000,10,6.406499,13,169
26588,53,600,13,7.488573,16,256
26589,49,4604,13,6.1753874,29,841
26590,22,2600,12,6.4222474,25,625
26591,54,2600,12,6.214608,11,121
26592,3,2400,16,6.6700835,19,361
26593,63,800,12,6.5861716,29,841
26594,52,300,12,6.888337,23,529
26595,25,1300,12,5.4404917,45,2025
26596,21,3409,13,6.5940976,21,441
26597,53,600,12,6.4222474,44,1936
26598,49,2312,16,6.694181,14,196
26599,43,3901,16,6.389961,24,576
26600,12,1202,13,6.5940976,24,576
26601,24,3600,12,6.8277125,25,625
26602,71,1202,12,6.6200733,42,1764
26603,32,800,12,5.952244,28,784
26604,51,2200,12,6.1753874,23,529
26605,22,2600,12,6.1092477,33,1089
26606,14,3101,16,5.8468833,24,576
26607,42,800,14,6.357709,18,324
26608,25,1700,12,7.034049,34,1156
26609,11,300,14,6.684612,39,1521
26610,43,3901,16,7.1612043,9,81
26611,12,2103,16,6.682205,16,256
26612,21,3409,12,4.3820267,14,196
26613,14,3202,13,6.2706976,22,484
26614,61,204,13,6.2336564,9,81
26615,40,2500,12,5.5955687,22,484
26616,4,600,12,6.9077554,24,576
26617,71,4500,12,7.338538,29,841
26618,43,1801,14,7.2739997,26,676
26619,43,2801,13,6.173786,8,64
26620,23,2601,16,6.8424,17,289
26621,49,2201,13,7.1612043,21,441
26622,44,200,12,5.942674,35,1225
26623,21,3410,16,6.3969297,5,25
26624,34,1100,13,6.5400305,8,64
26625,21,3305,12,7.6009026,29,841
26626,43,2300,12,6.178981,31,961
26627,43,3800,13,6.4222474,34,1156
26628,24,2500,12,6.288716,26,676
26629,24,4602,12,6.173786,17,289
26630,71,7900,13,6.7001157,11,121
26631,40,1200,16,5.3471074,8,64
26632,49,4623,16,5.441418,30,900
26633,24,3109,16,6.5674295,41,1681
26634,22,1600,12,6.357709,28,784
26635,48,1002,10,6.482872,34,1156
26636,43,3606,16,6.6700835,24,576
26637,23,500,12,6.357709,24,576
26638,34,500,14,6.3969297,18,324
26639,13,3602,12,6.288716,12,144
26640,14,600,13,5.79559,38,1444
26641,24,4602,12,5.952244,37,1369
26642,23,3900,14,7.050856,15,225
26643,34,2200,12,6.7177114,25,625
26644,54,1900,11,5.637533,20,400
26645,48,2101,14,6.8685346,35,1225
26646,71,1602,12,6.8046145,44,1936
26647,49,5303,13,6.357709,29,841
26648,67,100,13,7.0169544,33,1089
26649,44,1305,12,6.645391,26,676
26650,36,100,13,6.3099184,43,1849
26651,24,611,12,7.056175,23,529
26652,47,100,13,6.214608,21,441
26653,49,4607,12,5.6440635,26,676
26654,71,4401,12,6.6917973,37,1369
26655,48,1600,13,5.9009504,24,576
26656,25,2102,12,6.8277125,29,841
26657,43,3509,13,5.521461,16,256
26658,49,4701,12,7.7440033,26,676
26659,51,2200,12,5.952244,14,196
26660,73,1805,16,6.488737,16,256
26661,14,4005,16,6.5400305,12,144
26662,12,1600,13,6.6071696,27,729
26663,33,1501,16,6.3238072,28,784
26664,52,1600,12,6.8277125,23,529
26665,24,100,12,6.7200346,23,529
26666,40,2802,16,6.9077554,15,225
26667,43,2601,16,6.763174,13,169
26668,67,100,12,6.848332,34,1156
26669,48,500,16,6.5312777,21,441
26670,13,3303,13,7.399163,25,625
26671,14,1400,12,8.116067,37,1369
26672,13,3201,14,5.747677,26,676
26673,43,2601,12,6.645391,12,144
26674,48,1002,12,6.482872,31,961
26675,44,1101,16,7.050856,18,324
26676,36,400,13,6.1753874,16,256
26677,22,300,13,6.9454956,35,1225
26678,23,3000,12,6.645391,14,196
26679,25,100,12,6.377127,36,1296
26680,25,2202,12,7.0169544,10,100
26681,44,1305,12,6.749751,37,1369
26682,48,500,16,6.763174,15,225
26683,49,5100,12,6.763174,23,529
26684,22,900,12,6.9268036,22,484
26685,71,500,13,6.7720237,39,1521
26686,71,4300,10,5.9914646,14,196
26687,49,2509,12,4.944386,40,1600
26688,44,4300,16,6.0384216,35,1225
26689,23,4104,14,6.731569,13,169
26690,25,1500,12,6.415978,26,676
26691,41,1800,12,6.6700835,39,1521
26692,52,1201,16,6.9995627,12,144
26693,47,1100,12,7.2331777,25,625
26694,71,6300,16,7.099646,19,361
26695,25,1800,12,6.645391,39,1521
26696,21,3401,16,6.9077554,19,361
26697,33,2200,13,6.2486377,34,1156
26698,25,2102,12,6.5940976,41,1681
26699,11,300,12,6.3969297,24,576
26700,23,2301,9,7.474751,49,2401
26701,43,2704,13,6.047554,19,361
26702,3,2200,12,7.1153946,21,441
26703,14,1200,12,6.627736,39,1521
26704,13,4012,16,6.253829,9,81
26705,40,1100,16,6.8665323,33,1089
26706,43,2605,12,6.389961,14,196
26707,41,800,9,6.740701,36,1296
26708,48,2000,13,6.9454956,13,169
26709,52,1500,12,6.8685346,21,441
26710,21,3101,12,6.5940976,16,256
26711,48,500,12,6.6149316,24,576
26712,43,2605,12,5.952244,19,361
26713,43,2901,13,8.724833,26,676
26714,2,100,14,6.288716,31,961
26715,61,105,12,6.963845,36,1296
26716,34,600,12,6.5808525,26,676
26717,34,2600,16,6.453019,3,9
26718,33,1501,14,6.524763,39,1521
26719,71,7200,16,8.740336,15,225
26720,12,1903,12,6.8685346,29,841
26721,41,1900,13,7.0387836,25,625
26722,43,3503,12,7.050856,44,1936
26723,14,1600,12,6.13039,22,484
26724,43,1903,10,5.441418,45,2025
26725,71,3301,12,6.1753874,40,1600
26726,71,2107,13,7.2050066,30,900
26727,71,400,16,6.963845,35,1225
26728,13,4013,12,6.55108,34,1156
26729,72,1000,13,4.3820267,24,576
26730,21,3305,16,7.656992,16,256
26731,73,1802,14,6.357709,16,256
26732,49,3503,14,6.2415156,25,625
26733,31,1700,16,6.9485774,31,961
26734,53,1100,12,6.357709,32,1024
26735,34,1601,12,6.357709,15,225
26736,46,600,12,8.75863,43,1849
26737,52,1500,12,7.1612043,21,441
26738,34,800,12,6.4222474,16,256
26739,61,207,16,6.8685346,26,676
26740,67,700,12,7.0030656,25,625
26741,72,701,12,6.645391,30,900
26742,33,1602,14,7.067385,43,1849
26743,33,1601,16,8.676824,35,1225
26744,23,1401,16,7.130899,26,676
26745,63,400,16,5.8468833,21,441
26746,43,2802,16,4.9024215,24,576
26747,45,400,16,7.2442274,30,900
26748,32,1000,12,6.5118594,19,361
26749,72,1311,10,6.5940976,39,1521
26750,21,2900,10,6.214608,25,625
26751,62,811,16,6.1753874,17,289
26752,22,3600,12,6.288716,17,289
26753,31,1800,16,6.5129476,28,784
26754,13,4018,16,6.4222474,31,961
26755,34,1900,12,4.7105308,29,841
26756,71,7801,12,7.69271,20,400
26757,72,1200,12,5.521461,29,841
26758,71,2701,16,6.659294,13,169
26759,40,1700,12,6.806659,36,1296
26760,61,203,16,6.497175,20,400
26761,68,100,12,6.774224,21,441
26762,24,901,12,6.377127,21,441
26763,24,4103,16,6.9077554,40,1600
26764,31,200,12,5.2983174,36,1296
26765,35,300,14,6.0057845,24,576
26766,43,3503,12,6.214608,30,900
26767,22,2001,9,6.4297194,36,1296
26768,71,8112,12,7.050856,23,529
26769,47,1602,16,7.287245,33,1089
26770,23,700,12,6.7536044,16,256
26771,25,1800,12,6.9077554,29,841
26772,31,400,11,6.7177114,29,841
26773,53,400,16,5.952244,9,81
26774,21,3407,9,7.130899,45,2025
26775,14,1100,11,6.649926,22,484
26776,24,3107,12,7.0169544,10,100
26777,47,4800,12,6.288716,36,1296
26778,47,1000,9,6.214608,30,900
26779,40,1800,13,5.952244,11,121
26780,52,300,16,6.800256,21,441
26781,22,1600,12,4.3820267,20,400
26782,14,2801,12,6.086775,11,121
26783,62,813,16,6.4222474,7,49
26784,40,301,13,7.5103884,22,484
26785,48,2200,13,5.952244,6,36
26786,22,800,12,2.3025851,18,324
26787,53,1400,16,6.453019,3,9
26788,13,4102,12,6.9077554,18,324
26789,14,4302,13,6.6602798,21,441
26790,46,1300,16,6.0920057,28,784
26791,24,2000,16,6.4963903,20,400
26792,51,2000,12,6.5400305,12,144
26793,49,4502,13,7.130899,9,81
26794,22,600,13,6.761152,26,676
26795,23,100,13,6.288716,23,529
26796,13,1401,11,6.763174,15,225
26797,25,400,13,6.0920057,25,625
26798,73,2009,12,6.56878,28,784
26799,71,1302,14,6.9268036,22,484
26800,3,1600,12,6.453019,30,900
26801,36,500,12,7.0169544,30,900
26802,21,1201,14,6.1713796,8,64
26803,14,1400,12,6.785153,20,400
26804,25,1500,12,5.8468833,7,49
26805,21,3004,12,6.4216223,42,1764
26806,32,1600,13,5.952244,8,64
26807,5,300,12,6.2030025,13,169
26808,4,300,13,6.357709,11,121
26809,25,1400,12,6.8685346,45,2025
26810,21,3005,12,7.050856,23,529
26811,12,902,16,6.7177114,11,121
26812,49,2201,14,6.645391,34,1156
26813,21,2400,12,7.5616817,31,961
26814,47,1700,12,6.4945683,23,529
26815,71,8114,12,6.0920057,23,529
26816,25,1400,14,6.3099184,25,625
26817,32,500,12,5.7446046,40,1600
26818,49,2510,12,7.2739997,42,1764
26819,14,2801,16,7.099646,22,484
26820,64,200,12,6.8277125,30,900
26821,5,300,14,6.126384,15,225
26822,54,600,14,6.963845,16,256
26823,24,904,14,6.5118594,22,484
26824,43,2601,13,6.9077554,41,1681
26825,41,1100,12,6.1345654,26,676
26826,71,6200,12,7.067385,28,784
