,age,work,study,econhs,colgpa,hsgpa,acteng,actmth,act,mathscr,male,calculus,attexc,attgood,fathcoll,mothcoll,score
795,19,21.0,10.0,0,3.3448,3.467,28.0,22.0,25.0,6,0,1,0,0,1,1,65.63
796,19,8.0,10.0,1,3.4814,3.66,27.0,29.0,28.0,9,0,1,0,1,1,1,84.38
797,18,12.0,8.0,0,2.5769,3.405,23.0,27.0,24.0,8,0,1,0,0,0,0,69.53
798,19,15.0,5.0,0,2.8333,3.115,24.0,25.0,25.0,5,1,0,0,0,1,1,75.0
799,19,0.0,15.0,0,3.1153,3.457,24.0,24.0,24.0,7,1,0,0,1,0,0,84.38
800,19,0.0,13.5,0,3.4833,3.439,19.0,24.0,22.0,6,0,1,0,1,1,1,67.97
801,19,15.0,10.0,0,3.6911,3.597,25.0,26.0,28.0,9,0,1,0,1,1,1,76.56
802,20,0.0,16.0,1,2.9333,3.294,20.0,24.0,23.0,9,1,0,1,0,1,1,80.47
803,20,6.0,10.0,1,2.8333,3.55,20.0,26.0,20.0,9,1,1,0,1,1,0,85.94
804,19,17.5,20.0,1,2.8035,2.9,27.0,19.0,23.0,9,0,1,0,0,1,1,82.81
805,19,0.0,5.0,0,2.7678,3.305,20.0,25.0,21.0,9,1,1,1,0,0,1,64.06
806,19,0.0,10.0,0,2.3928,3.586,29.0,29.0,26.0,8,1,1,0,1,1,1,66.41
807,19,0.0,7.0,0,3.0714,3.278,22.0,22.0,24.0,6,1,0,1,0,0,0,75.78
808,19,10.0,25.0,1,2.6166,3.39,21.0,21.0,23.0,5,0,0,0,1,0,0,68.75
809,19,0.0,10.0,0,2.75,3.114,19.0,21.0,20.0,8,0,1,1,0,0,0,86.72
810,19,0.0,17.5,0,2.1206,3.542,24.0,27.0,26.0,9,1,1,0,1,1,1,77.34
811,19,10.0,10.0,1,3.02,3.65,27.0,25.0,27.0,7,0,0,1,0,0,0,82.81
812,18,0.0,8.0,1,3.2291,3.23,18.0,23.0,21.0,6,0,1,0,1,0,0,75.0
813,18,10.0,8.0,0,3.0172,3.388,26.0,18.0,22.0,8,0,1,0,1,1,0,58.59
814,19,10.0,25.0,0,1.7,2.994,20.0,27.0,21.0,10,1,1,0,1,0,0,35.94
815,19,0.0,14.0,0,2.44,3.178,17.0,17.0,20.0,7,1,0,0,1,0,0,56.25
816,19,0.0,4.0,1,3.0555,3.05,25.0,28.0,29.0,7,1,1,0,1,1,0,84.38
817,19,15.0,16.0,0,2.48,3.025,16.0,21.0,20.0,9,1,1,0,1,0,0,68.75
818,19,8.0,11.0,0,1.9259,3.583,13.0,19.0,18.0,8,1,1,1,0,0,0,75.0
819,19,12.0,10.0,0,2.62,3.117,19.0,17.0,19.0,7,0,0,1,0,0,0,62.5
820,19,22.5,0.0,1,3.0892,3.79,,,,9,0,1,0,1,1,1,50.78
821,19,20.0,10.0,1,2.0,3.27,27.0,25.0,25.0,8,0,0,0,0,1,1,65.63
822,19,17.5,17.5,0,1.4615,3.17,23.0,21.0,22.0,7,0,0,0,1,0,0,62.5
823,19,0.0,25.0,0,2.375,3.0,25.0,24.0,24.0,8,1,1,0,1,1,1,65.63
824,19,25.0,12.0,0,2.5,3.591,22.0,21.0,25.0,9,0,1,0,0,0,0,64.06
825,19,25.0,20.0,0,2.7758,3.55,26.0,24.0,27.0,10,0,0,0,1,1,0,79.69
826,19,0.0,40.0,1,3.3636,3.162,22.0,17.0,21.0,6,1,0,1,0,0,1,75.0
827,19,0.0,15.0,1,2.8,2.583,23.0,24.0,23.0,8,1,0,1,0,1,0,70.31
828,18,12.0,12.5,1,2.9642,3.0,,,,7,1,0,0,1,0,0,60.16
829,19,0.0,5.0,0,2.68,3.222,19.0,19.0,23.0,7,1,0,0,0,1,1,71.09
830,19,0.0,7.0,1,3.1666,3.2,16.0,25.0,19.0,4,0,1,1,0,0,1,89.06
831,20,0.0,12.5,1,3.0925,3.306,22.0,24.0,22.0,7,1,1,0,1,1,1,63.28
832,19,0.0,14.0,0,2.9166,3.151,20.0,17.0,18.0,6,0,0,0,1,0,1,89.06
833,19,12.0,6.0,0,1.8478,3.586,24.0,30.0,25.0,8,1,1,0,1,0,0,89.84
834,19,0.0,25.0,0,3.5161,3.105,,,,7,1,1,1,0,0,1,97.66
835,19,0.0,14.0,1,2.5833,3.187,24.0,22.0,21.0,8,1,1,1,0,0,0,73.44
836,19,10.0,9.0,0,3.2777,3.6,26.0,28.0,26.0,9,0,1,0,1,0,0,93.75
837,19,0.0,15.0,1,3.629,4.005,21.0,26.0,24.0,10,0,1,1,0,1,1,75.78
838,19,9.5,15.0,0,3.1206,3.604,24.0,23.0,23.0,10,0,1,0,1,0,0,82.81
839,19,0.0,10.0,0,2.9655,3.463,25.0,30.0,26.0,9,0,1,0,1,1,1,71.88
840,19,11.0,15.0,0,2.9833,3.35,,,,7,0,1,0,1,1,1,82.03
841,19,18.0,10.0,0,3.3214,4.0,26.0,32.0,27.0,10,0,0,1,0,1,1,68.75
842,18,10.0,17.5,0,3.3214,3.411,22.0,27.0,24.0,10,1,1,1,0,1,1,89.84
843,19,0.0,8.0,1,3.5625,3.84,,,,9,1,1,0,1,0,1,91.41
844,19,0.0,20.0,0,3.1607,3.555,20.0,21.0,21.0,10,0,1,0,1,0,1,78.91
845,18,9.5,10.0,0,3.6607,3.13,,,,8,0,1,1,0,0,1,94.53
846,19,27.5,5.0,1,0.875,3.16,21.0,26.0,23.0,9,0,0,0,1,1,0,41.41
847,19,20.0,15.0,1,3.0535,3.331,24.0,27.0,23.0,6,1,1,0,1,1,1,81.25
848,19,15.0,20.0,1,2.4285,3.009,26.0,21.0,28.0,6,0,1,1,0,0,0,67.97
849,19,6.0,7.0,0,2.3333,2.742,19.0,15.0,17.0,4,1,0,1,0,1,1,38.28
850,19,0.0,15.0,1,1.9482,3.318,19.0,27.0,24.0,9,1,1,0,1,0,0,75.0
851,19,10.0,9.0,0,3.2115,3.0,20.0,19.0,21.0,5,1,0,0,1,1,0,79.69
852,19,20.0,5.0,1,2.3888,3.071,23.0,23.0,22.0,10,1,1,0,1,0,0,78.13
853,19,20.0,21.5,1,3.1785,2.971,22.0,27.0,22.0,10,0,1,0,1,1,0,68.75
854,19,0.0,10.0,1,2.5892,3.861,21.0,19.0,21.0,9,0,0,0,1,1,0,77.34
855,19,0.0,15.0,1,3.7258,3.12,26.0,27.0,28.0,10,1,1,0,1,0,0,91.41
