,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
924,2004,40,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,0.0,83,50,18,0.98,0.59,0.213,1081000,7.6800003,4.63,1.67,8.46939,4.8,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7834.773
925,1980,41,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,852,430,264,3.8,1.918,1.177,3121820,27.29,13.7699995,8.46,22.421051,6.9,20.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182.0444
926,1981,41,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,846,447,259,3.67,1.939,1.123,3179222,25.89,14.06,8.15,23.054,8.4,20.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7251.46
927,1982,41,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,730,356,217,3.01,1.468,0.895,3207607,22.76,11.1,6.77,24.252491,10.8,19.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560.9297
928,1983,41,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,844,447,269,3.38,1.79,1.077,3234077,26.099998,13.82,8.32,24.97041,10.0,19.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7721.0317
929,1984,41,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,916,435,245,3.53,1.676,0.944,3271864,28.0,13.3,7.4900002,25.949009,7.1,18.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930.9556
930,1985,41,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,951,458,252,3.56,1.714,0.943,3303219,28.789999,13.87,7.63,26.71348,6.8,18.099998,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087.105
931,1986,41,1.0,0.0,0.0,0.0,0.0,0,20.7,0.0,0.0,0.0,0.0,0.0,1059,519,302,3.75,1.838,1.069,3342778,31.68,15.53,9.03,28.24,6.2,17.800001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448.063
932,1987,41,0.542,0.458,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,1086,521,302,3.59,1.722,0.998,3380508,32.13,15.41,8.93,30.2507,5.6,17.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948.566
933,1988,41,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,1031,506,282,3.25,1.595,0.889,3412105,30.220001,14.83,8.26,31.72308,4.5,16.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297.217
934,1989,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,996,424,225,3.04,1.294,0.687,3456779,28.810001,12.27,6.51,32.76316,4.7,16.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477.945
935,1990,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,979,448,245,2.85,1.304,0.713,3499064,27.980001,12.799999,7.0,34.35088,4.8,16.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9817.162
936,1991,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,890,430,255,2.58,1.247,0.739,3570404,24.93,12.04,7.14,34.49612,6.3,15.800001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9661.686
937,1992,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,807,340,197,2.3,0.969,0.561,3620464,22.29,9.39,5.4400005,35.08696,6.3,15.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9691.288
938,1993,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,846,373,198,2.34,1.032,0.548,3663314,23.09,10.18,5.4,36.15385,7.6,15.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9869.165
939,1994,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,847,382,204,2.27,1.024,0.547,3705397,22.86,10.31,5.51,37.312782,6.3,15.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10069.847
940,1995,41,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,881,436,242,2.28,1.128,0.626,3748582,23.5,11.63,6.46,38.64035,5.1,14.900001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10307.991
941,1996,41,0.0,0.0,0.0,1.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,930,423,220,2.34,1.064,0.554,3796200,24.5,11.139999,5.7999997,39.74359,6.0,14.599999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10469.309
942,1997,41,0.0,0.0,0.0,1.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,903,445,233,2.18,1.074,0.563,3859696,23.4,11.53,6.04,41.42202,4.5,14.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10731.938
943,1998,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,0.0,1.0,1002,449,218,2.34,1.049,0.509,3919235,25.57,11.46,5.56,42.82051,3.8,14.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10925.731
944,1999,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,0.0,1.0,1065,471,241,2.41,1.066,0.545,3974682,26.789999,11.849999,6.06,44.190872,4.5,14.300001,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11118.09
945,2000,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,0.0,1.0,1065,462,250,2.34,1.015,0.549,4012012,26.55,11.5199995,6.2300005,45.51282,3.8,14.1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11344.14
946,2001,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,1060,565,280,2.27,1.21,0.6,4062125,26.09,13.91,6.8900003,46.696037,5.3,13.799999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11495.47
947,2002,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,1053,509,271,2.23,1.078,0.574,4103770,25.66,12.4,6.6000004,47.21973,6.0,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11506.427
948,2003,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.667,0.333,1.0,969,493,252,2.012,1.024,0.523,4147152,23.34,11.879999,6.0699997,48.1592,6.8,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11612.596
949,2004,41,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,1046,530,284,2.11,1.069,0.573,4198000,24.920002,12.63,6.77,49.57346,6.9,14.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11808.828
950,1980,42,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,228,123,78,3.7,1.996,1.266,690768,33.010002,17.81,11.289999,6.16216,4.9,19.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920.737
951,1981,42,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,177,87,45,2.936,1.443,0.746,689567,25.380001,12.62,6.5299997,6.029,5.1,19.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743.167
952,1982,42,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,148,73,45,2.33,1.149,0.708,690616,21.429998,10.570001,6.52,6.35193,5.5,18.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9197.484
953,1983,42,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,175,74,43,2.77,1.171,0.681,692984,25.25,10.679999,6.21,6.31769,5.4,17.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.6455
954,1984,42,1.0,0.0,0.0,0.0,0.0,0,18.6,0.0,0.0,1.0,0.0,0.0,143,63,34,2.23,0.982,0.53,697240,20.510002,9.04,4.88,6.41256,4.3,17.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9197.0625
955,1985,42,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,1.0,0.0,0.0,130,53,28,2.07,0.844,0.446,698401,18.609999,7.59,4.0099998,6.28019,5.1,16.599998,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992.24
956,1986,42,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,1.0,0.0,0.0,134,74,36,2.15,1.187,0.578,695981,19.25,10.629999,5.17,6.23256,4.7,16.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8955.072
957,1987,42,0.25,0.75,0.0,0.0,0.0,0,19.0,0.0,0.0,1.0,0.0,0.0,134,55,35,2.09,0.858,0.546,696040,19.25,7.9,5.03,6.41148,4.2,15.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9211.367
958,1988,42,0.0,1.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,147,74,41,2.22,1.118,0.619,698146,21.06,10.599999,5.87,6.62162,3.9,14.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484.578
959,1989,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,152,71,37,2.27,1.06,0.553,696691,21.82,10.190001,5.3100004,6.69604,4.2,14.300001,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611.205
960,1990,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,153,71,37,2.19,1.016,0.53,696667,21.960001,10.190001,5.3100004,6.9863,3.9,14.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028.177
961,1991,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,143,55,26,2.13,0.819,0.387,703669,20.32,7.82,3.6899998,6.71362,3.6,14.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9540.878
962,1992,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,161,59,31,2.23,0.817,0.429,712801,22.59,8.28,4.35,7.21973,3.2,14.300001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10128.675
963,1993,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,140,57,31,1.89,0.77,0.419,722159,19.39,7.89,4.29,7.40741,3.6,14.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10257.3125
964,1994,42,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,154,68,33,2.02,0.892,0.433,730790,21.070002,9.3,4.52,7.6237597,3.3,14.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10432.217
965,1995,42,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,158,74,43,2.06,0.965,0.561,737925,21.41,10.030001,5.83,7.6699,2.9,15.000001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10393.875
966,1996,42,0.0,0.25,0.0,0.75,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,175,68,37,2.24,0.87,0.474,742213,23.58,9.16,4.9900002,7.8125,3.2,15.2,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10525.954
967,1997,42,0.0,0.0,0.0,1.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,148,72,37,1.86,0.905,0.465,744223,19.89,9.67,4.9700003,7.9569902,3.1,15.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10691.675
968,1998,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,165,71,33,2.04,0.878,0.408,746058,22.119999,9.52,4.42,8.088241,2.9,15.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10841.303
969,1999,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,0.0,150,55,25,1.82,0.667,0.303,750412,19.99,7.33,3.33,8.241759,2.9,15.800001,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10982.979
970,2000,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,0.0,173,63,37,2.05,0.747,0.438,754844,22.92,8.349999,4.9,8.439019,2.3,15.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11179.819
971,2001,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,0.0,171,78,39,2.0,0.912,0.456,758324,22.550001,10.290001,5.14,8.55,3.4,15.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11274.864
972,2002,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.5,0.5,0.0,180,80,47,2.12,0.942,0.554,760437,23.670002,10.52,6.18,8.49057,3.1,15.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11165.383
973,2003,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,0.0,203,89,42,2.38,1.043,0.492,764309,26.56,11.64,5.5,8.52941,3.6,15.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11159.637
974,2004,42,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,0.0,197,77,34,2.24,0.876,0.387,771000,25.550001,9.99,4.4100003,8.79464,3.5,15.099999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11406.796
975,1980,43,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1153,583,322,3.4,1.719,0.95,4591120,25.109999,12.7,7.0099998,33.911762,7.3,18.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386.3813
976,1981,43,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1104,590,347,3.179,1.699,0.999,4627652,23.33,12.75,7.5,34.729,9.1,18.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7504.6694
977,1982,43,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1055,573,299,3.03,1.646,0.859,4646037,22.71,12.33,6.44,34.81848,11.8,17.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494.233
978,1983,43,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1037,512,285,2.86,1.412,0.786,4659760,22.25,10.99,6.12,36.25874,11.5,17.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7781.2466
979,1984,43,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,1095,540,312,3.0,1.479,0.855,4686742,23.36,11.5199995,6.66,36.5,8.6,17.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7787.926
980,1985,43,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,1101,518,257,3.03,1.426,0.707,4715296,23.35,10.99,5.4500003,36.336628,8.0,16.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7706.1177
981,1986,43,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1230,607,325,3.11,1.535,0.822,4738722,25.96,12.81,6.8599997,39.54984,8.0,16.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346.099
982,1987,43,0.333,0.667,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1247,624,331,2.96,1.481,0.786,4782939,26.070002,13.049999,6.9199996,42.12838,6.6,16.1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8808.054
983,1988,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1266,640,340,2.86,1.446,0.768,4822451,26.25,13.27,7.0499997,44.26573,5.8,15.800001,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9179.095
984,1989,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1088,502,276,2.38,1.098,0.604,4854473,22.41,10.34,5.69,45.71429,5.1,15.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9416.941
985,1990,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1177,546,300,2.52,1.169,0.642,4890626,24.07,11.160001,6.1299996,46.706352,5.3,15.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.179
986,1991,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1113,544,298,2.35,1.149,0.629,4966587,22.41,10.950001,6.0,47.3617,6.7,14.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9536.065
987,1992,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,0.0,1153,521,277,2.31,1.044,0.555,5049742,22.83,10.32,5.4900002,49.91342,6.4,14.599999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9884.352
988,1993,43,0.0,1.0,0.0,0.0,0.0,2,21.0,0.5,0.0,0.0,0.0,0.0,1170,516,261,2.25,0.992,0.502,5137584,22.77,10.039999,5.08,52.0,5.7,14.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10121.489
989,1994,43,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,0.0,1214,511,268,2.23,0.939,0.492,5231438,23.210001,9.77,5.1200004,54.43946,4.8,14.300001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10406.214
990,1995,43,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,0.0,0.0,1259,565,315,2.24,1.005,0.56,5326936,23.63,10.61,5.9100003,56.20536,5.2,14.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10551.161
991,1996,43,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.667,0.0,0.0,1239,566,291,2.12,0.968,0.498,5416643,22.869999,10.45,5.37,58.443398,5.2,13.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10789.598
992,1997,43,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,1225,553,280,2.02,0.912,0.462,5499233,22.279999,10.06,5.09,60.64356,5.4,13.799999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11027.64
993,1998,43,0.0,0.25,0.75,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,1216,561,263,1.94,0.895,0.42,5570045,21.830002,10.07,4.7200003,62.68041,4.2,13.7,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11253.124
994,1999,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,1302,545,264,2.01,0.841,0.408,5638706,23.09,9.67,4.68,64.77612,4.0,13.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11487.764
995,2000,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,1307,628,313,1.99,0.956,0.477,5689283,22.97,11.04,5.5,65.67839,3.9,13.799999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11544.2295
996,2001,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,1.0,1.0,0.0,0.0,1251,563,304,1.85,0.833,0.45,5749398,21.760002,9.79,5.29,67.62162,4.4,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11761.513
997,2002,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,1.0,1.0,0.0,0.0,1177,523,246,1.723,0.766,0.36,5789796,20.29,9.02,4.24,68.31395,5.1,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11799.025
998,2003,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,1.0,0.5,0.5,0.0,1193,499,249,1.73,0.724,0.361,5841748,20.42,8.54,4.26,68.95954,5.8,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11804.607
999,2004,43,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,0.0,1288,571,264,1.82,0.807,0.373,5901000,21.830002,9.68,4.47,70.769226,5.3,13.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11992.752
1000,1980,44,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,4366,2417,1272,3.8,2.104,1.107,14229191,30.68,16.99,8.94,114.894745,5.2,19.400002,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074.5806
1001,1981,44,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,4623,2699,1443,3.85,2.248,1.202,14746348,30.810001,18.300001,9.79,120.084,5.3,18.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8143.3047
1002,1982,44,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,4213,2423,1312,3.36,1.932,1.046,15331418,27.48,15.8,8.56,125.3869,6.9,18.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8178.428
1003,1983,44,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,3823,2117,1150,2.9,1.606,0.872,15751703,24.27,13.44,7.3,131.82759,8.0,17.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369.102
1004,1984,44,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,3912,2140,1118,2.84,1.554,0.812,16007090,24.44,13.37,6.98,137.74649,5.9,17.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8605.343
1005,1985,44,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,3678,1974,1016,2.57,1.379,0.71,16272729,22.6,12.130001,6.2400002,143.11284,7.0,17.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794.643
1006,1986,44,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3567,1978,1019,2.4,1.331,0.686,16561085,21.54,11.940001,6.15,148.625,8.9,16.8,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8974.352
