,term,sat,tothrs,cumgpa,season,frstsem,crsgpa,verbmath,trmgpa,hssize,hsrank,id,spring,female,black,white,ctrmgpa,ctothrs,ccrsgpa,ccrspop,cseason,hsperc,football
599,2,710,17,1.76,1,0,2.7152,1.02857,2.0,117,65,32149.0,1,1,1,0,0.21000004,17.0,-0.10580015,159.39001,0.0,55.555557,0
600,1,900,0,0.0,1,1,2.8087,0.8,2.21,30,17,32416.0,0,0,0,1,,,,,,56.666668,1
601,2,900,14,2.21,0,0,2.5258,0.8,2.69,30,17,32416.0,1,0,0,1,0.48000002,14.0,-0.2829001,585.0,-1.0,56.666668,1
602,1,930,55,1.96,1,0,2.5448,1.06667,0.75,277,50,32692.0,0,0,0,1,,,,,,18.05054,0
603,2,930,67,1.74,0,0,2.6871,1.06667,1.8,277,50,32692.0,1,0,0,1,1.05,12.0,0.14229989,-512.07996,-1.0,18.05054,0
604,1,860,39,2.2,1,0,2.4679,0.62264,2.46,259,70,32698.0,0,0,0,1,,,,,,27.027027,1
605,2,860,52,2.26,0,0,2.53,0.62264,1.25,259,70,32698.0,1,0,0,1,-1.21,13.0,0.062099934,298.25,-1.0,27.027027,1
606,1,830,57,2.21,0,0,2.8633,0.69388,2.29,297,84,33463.0,0,0,0,1,,,,,,28.282827,0
607,2,830,71,2.22,1,0,2.7269,0.69388,2.2,297,84,33463.0,1,0,0,1,-0.089999914,14.0,-0.13639998,7.200012,1.0,28.282827,0
608,1,1400,59,3.74,1,0,2.8422,0.94444,4.0,252,1,33568.0,0,0,0,1,,,,,,0.3968254,1
609,2,1400,75,3.8,0,0,3.1083,0.94444,4.0,252,1,33568.0,1,0,0,1,0.0,16.0,0.26609993,-138.15999,-1.0,0.3968254,1
610,1,570,52,2.01,1,0,2.9481,0.78125,2.62,209,82,33898.0,0,1,1,0,,,,,,39.23445,0
611,2,570,65,2.13,1,0,2.5888,0.78125,1.25,209,82,33898.0,1,1,1,0,-1.3699999,13.0,-0.35930014,-102.29999,0.0,39.23445,0
612,1,1130,29,3.37,1,0,2.6944,0.79365,3.29,313,10,34445.0,0,0,0,1,,,,,,3.194888,1
613,2,1130,46,3.34,0,0,2.8052,0.79365,3.68,313,10,34445.0,1,0,0,1,0.3900001,17.0,0.11080003,254.25998,-1.0,3.194888,1
614,1,860,57,2.57,0,0,2.704,0.79167,3.2,66,21,35169.0,0,0,0,1,,,,,,31.818182,0
615,2,860,72,2.7,1,0,2.6378,0.79167,2.6,66,21,35169.0,1,0,0,1,-0.60000014,15.0,-0.06620002,-203.60004,1.0,31.818182,0
616,1,650,84,2.72,1,0,3.1406,0.75676,3.2,234,35,35447.0,0,1,1,0,,,,,,14.957265,0
617,2,650,99,2.79,0,0,3.3957,0.75676,3.75,234,35,35447.0,1,1,1,0,0.54999995,15.0,0.2551,-24.699997,-1.0,14.957265,0
618,1,1070,69,2.37,1,0,2.7123,0.84483,3.5,127,25,36837.0,0,0,0,1,,,,,,19.68504,1
619,2,1070,87,2.6,0,0,2.8568,0.84483,3.33,127,25,36837.0,1,0,0,1,-0.17000008,18.0,0.14450002,-154.17001,-1.0,19.68504,1
620,1,690,103,2.64,1,0,2.8589,0.60465,2.0,79,12,36971.0,0,0,1,0,,,,,,15.189874,1
621,2,690,115,2.57,0,0,2.913,0.60465,2.67,79,12,36971.0,1,0,1,0,0.6700001,12.0,0.054100037,154.75,-1.0,15.189874,1
622,1,1200,0,0.0,1,1,2.8888,0.62162,3.38,415,14,37502.0,0,0,0,1,,,,,,3.373494,1
623,2,1200,16,3.37,0,0,2.5687,0.62162,3.31,415,14,37502.0,1,0,0,1,-0.07000017,16.0,-0.32009983,-34.5,-1.0,3.373494,1
624,1,1180,27,3.59,0,0,2.3665,0.71014,3.5,365,3,37593.0,0,1,0,1,,,,,,0.82191783,0
625,2,1180,41,3.56,1,0,2.5823,0.71014,2.57,365,3,37593.0,1,1,0,1,-0.93000007,14.0,0.21580005,-103.60004,1.0,0.82191783,0
626,1,630,99,2.25,0,0,2.7868,0.8,2.4,246,160,38412.0,0,0,0,1,,,,,,65.04065,0
627,2,630,114,2.27,1,0,2.8597,0.8,1.6,246,160,38412.0,1,0,0,1,-0.8000001,15.0,0.07290006,-57.800003,1.0,65.04065,0
628,1,870,31,1.74,1,0,2.8764,0.74,2.62,254,73,38440.0,0,0,1,0,,,,,,28.740158,0
629,2,870,44,2.0,1,0,3.026,0.74,2.5,254,73,38440.0,1,0,1,0,-0.119999886,13.0,0.14960003,-279.0,0.0,28.740158,0
630,1,940,49,2.3,0,0,2.8229,0.64912,2.25,256,58,39147.0,0,0,0,1,,,,,,22.65625,0
631,2,940,61,2.29,1,0,2.7271,0.64912,2.5,256,58,39147.0,1,0,0,1,0.25,12.0,-0.09580016,-114.0,1.0,22.65625,0
632,1,610,71,2.26,1,0,2.926,0.90625,2.25,522,152,39451.0,0,0,0,1,,,,,,29.118774,1
633,2,610,83,2.26,0,0,2.7285,0.90625,1.75,522,152,39451.0,1,0,0,1,-0.5,12.0,-0.19750023,66.0,-1.0,29.118774,1
634,1,1110,0,0.0,1,1,2.6758,0.94737,3.22,591,10,39796.0,0,0,0,1,,,,,,1.6920474,0
635,2,1110,18,3.22,1,0,2.396,0.94737,3.0,591,10,39796.0,1,0,0,1,-0.22000003,18.0,-0.27980018,-387.4701,0.0,1.6920474,0
636,1,890,112,2.05,1,0,2.8094,0.81633,1.75,690,420,40439.0,0,0,1,0,,,,,,60.869564,1
637,2,890,127,2.02,0,0,3.3264,0.81633,1.92,690,420,40439.0,1,0,1,0,0.16999996,15.0,0.51699996,428.8,-1.0,60.869564,1
638,1,850,93,2.19,1,0,3.0103,0.88889,1.71,572,86,40756.0,0,0,0,1,,,,,,15.034965,0
639,2,850,107,2.13,0,0,3.0177,0.88889,2.26,572,86,40756.0,1,0,0,1,0.54999995,14.0,0.007400036,177.40001,-1.0,15.034965,0
640,1,1150,41,3.14,1,0,2.8773,0.74242,3.2,673,106,40833.0,0,0,0,1,,,,,,15.750372,0
641,2,1150,56,3.16,0,0,2.8229,0.74242,3.0,673,106,40833.0,1,0,0,1,-0.20000005,15.0,-0.054399967,-165.0,-1.0,15.750372,0
642,1,810,87,1.93,1,0,3.0172,0.88372,2.2,337,56,41429.0,0,0,0,1,,,,,,16.61721,1
643,2,810,97,1.95,0,0,2.9129,0.88372,1.25,337,56,41429.0,1,0,0,1,-0.95000005,10.0,-0.10430002,-107.20999,-1.0,16.61721,1
644,1,720,1,4.0,1,0,2.7339,0.89474,1.32,584,268,41585.0,0,0,1,0,,,,,,45.89041,1
645,2,720,18,1.38,0,0,2.7484,0.89474,1.31,584,268,41585.0,1,0,1,0,-0.01000011,17.0,0.014499903,653.0,-1.0,45.89041,1
646,1,1040,56,3.01,1,0,2.6182,0.70492,2.33,172,5,43168.0,0,0,0,1,,,,,,2.9069767,1
647,2,1040,74,2.85,0,0,3.0022,0.70492,2.5,172,5,43168.0,1,0,0,1,0.17000008,18.0,0.38399982,-531.5,-1.0,2.9069767,1
648,1,1100,0,0.0,1,1,2.8913,1.0,3.21,181,30,43205.0,0,0,0,1,,,,,,16.574585,1
649,2,1100,12,3.08,0,0,2.4553,1.0,1.92,181,30,43205.0,1,0,0,1,-1.2900001,12.0,-0.43599987,62.700012,-1.0,16.574585,1
650,1,1000,0,0.0,1,1,2.7248,0.81818,2.14,154,5,43892.0,0,1,1,0,,,,,,3.2467532,0
651,2,1000,14,2.14,1,0,2.6642,0.81818,1.86,154,5,43892.0,1,1,1,0,-0.2800001,14.0,-0.060600042,433.5,0.0,3.2467532,0
652,1,980,0,0.0,1,1,2.4605,0.84906,0.94,151,30,44005.0,0,0,1,0,,,,,,19.86755,0
653,2,980,17,0.94,1,0,2.6861,0.84906,1.47,151,30,44005.0,1,0,1,0,0.53000003,17.0,0.2256,-423.39996,0.0,19.86755,0
654,1,750,95,2.47,1,0,3.2197,1.02703,3.17,30,10,44165.0,0,1,0,1,,,,,,33.333332,0
655,2,750,113,2.58,1,0,2.9878,1.02703,2.5,30,10,44165.0,1,1,0,1,-0.6700001,18.0,-0.23190022,-21.25,0.0,33.333332,0
656,1,820,0,0.0,1,1,2.4185,1.0,1.71,35,11,44224.0,0,0,0,1,,,,,,31.428572,1
657,2,820,15,1.53,0,0,2.64,1.0,2.6,35,11,44224.0,1,0,0,1,0.88999987,15.0,0.22150016,-407.60004,-1.0,31.428572,1
658,1,900,75,1.93,1,0,2.8782,0.8,2.88,149,38,44397.0,0,0,0,1,,,,,,25.503355,0
659,2,900,92,2.1,1,0,2.8385,0.8,2.13,149,38,44397.0,1,0,0,1,-0.75,17.0,-0.03970003,284.36,0.0,25.503355,0
660,1,1040,33,3.06,1,0,2.7583,0.73333,3.06,94,6,44548.0,0,1,0,1,,,,,,6.382979,0
661,2,1040,49,3.06,1,0,2.8127,0.73333,3.12,94,6,44548.0,1,1,0,1,0.059999943,16.0,0.054399967,-123.16998,0.0,6.382979,0
662,1,710,0,0.0,1,1,2.8438,0.86842,1.75,258,129,44571.0,0,1,1,0,,,,,,50.0,0
663,2,710,15,1.86,1,0,3.0921,0.86842,2.27,258,129,44571.0,1,1,1,0,0.52,15.0,0.24829984,401.0,0.0,50.0,0
664,1,1020,92,3.14,1,0,2.7662,0.75862,3.5,560,32,44657.0,0,1,0,1,,,,,,5.714286,0
665,2,1020,104,3.18,1,0,2.6149,0.75862,3.0,560,32,44657.0,1,1,0,1,-0.5,12.0,-0.15129995,-369.41998,0.0,5.714286,0
666,1,980,91,2.19,1,0,2.5915,0.96,2.25,299,42,44705.0,0,0,0,1,,,,,,14.046823,0
667,2,980,103,2.2,0,0,2.9004,0.96,2.88,299,42,44705.0,1,0,0,1,0.6300001,12.0,0.30889988,372.41998,-1.0,14.046823,0
668,1,990,0,0.0,0,1,2.8107,0.98,3.65,425,30,44718.0,0,1,0,1,,,,,,7.0588236,0
669,2,990,15,3.6,1,0,2.6441,0.98,2.59,425,30,44718.0,1,1,0,1,-1.0600002,15.0,-0.16659999,100.0,1.0,7.0588236,0
670,1,950,68,2.0,1,0,2.9893,0.93878,2.75,265,43,44754.0,0,0,0,1,,,,,,16.226416,1
671,2,950,83,2.13,0,0,2.7508,0.93878,2.14,265,43,44754.0,1,0,0,1,-0.6099999,15.0,-0.23850012,-348.13,-1.0,16.226416,1
672,1,960,95,3.01,1,0,3.0076,0.95918,2.82,10,1,44917.0,0,1,0,1,,,,,,10.0,0
673,2,960,112,2.98,1,0,2.7728,0.95918,3.0,10,1,44917.0,1,1,0,1,0.18000007,17.0,-0.2348001,-75.870026,0.0,10.0,0
674,1,1100,33,2.39,1,0,2.5962,0.80328,2.73,742,31,45133.0,0,0,0,1,,,,,,4.1778975,0
675,2,1100,48,2.5,1,0,2.631,0.80328,3.0,742,31,45133.0,1,0,0,1,0.26999998,15.0,0.034800053,211.46997,0.0,4.1778975,0
676,1,910,0,0.0,1,1,2.3003,0.93617,3.31,139,6,45153.0,0,0,0,1,,,,,,4.316547,0
677,2,910,16,3.31,0,0,2.5836,0.93617,3.38,139,6,45153.0,1,0,0,1,0.07000017,16.0,0.28330016,-128.84998,-1.0,4.316547,0
678,1,680,49,2.22,0,0,2.7848,1.0,2.0,658,246,45161.0,0,0,0,1,,,,,,37.386017,0
679,2,680,64,2.17,1,0,2.7833,1.0,2.25,658,246,45161.0,1,0,0,1,0.25,15.0,-0.0015001297,-230.29999,1.0,37.386017,0
680,1,1130,0,0.0,1,1,2.4272,0.94828,1.5,87,61,45166.0,0,0,0,1,,,,,,70.114944,0
681,2,1130,12,1.5,0,0,2.4906,0.94828,1.79,87,61,45166.0,1,0,0,1,0.28999996,12.0,0.06340003,-99.400024,-1.0,70.114944,0
682,1,1010,29,2.0,1,0,2.7572,0.80357,2.69,553,169,45192.0,0,0,0,1,,,,,,30.56058,0
683,2,1010,42,2.21,1,0,2.9019,0.80357,2.5,553,169,45192.0,1,0,0,1,-0.19000006,13.0,0.14470005,-540.99994,0.0,30.56058,0
684,1,990,36,2.05,1,0,2.7821,0.7069,1.73,599,253,45210.0,0,0,0,1,,,,,,42.23706,0
685,2,990,47,1.97,1,0,2.4685,0.7069,2.0,599,253,45210.0,1,0,0,1,0.26999998,11.0,-0.31360006,284.66998,0.0,42.23706,0
686,1,1080,0,0.0,1,1,2.3463,0.92857,1.86,640,267,45248.0,0,0,0,1,,,,,,41.71875,0
687,2,1080,14,1.85,0,0,2.5223,0.92857,1.81,640,267,45248.0,1,0,0,1,-0.05000007,14.0,0.17600012,-66.579956,-1.0,41.71875,0
688,1,860,1,4.0,1,0,2.9254,0.72,1.88,373,264,45395.0,0,0,0,1,,,,,,70.77748,1
689,2,860,16,2.12,0,0,2.5152,0.72,1.75,373,264,45395.0,1,0,0,1,-0.13,15.0,-0.41020012,330.45996,-1.0,70.77748,1
690,1,790,0,0.0,0,1,2.3858,0.92683,1.82,624,285,45685.0,0,0,0,1,,,,,,45.673077,0
691,2,790,15,1.8,1,0,2.7259,0.92683,2.38,624,285,45685.0,1,0,0,1,0.56000006,15.0,0.34010005,-304.5299,1.0,45.673077,0
692,1,1070,0,0.0,1,1,2.395,0.94545,1.41,361,182,45874.0,0,0,0,1,,,,,,50.415512,0
693,2,1070,15,1.33,1,0,2.7179,0.94545,0.9,361,182,45874.0,1,0,0,1,-0.51,15.0,0.32290006,5.1500244,0.0,50.415512,0
694,1,850,0,0.0,1,1,2.5805,0.88889,1.64,224,191,46005.0,0,1,0,0,,,,,,85.26786,0
695,2,850,15,1.73,1,0,2.8087,0.88889,1.85,224,191,46005.0,1,1,0,0,0.21000004,15.0,0.2282002,247.0,0.0,85.26786,0
696,1,1070,38,3.36,1,0,2.6263,0.94545,3.0,481,33,46058.0,0,1,1,0,,,,,,6.860707,0
697,2,1070,55,3.25,1,0,2.7338,0.94545,2.8,481,33,46058.0,1,1,1,0,-0.20000005,17.0,0.10749984,196.4,0.0,6.860707,0
698,1,840,0,0.0,1,1,2.5262,0.95349,1.73,456,149,46068.0,0,0,0,1,,,,,,32.675438,0
699,2,840,13,1.53,0,0,3.1137,0.95349,3.06,456,149,46068.0,1,0,0,1,1.3299999,13.0,0.58749986,-363.91998,-1.0,32.675438,0
700,1,870,59,2.16,1,0,2.9878,1.07143,2.25,312,230,46146.0,0,0,0,1,,,,,,73.71795,1
701,2,870,71,2.18,0,0,2.7057,1.07143,1.75,312,230,46146.0,1,0,0,1,-0.5,12.0,-0.28209996,-251.0,-1.0,73.71795,1
702,1,990,28,1.96,1,0,2.6091,0.62295,1.94,500,73,46239.0,0,0,0,1,,,,,,14.6,0
703,2,990,44,1.95,1,0,2.5235,0.62295,2.19,500,73,46239.0,1,0,0,1,0.25,16.0,-0.08560014,414.19998,0.0,14.6,0
704,1,710,30,2.1,1,0,2.7473,1.21875,1.58,456,182,46247.0,0,1,1,0,,,,,,39.91228,0
705,2,710,42,1.95,1,0,2.9964,1.21875,2.38,456,182,46247.0,1,1,1,0,0.8000001,12.0,0.24910021,-439.90002,0.0,39.91228,0
706,1,760,0,0.0,0,1,2.8348,0.9,1.88,235,143,46294.0,0,0,0,1,,,,,,60.851063,0
707,2,760,15,1.8,1,0,2.7264,0.9,0.88,235,143,46294.0,1,0,0,1,-1.0,15.0,-0.10840011,296.14,1.0,60.851063,0
708,1,770,0,0.0,1,1,2.7998,0.925,2.15,512,339,46348.0,0,1,0,1,,,,,,66.21094,0
709,2,770,12,2.25,1,0,2.9711,0.925,2.5,512,339,46348.0,1,1,0,1,0.3499999,12.0,0.17130017,-129.25,0.0,66.21094,0
710,1,890,28,1.92,1,0,2.6096,0.85417,2.5,718,429,46563.0,0,0,0,1,,,,,,59.749302,0
711,2,890,40,2.1,0,0,2.6545,0.85417,2.63,718,429,46563.0,1,0,0,1,0.13000011,12.0,0.04489994,120.66998,-1.0,59.749302,0
712,1,910,83,2.13,1,0,2.8147,0.82,1.5,595,448,46717.0,0,0,0,1,,,,,,75.29412,0
713,2,910,101,2.01,0,0,3.0615,0.82,2.29,595,448,46717.0,1,0,0,1,0.78999996,18.0,0.24680018,-76.03998,-1.0,75.29412,0
714,1,1020,63,2.6,1,0,2.5607,0.88889,2.42,10,1,46765.0,0,0,0,1,,,,,,10.0,0
715,2,1020,75,2.57,0,0,2.8106,0.88889,2.69,10,1,46765.0,1,0,0,1,0.26999998,12.0,0.2499001,-72.33,-1.0,10.0,0
716,1,1060,29,3.58,1,0,2.6992,0.82759,3.0,542,72,46775.0,0,0,0,1,,,,,,13.284133,1
717,2,1060,41,3.41,0,0,2.527,0.82759,2.75,542,72,46775.0,1,0,0,1,-0.25,12.0,-0.17219996,309.0,-1.0,13.284133,1
718,1,860,0,0.0,1,1,2.3843,0.65385,0.92,509,315,46778.0,0,0,0,1,,,,,,61.88605,1
719,2,860,13,0.92,0,0,2.7565,0.65385,2.0,509,315,46778.0,1,0,0,1,1.0799999,13.0,0.3722,833.94995,-1.0,61.88605,1
720,1,920,0,0.0,1,1,2.4768,0.76923,2.27,509,106,46795.0,0,0,0,1,,,,,,20.825148,0
721,2,920,15,2.26,1,0,2.6008,0.76923,2.5,509,106,46795.0,1,0,0,1,0.23000002,15.0,0.12400007,-148.33002,0.0,20.825148,0
722,1,910,0,0.0,1,1,2.391,0.625,2.8,69,12,46887.0,0,1,1,0,,,,,,17.391304,0
723,2,910,18,2.77,1,0,2.6593,0.625,2.63,69,12,46887.0,1,1,1,0,-0.16999984,18.0,0.26830006,-136.0,0.0,17.391304,0
724,1,700,57,2.05,1,0,2.9255,0.66667,2.5,625,202,46948.0,0,0,1,0,,,,,,32.32,0
725,2,700,69,2.13,1,0,3.0539,0.66667,2.5,625,202,46948.0,1,0,1,0,0.0,12.0,0.12840009,-46.25,0.0,32.32,0
726,1,1170,64,2.21,1,0,2.6344,0.74627,2.17,177,53,47220.0,0,0,0,1,,,,,,29.943502,1
727,2,1170,76,2.21,0,0,2.8945,0.74627,2.8,177,53,47220.0,1,0,0,1,0.6299999,12.0,0.26010013,-207.79999,-1.0,29.943502,1
728,1,1010,27,2.44,1,0,2.7771,0.83636,2.2,322,168,47225.0,0,0,0,1,,,,,,52.173912,0
729,2,1010,42,2.35,1,0,3.1293,0.83636,2.5,322,168,47225.0,1,0,0,1,0.29999995,15.0,0.35220003,-81.100006,0.0,52.173912,0
730,1,700,0,0.0,1,1,2.6287,0.89189,2.5,200,80,47367.0,0,1,0,0,,,,,,40.0,0
731,2,700,12,2.5,1,0,2.7945,0.89189,2.8,200,80,47367.0,1,1,0,0,0.29999995,12.0,0.1658001,313.3,0.0,40.0,0
