,psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
277,1.06,1.0,2.02,4.37,4.0,6.0,17.0,10.0,1.05,0.94,0.95,5.05,4.0,6.0,17.0,21.5,0,3,11823.0,0.1001861,1,0.5695518,0.2096856,0.3521739,61900.0,1,27295.0,17,0.058268853,0.0,11.033276,10.214458,9.377802,1,0,0,1
278,0.93,0.83,0.85,4.5,4.0,4.0,16.0,31.0,1.05,0.79,0.9,5.05,4.0,4.0,16.0,40.0,0,1,2198.0,0.0322808,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,-0.07257068,-0.1863296,11.627147,10.705444,7.695303,1,1,0,0
279,1.0,1.0,,4.5,4.0,5.0,17.0,17.0,1.05,1.01,0.94,5.05,3.0,5.0,17.0,15.5,0,3,11823.0,0.1001861,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,0.0,0.0,11.627147,10.705444,9.377802,1,0,0,1
280,1.06,0.95,3.09,4.25,3.0,5.0,10.0,12.5,1.05,0.94,2.75,5.05,3.0,5.0,11.0,7.5,0,2,11823.0,0.1001861,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,0.058268853,-0.051293306,11.627147,10.705444,9.377802,1,0,1,0
281,1.09,0.89,0.91,4.25,4.0,3.0,16.0,25.0,1.05,0.87,0.94,5.05,3.0,3.0,16.0,24.0,0,1,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,0.08617773,-0.11653383,11.882418,10.850268,7.695303,1,1,0,0
282,1.06,0.85,2.49,5.12,2.0,6.0,11.0,14.0,1.05,0.94,2.6,5.05,3.0,6.0,11.0,12.5,0,2,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,0.058268853,-0.1625189,11.882418,10.850268,7.695303,1,0,1,0
283,,,,4.25,3.0,7.0,17.0,27.5,1.05,1.0,0.63,5.05,5.0,7.0,17.0,27.0,0,3,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,,,11.882418,10.850268,7.695303,1,0,0,1
284,1.04,0.85,0.85,4.25,4.0,3.0,16.0,25.0,0.94,0.87,0.94,5.05,4.0,3.0,16.0,22.5,0,1,11823.0,0.1001861,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,0.039220676,-0.1625189,11.882418,10.850268,9.377802,1,1,0,0
285,1.04,0.67,0.85,4.37,4.0,4.0,16.0,32.0,1.11,0.92,1.01,5.05,4.0,4.0,16.0,16.0,0,1,2259.0,0.0578616,1,0.3688891,0.1153317,0.1982085,102600.0,3,37285.0,17,0.039220676,-0.40047753,11.538593,10.526346,7.7226777,1,1,0,0
286,1.02,0.91,2.28,4.8,4.0,2.0,12.0,,1.01,1.01,0.94,5.05,3.0,2.0,13.0,27.5,0,4,2259.0,0.0578616,1,0.3688891,0.1153317,0.1982085,102600.0,3,37285.0,17,0.01980261,-0.09431065,11.538593,10.526346,7.7226777,1,0,0,0
287,1.06,1.0,2.13,4.75,3.0,6.0,12.5,16.0,1.22,1.37,0.89,5.05,4.0,6.0,13.5,20.0,0,3,1179.0,0.0795362,1,0.0726936,0.0297103,0.0335308,180200.0,3,62684.0,17,0.058268853,0.0,12.101823,11.045861,7.072422,1,0,0,1
288,1.02,0.98,0.95,4.6,4.0,3.0,17.0,15.5,1.05,1.01,2.0,5.05,3.0,3.0,17.0,15.0,0,3,1179.0,0.0795362,1,0.0726936,0.0297103,0.0335308,180200.0,3,62684.0,17,0.01980261,-0.020202687,12.101823,11.045861,7.072422,1,0,0,1
289,1.02,0.75,2.56,4.25,4.0,3.0,10.0,6.0,1.05,0.8,2.54,5.05,3.0,3.0,10.0,8.0,0,2,1846.0,0.0618229,1,0.1362687,0.1549544,0.1834426,107900.0,3,36633.0,23,0.01980261,-0.2876821,11.58896,10.508705,7.5207763,1,0,1,0
290,1.04,0.85,0.91,4.5,5.0,3.0,16.0,19.0,1.05,0.9,0.94,5.05,5.0,3.0,16.0,27.0,0,1,331.0,0.0402311,1,0.1362687,0.1549544,0.1834426,107900.0,3,36633.0,23,0.039220676,-0.1625189,11.58896,10.508705,5.8021183,1,1,0,0
291,1.06,0.8,2.56,4.25,4.0,3.0,10.0,19.5,1.05,0.75,2.53,5.05,3.0,3.0,10.0,7.0,0,2,2518.0,0.0296963,1,0.0024945,0.0453767,0.0710941,134000.0,3,41129.0,23,0.058268853,-0.22314353,11.805595,10.624469,7.83122,1,0,1,0
292,1.09,0.95,1.04,5.0,3.0,3.0,16.0,13.0,1.11,1.01,1.05,5.5,6.0,3.0,16.0,18.5,1,1,2518.0,0.0296963,1,0.0024945,0.0453767,0.0710941,134000.0,3,41129.0,23,0.08617773,-0.051293306,11.805595,10.624469,7.83122,1,1,0,0
293,1.23,,2.3,4.75,5.0,5.0,24.0,80.0,1.22,1.17,2.32,5.05,4.0,5.0,24.0,55.0,1,3,262.0,0.0272345,1,0.0045422,0.0456026,0.0409357,127300.0,1,41525.0,23,0.20701419,,11.754302,10.634051,5.5683446,1,0,0,1
294,1.06,0.94,1.1,4.25,4.0,3.0,15.0,16.5,1.05,1.05,1.04,5.05,4.0,3.0,15.0,15.0,0,1,3240.0,0.0493827,1,0.0862337,0.0718378,0.114218,109400.0,2,32104.0,23,0.058268853,-0.061875407,11.602766,10.376736,8.083328,1,1,0,0
295,1.06,0.86,1.02,4.5,,3.0,15.0,7.5,1.0,0.99,1.04,5.05,5.0,3.0,15.0,15.0,0,1,262.0,0.0272345,1,0.0013052,0.0349272,0.026936,130400.0,2,41759.0,23,0.058268853,-0.15082288,11.778362,10.63967,5.5683446,1,1,0,0
296,1.09,0.95,1.03,4.25,4.0,3.0,15.0,13.0,1.11,1.01,1.05,5.05,3.0,3.0,15.0,17.0,1,1,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,0.08617773,-0.051293306,11.984802,10.734373,8.49964,1,1,0,0
297,1.2,1.18,1.06,4.75,3.0,8.0,15.0,12.0,1.15,1.1,1.05,5.05,3.0,8.0,15.0,16.0,0,3,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,0.1823216,0.1655144,11.984802,10.734373,8.49964,1,0,0,1
298,1.06,0.8,2.56,4.25,4.0,3.0,10.0,10.0,1.05,0.9,2.53,5.05,3.0,3.0,10.0,9.5,0,2,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,0.058268853,-0.22314353,11.984802,10.734373,8.49964,1,0,1,0
299,1.06,1.01,2.66,4.5,3.0,3.0,10.5,6.5,1.05,1.0,2.75,5.05,3.0,3.0,10.5,5.0,0,2,1999.0,0.0314435,1,0.0,0.0401401,0.0496894,311700.0,1,63278.0,19,0.058268853,0.009950321,12.6497965,11.055293,7.6004024,1,0,1,0
300,0.95,0.84,0.94,4.62,3.0,2.0,11.5,50.0,1.0,0.84,0.94,5.05,3.0,2.0,12.5,16.0,0,4,1835.0,0.0461039,1,0.0173525,0.1702234,0.1388439,146100.0,2,29797.0,23,-0.051293306,-0.17435342,11.892047,10.302163,7.5147996,1,0,0,0
301,1.06,0.8,2.56,5.0,5.0,3.0,10.0,12.5,1.05,0.79,2.53,5.05,4.0,3.0,10.0,12.0,0,2,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,0.058268853,-0.22314353,11.87409,10.751521,7.5147996,1,0,1,0
302,1.09,0.93,1.04,4.25,4.0,3.0,17.0,19.0,1.11,1.05,1.05,5.05,4.0,3.0,17.0,15.0,1,1,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,0.08617773,-0.07257068,11.87409,10.751521,7.5147996,1,1,0,0
303,1.12,1.02,1.02,5.5,3.0,5.0,12.5,17.0,1.11,1.01,1.05,5.05,3.0,5.0,12.5,17.5,0,1,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,0.11332869,0.01980261,11.87409,10.751521,7.5147996,1,1,0,0
304,1.06,0.85,2.34,5.0,4.0,4.0,10.0,9.0,1.05,0.84,2.53,5.05,4.0,4.0,10.0,3.5,1,2,970.0,0.059417,1,0.011629,0.0309036,0.0540894,165800.0,1,52913.0,26,0.058268853,-0.1625189,12.0185375,10.876405,6.877296,1,0,1,0
305,1.06,0.91,1.04,4.25,3.0,2.0,15.0,13.0,1.16,0.94,1.12,5.05,4.0,2.0,15.0,24.0,0,1,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,0.058268853,-0.09431065,12.146322,11.065153,7.58172,1,1,0,0
306,1.1,1.0,0.74,5.25,3.0,4.0,16.0,30.0,1.11,1.0,0.89,5.05,4.0,4.0,16.0,16.0,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,0.095310204,0.0,12.146322,11.065153,7.58172,1,0,0,1
307,1.13,0.98,1.04,4.5,3.0,3.0,16.0,16.0,1.05,1.05,1.05,5.05,4.0,3.0,16.0,15.0,1,1,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,0.122217625,-0.020202687,12.146322,11.065153,7.58172,1,1,0,0
308,0.91,0.85,1.06,5.05,3.0,2.0,12.5,25.0,0.94,0.94,1.26,5.05,3.0,2.0,12.5,22.5,0,4,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,-0.09431065,-0.1625189,12.146322,11.065153,7.58172,1,0,0,0
309,1.09,,0.95,4.62,3.0,4.0,16.0,18.0,1.11,1.06,0.94,5.05,3.0,4.0,16.0,19.75,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,0.08617773,,12.146322,11.065153,7.58172,1,0,0,1
310,,,,,4.0,5.0,12.5,20.0,1.16,1.06,1.05,5.05,3.0,5.0,11.5,20.0,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,,,12.146322,11.065153,7.58172,1,0,0,1
311,1.12,1.07,1.1,4.25,5.0,,17.0,21.75,,,,,,,16.0,,1,3,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,0.11332869,0.0676587,11.990401,10.855261,7.9700494,1,0,0,1
312,1.49,1.02,1.11,4.25,2.0,8.0,13.0,15.25,1.39,0.95,1.21,5.05,3.0,8.0,13.0,28.0,0,1,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,0.3987761,0.01980261,11.990401,10.855261,7.9700494,1,1,0,0
313,0.91,0.86,1.06,4.5,3.0,2.0,11.5,20.0,1.0,0.94,1.05,5.67,5.0,2.0,11.5,22.5,0,4,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,-0.09431065,-0.15082288,11.990401,10.855261,7.9700494,1,0,0,0
314,1.06,0.95,1.01,,5.0,3.0,14.5,10.0,1.05,0.94,1.0,5.05,4.0,3.0,14.0,17.5,0,1,2893.0,0.0411818,1,0.0464232,0.0228436,0.0322058,230100.0,2,65339.0,18,0.058268853,-0.051293306,12.34627,11.087344,7.9700494,1,1,0,0
315,1.12,1.07,1.06,4.75,2.0,5.0,17.0,14.0,1.11,1.06,2.11,5.05,3.0,5.0,15.0,13.0,1,3,3784.0,0.0308694,1,0.0443038,0.0263239,0.0510308,156200.0,1,50884.0,18,0.11332869,0.0676587,11.958893,10.837304,8.238537,1,0,0,1
316,1.12,1.07,1.0,4.5,3.0,5.0,18.0,19.75,1.11,1.06,1.05,5.05,4.0,5.0,16.0,21.0,1,3,2893.0,0.0411818,1,0.0175085,0.0592482,0.0806025,174100.0,1,51781.0,13,0.11332869,0.0676587,12.067385,10.854778,7.9700494,1,0,0,1
317,1.02,0.91,1.06,4.75,4.0,2.0,12.5,17.5,1.05,0.84,1.34,5.05,3.0,2.0,12.5,22.5,0,4,4656.0,0.0317088,1,0.0626876,0.0301999,0.0758146,171100.0,1,56442.0,18,0.01980261,-0.09431065,12.050003,10.9409685,8.445912,1,0,0,0
318,1.02,0.91,2.57,5.5,4.0,2.0,13.0,14.0,0.95,0.89,1.19,5.05,6.0,2.0,12.5,27.5,0,4,2491.0,0.031982,1,0.1732801,0.0288357,0.0327436,169600.0,4,56126.0,18,0.01980261,-0.09431065,12.041198,10.935354,7.8204393,1,0,0,0
319,1.03,1.06,2.56,5.25,3.0,4.0,11.0,12.0,1.0,1.05,2.64,5.05,5.0,4.0,12.5,13.5,0,2,2491.0,0.031982,1,0.1732801,0.0288357,0.0327436,169600.0,4,56126.0,18,0.029558774,0.058268853,12.041198,10.935354,7.8204393,1,0,1,0
320,1.06,0.95,1.01,4.75,4.0,4.0,16.0,22.5,1.05,0.94,1.0,5.05,4.0,4.0,,25.0,0,1,2491.0,0.031982,1,0.1732801,0.0288357,0.0327436,169600.0,4,56126.0,18,0.058268853,-0.051293306,12.041198,10.935354,7.8204393,1,1,0,0
321,0.95,0.95,1.06,5.5,2.0,,12.5,,,,,5.5,5.0,,12.0,23.5,0,4,2491.0,0.031982,1,0.1732801,0.0288357,0.0327436,169600.0,4,56126.0,18,-0.051293306,-0.051293306,12.041198,10.935354,7.8204393,1,0,0,0
322,1.06,0.95,1.0,,4.0,3.0,16.0,11.0,1.05,0.9,0.98,5.05,5.0,3.0,16.0,22.0,0,1,1474.0,0.0289509,1,0.0319995,0.0213687,0.0540129,166100.0,2,55852.0,18,0.058268853,-0.051293306,12.020346,10.930461,7.295735,1,1,0,0
323,0.91,0.85,2.34,4.5,4.0,4.0,12.5,15.0,1.01,1.01,2.49,5.05,2.0,4.0,12.0,7.5,0,2,9223.0,0.0727238,1,0.1120184,0.1464824,0.2527899,126100.0,3,33462.0,18,-0.09431065,-0.1625189,11.74483,10.418166,9.129456,1,0,1,0
324,1.06,1.06,1.06,5.5,4.0,5.0,17.0,27.5,1.05,1.11,1.05,5.05,3.0,5.0,15.0,19.0,0,3,9223.0,0.0727238,1,0.1120184,0.1464824,0.2527899,126100.0,3,33462.0,18,0.058268853,0.058268853,11.74483,10.418166,9.129456,1,0,0,1
325,1.05,0.95,0.98,4.25,5.0,3.0,17.0,25.0,0.98,0.82,0.76,5.05,6.0,3.0,17.5,20.0,0,1,5433.0,0.019293,1,0.0118853,0.0750053,0.126871,108900.0,2,38782.0,29,0.04879012,-0.051293306,11.598186,10.565712,8.600246,1,1,0,0
326,0.95,0.95,1.06,5.37,3.0,,11.5,15.0,,,,,,,,,0,4,2108.0,0.0339564,1,0.0425708,0.0235555,0.0715638,153400.0,2,51471.0,18,-0.051293306,-0.051293306,11.9408045,10.848774,7.653495,1,0,0,0
327,1.07,0.95,0.95,4.75,5.0,3.0,16.0,17.5,1.11,0.94,0.94,5.25,4.0,3.0,16.5,40.0,0,1,912.0,0.0425666,1,0.2369736,0.0373703,0.0482296,164000.0,2,60173.0,26,0.0676587,-0.051293306,12.007622,11.004979,6.81564,1,1,0,0
328,1.28,1.06,2.3,4.5,5.0,2.0,24.0,30.0,,,,5.5,3.0,2.0,14.0,25.0,1,3,2108.0,0.0339564,1,0.018886,0.0623847,0.0983291,136200.0,1,44987.0,18,0.24686006,0.058268853,11.821879,10.7141285,7.653495,1,0,0,1
329,1.06,0.85,2.34,5.0,2.0,3.0,11.0,10.25,1.05,0.79,2.32,5.05,2.0,3.0,11.0,11.0,1,2,2607.0,0.0488062,1,0.1092738,0.0269086,0.0534391,177600.0,2,57139.0,18,0.058268853,-0.1625189,12.087289,10.953242,7.8659554,1,0,1,0
330,1.06,0.95,1.06,4.75,4.0,4.0,17.0,32.5,1.05,0.95,1.01,5.05,4.0,4.0,17.0,13.5,0,1,2607.0,0.0488062,1,0.1092738,0.0269086,0.0534391,177600.0,2,57139.0,18,0.058268853,-0.051293306,12.087289,10.953242,7.8659554,1,1,0,0
331,0.98,0.84,0.84,4.25,7.0,6.0,16.5,25.5,0.98,0.84,0.86,4.25,7.0,6.0,16.5,18.5,0,1,2748.2,0.0532673,2,0.0218909,0.0715815,0.0799149,122800.0,4,43886.0,15,-0.020202687,-0.17435342,11.718312,10.689351,7.9187016,0,1,0,0
332,0.98,0.82,0.8,4.25,7.0,3.0,16.5,20.0,0.98,0.82,0.87,4.25,6.0,3.0,17.5,19.5,0,1,2748.2,0.0532673,2,0.0218909,0.0715815,0.0799149,122800.0,4,43886.0,15,-0.020202687,-0.19845095,11.718312,10.689351,7.9187016,0,1,0,0
333,1.01,0.89,3.5,4.5,3.0,4.0,12.0,11.0,1.01,0.89,2.35,4.75,3.0,4.0,13.0,14.0,0,2,2748.2,0.0532673,2,0.0144756,0.0652374,0.1179583,87800.0,1,36388.0,15,0.009950321,-0.11653383,11.382816,10.501994,7.9187016,0,0,1,0
334,0.98,0.82,0.85,4.25,6.0,3.0,16.5,13.5,0.94,0.78,0.91,4.25,6.0,3.0,17.5,21.0,0,1,6451.463,0.0578806,2,0.0427765,0.0727119,0.1171368,104400.0,2,37883.0,22,-0.020202687,-0.19845095,11.5559845,10.542257,8.772062,0,1,0,0
335,0.87,0.77,0.95,5.0,5.0,3.0,12.0,15.5,,0.84,1.79,,,3.0,12.0,,1,4,6451.463,0.0578806,2,0.0427765,0.0727119,0.1171368,104400.0,4,37883.0,22,-0.13926207,-0.2613648,11.5559845,10.542257,8.772062,0,0,0,0
336,0.87,0.79,0.9,4.67,3.0,2.0,12.0,35.0,1.01,0.78,0.9,4.5,4.0,2.0,12.0,16.0,1,4,4011.429,0.0257301,2,0.0073235,0.0360799,0.0717868,111400.0,2,42350.0,15,-0.13926207,-0.2357223,11.620883,10.653724,8.296903,0,0,0,0
337,1.05,0.86,0.86,4.5,,3.0,17.0,32.5,1.05,0.86,0.86,4.25,2.0,3.0,18.0,22.5,0,1,854.4,0.0114767,2,0.0084183,0.0369217,0.0164766,141500.0,1,50099.0,15,0.04879012,-0.15082288,11.860055,10.821756,6.7503996,0,1,0,0
338,0.87,0.77,1.65,5.5,5.0,2.0,12.0,19.0,1.01,0.84,0.95,4.75,6.0,2.0,12.0,29.5,1,4,1763.923,0.058349,2,0.0133469,0.0510291,0.0847772,98500.0,4,38465.0,15,-0.13926207,-0.2613648,11.497812,10.557504,7.4752955,0,0,0,0
339,1.01,0.89,2.35,4.25,3.0,5.0,13.0,7.5,1.0,0.89,2.35,4.25,3.0,5.0,13.0,13.5,0,2,1763.923,0.058349,2,0.0133469,0.0510291,0.0847772,98500.0,4,38465.0,15,0.009950321,-0.11653383,11.497812,10.557504,7.4752955,0,0,1,0
340,1.03,1.03,0.52,,3.0,4.0,16.5,37.5,1.03,,0.94,4.3,3.0,4.0,16.5,21.0,0,1,687.667,0.0531915,2,0.0036328,0.0581477,0.0337733,105000.0,2,35812.0,22,0.029558774,0.029558774,11.561716,10.486038,6.5333047,0,1,0,0
341,1.03,0.73,0.52,4.25,2.0,4.0,17.5,17.0,1.05,,0.63,,3.0,4.0,16.5,12.5,0,1,2122.308,0.0177601,2,0.0,0.0887433,0.0120482,112300.0,1,38844.0,22,0.029558774,-0.3147107,11.628929,10.567309,7.6602597,0,1,0,0
342,0.94,0.74,0.86,4.25,5.0,2.0,11.5,20.0,0.98,0.84,0.86,4.25,5.0,2.0,12.0,20.0,0,4,6045.257,0.0601558,2,0.153981,0.3404654,0.5432357,49300.0,2,18963.0,15,-0.061875407,-0.30110508,10.805679,9.8502445,8.707029,0,0,0,0
343,0.91,0.89,0.81,4.25,3.0,2.0,10.5,7.5,1.01,0.84,0.86,4.25,4.0,2.0,10.5,8.0,0,4,6045.257,0.0601558,2,0.153981,0.3404654,0.5432357,49300.0,2,18963.0,15,-0.09431065,-0.11653383,10.805679,9.8502445,8.707029,0,0,0,0
344,0.98,0.83,0.86,4.5,5.0,3.0,16.5,19.0,0.94,,,4.25,5.0,3.0,16.5,11.0,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000.0,7,36871.0,15,-0.020202687,-0.1863296,11.418614,10.515181,8.707029,0,1,0,0
345,1.01,0.84,0.63,4.25,3.0,4.0,14.0,16.0,0.98,0.79,0.87,4.38,5.0,4.0,14.0,20.0,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000.0,7,36871.0,15,0.009950321,-0.17435342,11.418614,10.515181,8.707029,0,1,0,0
346,0.87,0.77,1.01,4.75,3.0,2.0,12.0,20.5,1.04,0.84,0.94,4.5,4.0,2.0,12.0,14.0,1,4,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000.0,7,36871.0,15,-0.13926207,-0.2613648,11.418614,10.515181,8.707029,0,0,0,0
347,0.98,0.83,0.86,4.25,6.0,3.0,16.0,12.0,0.98,0.75,0.86,4.25,2.0,3.0,17.5,17.0,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000.0,7,36871.0,15,-0.020202687,-0.1863296,11.418614,10.515181,8.707029,0,1,0,0
348,1.01,0.9,2.35,,4.0,4.0,13.0,9.75,1.01,0.89,2.35,4.45,4.0,4.0,13.0,7.5,0,2,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000.0,7,36871.0,15,0.009950321,-0.105360545,11.418614,10.515181,8.707029,0,0,1,0
349,0.87,0.82,1.79,5.0,4.0,2.0,12.0,30.0,0.92,0.79,0.87,5.25,2.0,2.0,12.0,18.0,1,4,6045.257,0.0601558,2,0.011649,0.0321562,0.0797298,114100.0,2,46197.0,15,-0.13926207,-0.19845095,11.644831,10.74067,8.707029,0,0,0,0
350,1.0,0.87,0.94,4.35,4.0,3.0,16.0,17.0,1.0,0.74,0.95,4.25,3.0,3.0,16.0,14.5,0,1,4219.492,0.0229363,2,0.0026857,0.1216933,0.1995164,44200.0,3,27960.0,16,0.0,-0.13926207,10.69648,10.23853,8.34747,0,1,0,0
351,0.95,0.73,0.8,4.25,4.0,3.0,16.0,25.0,0.94,0.74,0.74,,4.0,3.0,16.0,21.0,0,1,374.7337,0.0118427,2,0.001853,0.0877029,0.1285714,65700.0,2,34384.0,14,-0.051293306,-0.3147107,11.0928545,10.445347,5.9262156,0,1,0,0
352,0.89,0.79,2.01,4.25,3.0,2.0,11.5,12.5,1.0,0.8,1.8,,3.0,2.0,11.5,15.0,0,4,3217.059,0.012068,2,0.0021295,0.0346845,0.0511178,108900.0,2,43847.0,14,-0.11653383,-0.2357223,11.598186,10.688461,8.076222,0,0,0,0
353,0.89,0.77,0.84,4.25,3.0,2.0,11.5,35.0,1.0,0.8,1.81,4.25,3.0,2.0,11.5,15.0,0,4,2280.726,0.034948,2,0.0,0.109913,0.2226584,55700.0,2,27759.0,14,-0.11653383,-0.2613648,10.927735,10.231316,7.7322493,0,0,0,0
354,0.95,0.75,,4.25,5.0,3.0,16.0,40.0,0.95,0.8,0.8,4.25,4.0,3.0,16.0,33.5,0,1,2280.726,0.034948,2,0.0,0.109913,0.2226584,55700.0,2,27759.0,14,-0.051293306,-0.2876821,10.927735,10.231316,7.7322493,0,1,0,0
355,0.89,0.79,1.8,4.25,4.0,2.0,11.5,13.5,1.0,0.8,1.81,4.35,4.0,2.0,11.5,15.0,0,4,2280.726,0.0051802,2,0.0106243,0.1832357,0.1993483,49300.0,3,26355.0,14,-0.11653383,-0.2357223,10.805679,10.179413,7.7322493,0,0,0,0
356,0.89,0.8,0.84,4.25,3.0,2.0,12.5,22.0,0.89,,0.79,4.5,4.0,2.0,11.5,27.5,0,4,2280.726,0.034948,2,0.0216164,0.1457786,0.2291949,64500.0,1,32218.0,14,-0.11653383,-0.22314353,11.074421,10.3802805,7.7322493,0,0,0,0
357,0.94,0.74,0.79,4.5,5.0,3.0,16.0,47.5,0.94,0.74,0.79,5.05,4.0,3.0,16.0,30.0,0,1,10336.67,0.020832,2,0.0,0.10523,0.1855899,66400.0,2,30734.0,14,-0.061875407,-0.30110508,11.103453,10.333125,9.243453,0,1,0,0
358,0.95,0.75,0.79,4.25,3.0,3.0,15.5,19.75,0.94,0.74,0.79,4.25,5.0,3.0,15.5,16.0,0,1,2280.726,0.034948,2,0.00283,0.0748924,0.1423832,69500.0,1,30833.0,14,-0.051293306,-0.2876821,11.149082,10.336341,7.7322493,0,1,0,0
359,1.01,0.84,2.43,4.25,3.0,2.0,8.0,4.5,0.95,0.84,2.43,4.25,3.0,2.0,9.0,6.5,0,2,370.7,0.0168951,2,0.0023693,0.127441,0.1819918,52200.0,1,29091.0,16,0.009950321,-0.17435342,10.862838,10.278184,5.9153934,0,0,1,0
360,0.95,0.75,0.8,4.25,4.0,3.0,15.0,32.5,0.91,0.73,0.75,4.25,3.0,3.0,16.0,24.0,0,1,370.7,0.0144537,2,0.0,0.0849315,0.1234234,66600.0,2,33696.0,16,-0.051293306,-0.2876821,11.10646,10.425135,5.9153934,0,1,0,0
361,,,0.52,4.25,3.0,4.0,16.5,12.5,0.41,0.84,0.89,4.4,8.0,4.0,16.0,6.0,0,1,1139.0,0.0359965,2,0.0145094,0.0637532,0.0758323,74800.0,2,32161.0,16,,,11.222573,10.3785095,7.037906,0,1,0,0
362,1.05,1.01,0.94,5.0,3.0,5.0,15.0,18.0,0.96,1.01,1.01,5.0,3.0,5.0,16.0,18.0,0,3,4783.75,0.0104521,2,0.0089542,0.004298,0.0071392,172700.0,2,59721.0,20,0.04879012,0.009950321,12.059311,10.997439,8.4729805,0,0,0,1
363,1.05,0.9,2.01,5.0,3.0,3.0,16.0,33.0,1.02,1.01,0.84,4.9,4.0,3.0,16.0,15.0,1,3,4520.5,0.0307488,2,0.0103555,0.0429921,0.062506,115700.0,3,40831.0,4,0.04879012,-0.105360545,11.658756,10.617197,8.416378,0,0,0,1
364,0.97,0.86,0.91,4.5,4.0,3.0,19.0,44.5,1.01,0.88,0.91,4.35,4.0,3.0,18.0,23.0,0,1,4520.5,0.0307488,2,0.0103555,0.0429921,0.062506,115700.0,3,40831.0,4,-0.030459179,-0.15082288,11.658756,10.617197,8.416378,0,1,0,0
365,0.94,0.73,2.32,5.0,2.0,4.0,10.0,7.0,0.9,0.73,2.32,5.0,2.0,4.0,10.5,6.5,1,2,2856.111,0.006035,2,0.0008917,0.011649,0.0118074,209900.0,1,66147.0,4,-0.061875407,-0.3147107,12.254387,11.099635,7.9572163,0,0,1,0
366,0.95,0.79,0.91,4.25,3.0,3.0,18.0,21.0,0.96,0.84,1.18,4.75,3.0,3.0,18.0,20.0,0,1,4996.667,0.0248499,2,0.0094937,0.0504995,0.0809199,116300.0,2,38788.0,20,-0.051293306,-0.2357223,11.663928,10.565866,8.516526,0,1,0,0
367,0.95,0.74,2.33,,2.0,4.0,10.0,6.5,0.95,0.74,2.33,5.0,4.0,4.0,11.0,6.5,1,2,1412.9,0.0107989,2,0.007889,0.024632,0.0480313,174100.0,2,59286.0,4,-0.051293306,-0.30110508,12.067385,10.9901285,7.2534,0,0,1,0
368,,,,4.87,3.0,3.0,18.0,12.5,0.97,0.84,0.73,5.0,5.0,3.0,18.0,22.5,0,1,6546.25,0.0566164,2,0.1215625,0.1088358,0.1377158,86900.0,2,35537.0,4,,,11.372514,10.47833,8.786648,0,1,0,0
369,0.94,0.9,0.94,4.5,3.0,6.0,16.0,15.0,0.95,0.95,1.05,4.25,3.0,6.0,16.0,31.0,0,3,1412.9,0.0107989,2,0.0370746,0.0263158,0.056633,144800.0,1,55759.0,20,-0.061875407,-0.105360545,11.883109,10.928794,7.2534,0,0,0,1
