,distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
3461,80050.0,80,49.64,1223.0,22.0,4362.0,4769,5138.0,39162.0,9.68,70.3,42.7,40.6,,0.0,1995,,,0,0,0,1,0,0,0,8.469892,8.380686,8.323852,,7.109062,50.538765,2464.1296,70.23589,35.7,7.0,0.14603996,0.07820511,,,7.4399986,683.28955,-0.029804707,-0.4246559,3578.0,8.182559,33.6,1.524,5022.47,8.521677,8.403583,0.118094444,0.052921295
3462,80050.0,80,44.26,1191.0,20.1,4651.0,5258,5664.0,39455.0,4.12,85.8,43.4,28.2,,0.0,1996,,,0,0,0,0,1,0,0,8.567506,8.444838,8.469892,8.380686,7.0825486,50.162495,1958.9475,71.315285,42.7,0.70000076,0.09761429,0.14603996,0.064151764,,-5.380001,-505.18213,-0.026513577,-0.3762703,3578.0,8.182559,33.6,1.569,5378.6426,8.590191,8.521677,0.06851387,0.118094444
3463,80050.0,80,46.05,1213.0,20.5,4942.0,5177,5638.0,40919.0,2.7,87.5,41.0,28.0,1.0,,1997,,,0,0,0,0,0,1,0,8.551981,8.505526,8.567506,8.444838,7.100852,50.4221,2120.6025,72.34396,43.4,-2.4000015,-0.015524864,0.09761429,0.06068802,0.064151764,1.7900009,161.65503,0.018303394,0.2596054,3578.0,8.182559,33.6,1.605,5177.0,8.551981,8.590191,-0.038209915,0.06851387
3464,80050.0,80,50.93,1166.0,19.7,5229.0,5621,6240.0,41700.0,3.0,88.1,78.0,43.0,5.0,,1998,,,0,0,0,0,0,0,1,8.634265,8.5619755,8.551981,8.505526,7.061334,49.86244,2593.865,73.30743,41.0,37.0,0.08228397,-0.015524864,0.05644989,0.06068802,4.880001,473.26245,-0.03951788,-0.55966187,3578.0,8.182559,33.6,1.63,5534.7886,8.618809,8.551981,0.066827774,-0.038209915
3465,80090.0,80,52.7,1238.0,,,3629,,25286.0,14.6,55.0,15.7,11.0,,,1992,101.9,5366.0,1,0,0,0,0,0,0,8.1967125,,,,7.1212525,50.71224,2777.29,,,,,,,,,,,,,,,1.403,4151.493,8.3312235,,,
3466,80090.0,80,51.0,1266.0,,,3738,,30007.0,13.2,59.3,21.9,19.1,,,1993,90.6,6500.0,0,1,0,0,0,0,0,8.226306,,8.1967125,,7.1436176,51.031273,2601.0,,15.7,6.2,0.029593468,,,,-1.7000008,-176.29004,0.022365093,0.31903458,3629.0,8.1967125,15.7,1.445,4151.896,8.331321,8.3312235,9.727478e-05,
3467,80090.0,80,52.8,1310.0,,,4116,,26773.0,18.5,41.7,20.0,24.8,,,1994,105.7,7836.0,0,0,1,0,0,0,0,8.322638,,8.226306,,7.1777825,51.52056,2787.8398,,21.9,-1.8999996,0.0963316,0.029593468,,,1.7999992,186.83984,0.034164906,0.48928833,3629.0,8.1967125,15.7,1.482,4457.6113,8.402369,8.331321,0.07104778,9.727478e-05
3468,80090.0,80,54.57,1325.0,21.8,4337.0,4867,5130.0,36084.0,19.83,48.7,51.9,31.6,,0.0,1995,,,0,0,0,1,0,0,0,8.490233,8.374938,8.322638,,7.189168,51.684135,2977.8848,70.13959,20.0,31.900002,0.16759586,0.0963316,,,1.7700005,190.04492,0.011385441,0.16357422,3629.0,8.1967125,15.7,1.524,5125.679,8.542018,8.402369,0.13964939,0.07104778
3469,80090.0,80,53.3,1371.0,21.6,4628.0,5255,5457.0,35564.0,11.94,67.9,43.9,28.6,,0.0,1996,,,0,0,0,0,1,0,0,8.566936,8.43988,8.490233,8.374938,7.2232957,52.176003,2840.89,71.23158,51.9,-8.0,0.07670212,0.16759586,0.06494236,,-1.2700005,-136.99487,0.034127712,0.49186707,3629.0,8.1967125,15.7,1.569,5375.5737,8.589621,8.542018,0.047602654,0.13964939
3470,80090.0,80,55.96,1365.0,20.8,4922.0,5582,5816.0,36825.0,18.2,46.0,44.0,25.0,6.0,,1997,,,0,0,0,0,0,1,0,8.627302,8.501471,8.566936,8.43988,7.2189097,52.11266,3131.5215,72.275,43.9,0.099998474,0.06036663,0.07670212,0.061590195,0.06494236,2.6599998,290.6316,-0.004385948,-0.06334305,3629.0,8.1967125,15.7,1.605,5582.0,8.627302,8.589621,0.03768158,0.047602654
3471,80090.0,80,53.35,1356.0,19.7,5213.0,6049,6582.0,37566.0,7.1,75.8,66.0,58.0,8.0,,1998,,,0,0,0,0,0,0,1,8.707648,8.55891,8.627302,8.501471,7.2122946,52.017193,2846.2224,73.254944,44.0,22.0,0.08034611,0.06036663,0.057439804,0.061590195,-2.6100006,-285.29907,-0.006615162,-0.095466614,3629.0,8.1967125,15.7,1.63,5956.224,8.692192,8.627302,0.06488991,0.03768158
3472,80110.0,80,16.5,984.0,,,3428,,26537.0,6.8,74.0,25.4,25.0,,,1992,97.4,4557.0,1,0,0,0,0,0,0,8.139732,,,,6.891626,47.494507,272.25,,,,,,,,,,,,,,,1.403,3921.5537,8.274243,,,
3473,80110.0,80,16.9,964.0,,,3799,,27929.0,1.2,94.2,55.6,26.5,,,1993,101.3,5061.0,0,1,0,0,0,0,0,8.242494,,8.139732,,6.8710914,47.211895,285.61,,25.4,30.199999,0.10276127,,,,0.39999962,13.359985,-0.020534515,-0.28261185,3428.0,8.139732,25.4,1.445,4219.6504,8.347507,8.274243,0.07326412,
3474,80110.0,80,16.8,945.0,,,4219,,32832.0,6.0,78.9,54.0,22.9,,,1994,90.5,8675.0,0,0,1,0,0,0,0,8.347353,,8.242494,,6.851185,46.938732,282.23996,,55.6,-1.5999985,0.10485935,0.10276127,,,-0.10000038,-3.3700256,-0.01990652,-0.27316284,3428.0,8.139732,25.4,1.482,4569.16,8.427085,8.347507,0.079577446,0.07326412
3475,80110.0,80,19.58,945.0,21.5,4823.0,4747,5284.0,40225.0,0.41,98.2,84.5,43.1,,0.0,1995,,,0,0,0,1,0,0,0,8.465268,8.481152,8.347353,,6.851185,46.938732,383.3764,71.92993,54.0,30.5,0.11791515,0.10485935,,,2.7800007,101.136444,0.0,0.0,3428.0,8.139732,25.4,1.524,4999.301,8.517054,8.427085,0.08996868,0.079577446
3476,80110.0,80,19.84,984.0,21.1,5062.0,4936,5572.0,41851.0,14.74,52.9,77.9,46.7,,0.0,1996,,,0,0,0,0,1,0,0,8.504311,8.529517,8.465268,8.481152,6.891626,47.494507,393.6256,72.75266,84.5,-6.5999985,0.039042473,0.11791515,0.048365593,,0.26000023,10.249207,0.040441036,0.5557747,3428.0,8.139732,25.4,1.569,5049.2544,8.526996,8.517054,0.009942055,0.08996868
3477,80110.0,80,19.24,1003.0,20.4,5299.0,5153,5725.0,40280.0,10.5,63.8,63.0,36.0,14.0,,1997,,,0,0,0,0,0,1,0,8.547335,8.5752735,8.504311,8.529517,6.910751,47.758476,370.17758,73.53532,77.9,-14.900002,0.043024063,0.039042473,0.04575634,0.048365593,-0.6000004,-23.448029,0.019124985,0.26396942,3428.0,8.139732,25.4,1.605,5153.0,8.547335,8.526996,0.020339012,0.009942055
3478,80110.0,80,22.5,1023.0,20.7,5462.0,5327,6034.0,42460.0,3.7,82.9,89.0,62.0,22.0,,1998,,,0,0,0,0,0,0,1,8.5805435,8.60557,8.547335,8.5752735,6.930495,48.031757,506.25,74.05583,63.0,26.0,0.033208847,0.043024063,0.030296326,0.04575634,3.2600002,136.07242,0.01974392,0.2732811,3428.0,8.139732,25.4,1.63,5245.2974,8.565087,8.547335,0.017752647,0.020339012
3479,80120.0,80,44.5,1627.0,,,3702,,29535.0,1.4,94.9,37.4,27.0,,,1992,93.3,5488.0,1,0,0,0,0,0,0,8.216628,,,,7.394493,54.678528,1980.25,,,,,,,,,,,,,,,1.403,4235.0034,8.351139,,,
3480,80120.0,80,54.2,1534.0,,,4340,,31219.0,0.0,,40.0,58.9,,,1993,103.9,5884.0,0,1,0,0,0,0,0,8.375629,,8.216628,,7.3356338,53.811523,2937.6401,,37.4,2.5999985,0.15900135,,,,9.700001,957.39014,-0.05885935,-0.8670044,3702.0,8.216628,37.4,1.445,4820.553,8.480644,8.351139,0.12950516,
3481,80120.0,80,55.6,1570.0,,,4458,,33594.0,4.3,85.2,47.0,35.8,,,1994,96.6,8555.0,0,0,1,0,0,0,0,8.402455,,8.375629,,7.358831,54.152393,3091.3599,,40.0,7.0,0.026825905,0.15900135,,,1.3999977,153.71973,0.023197174,0.3408699,3702.0,8.216628,37.4,1.482,4827.996,8.482186,8.480644,0.0015420914,0.12950516
3482,80120.0,80,55.89,1403.0,20.2,4759.0,5491,6321.0,39233.0,3.75,86.4,53.8,42.1,,0.0,1995,,,0,0,0,1,0,0,0,8.610866,8.4677925,8.402455,,7.246368,52.50985,3123.6921,71.70351,47.0,6.799999,0.20841026,0.026825905,,,0.29000092,32.332275,-0.112463,-1.6425438,3702.0,8.216628,37.4,1.524,5782.844,8.662651,8.482186,0.18046474,0.0015420914
3483,80120.0,80,56.18,1427.0,22.7,5005.0,5524,6276.0,44189.0,-0.8,103.6,59.3,45.2,,0.0,1996,,,0,0,0,0,1,0,0,8.616858,8.518192,8.610866,8.4677925,7.2633295,52.755955,3156.1924,72.5596,53.8,5.5,0.0059919357,0.20841026,0.05039978,,0.29000092,32.500244,0.016961575,0.2461052,3702.0,8.216628,37.4,1.569,5650.7456,8.639543,8.662651,-0.023108482,0.18046474
3484,80120.0,80,58.31,1423.0,19.8,5250.0,6034,6624.0,41443.0,1.1,95.8,53.0,43.0,24.0,,1997,,,0,0,0,0,0,1,0,8.705166,8.565984,8.616858,8.518192,7.2605224,52.715183,3400.0562,73.376076,59.3,-6.299999,0.088308334,0.0059919357,0.04779148,0.05039978,2.130001,243.86377,-0.0028071404,-0.040771484,3702.0,8.216628,37.4,1.605,6034.0,8.705166,8.639543,0.06562328,-0.023108482
3485,80120.0,80,58.38,1434.0,19.5,5462.0,6126,7048.0,42941.0,1.8,92.4,73.0,48.0,29.0,,1998,,,0,0,0,0,0,0,1,8.720297,8.60557,8.705166,8.565984,7.268223,52.827065,3408.2246,74.05583,53.0,20.0,0.015130997,0.088308334,0.039586067,0.04779148,0.069999695,8.168457,0.0077004433,0.111881256,3702.0,8.216628,37.4,1.63,6032.043,8.704841,8.705166,-0.00032520294,0.06562328
3486,80130.0,80,36.3,788.0,,,3646,,24698.0,0.0,100.0,35.7,38.0,,,1992,102.2,4715.0,1,0,0,0,0,0,0,8.2013855,,,,6.669498,44.482204,1317.69,,,,,,,,,,,,,,,1.403,4170.941,8.3358965,,,
3487,80130.0,80,39.2,799.0,,,3873,,27418.0,3.7,85.5,41.3,27.3,,,1993,98.3,5210.0,0,1,0,0,0,0,0,8.261785,,8.2013855,,6.683361,44.667316,1536.64,,35.7,5.5999985,0.060399055,,,,2.9000015,218.95007,0.013863087,0.185112,3646.0,8.2013855,35.7,1.445,4301.844,8.366799,8.3358965,0.030902863,
3488,80130.0,80,40.7,810.0,,,4199,,27048.0,7.8,72.7,64.2,36.1,,,1994,104.3,7158.0,0,0,1,0,0,0,0,8.342602,,8.261785,,6.6970344,44.85027,1656.4901,,41.3,22.899998,0.08081722,0.060399055,,,1.5,119.8501,0.0136733055,0.18295288,3646.0,8.2013855,35.7,1.482,4547.5,8.422333,8.366799,0.05553341,0.030902863
3489,80130.0,80,40.3,813.0,21.3,4653.0,4935,5435.0,38869.0,4.13,87.3,53.8,50.0,,0.0,1995,,,0,0,0,1,0,0,0,8.504107,8.445268,8.342602,,6.7007313,44.8998,1624.09,71.32255,64.2,-10.399998,0.1615057,0.08081722,,,-0.40000153,-32.400146,0.0036969185,0.04953003,3646.0,8.2013855,35.7,1.524,5197.293,8.555893,8.422333,0.13356018,0.05553341
3490,80130.0,80,38.39,832.0,22.4,4910.0,5007,5695.0,40592.0,0.9,98.3,51.6,38.7,,0.0,1996,,,0,0,0,0,1,0,0,8.518592,8.499029,8.504107,8.445268,6.7238326,45.209927,1473.792,72.2335,53.8,-2.2000008,0.0144844055,0.1615057,0.053761482,,-1.9099998,-150.29797,0.02310133,0.31012726,3646.0,8.2013855,35.7,1.569,5121.8833,8.541278,8.555893,-0.014615059,0.13356018
3491,80130.0,80,35.31,844.0,20.5,5167.0,5375,5822.0,38149.0,7.7,73.1,50.0,81.0,6.0,,1997,,,0,0,0,0,0,1,0,8.589514,8.550048,8.518592,8.499029,6.7381525,45.4027,1246.7961,73.10332,51.6,-1.5999985,0.0709219,0.0144844055,0.051018715,0.053761482,-3.079998,-226.99585,0.014319897,0.19277191,3646.0,8.2013855,35.7,1.605,5375.0,8.589514,8.541278,0.048235893,-0.014615059
3492,80130.0,80,37.47,860.0,20.4,5419.0,5678,6225.0,40407.0,3.0,88.9,73.0,71.0,18.0,,1998,,,0,0,0,0,0,0,1,8.644354,8.597667,8.589514,8.550048,6.7569323,45.65613,1404.001,73.919876,50.0,23.0,0.054840088,0.0709219,0.047618866,0.051018715,2.1599998,157.20483,0.018779755,0.25343323,3646.0,8.2013855,35.7,1.63,5590.914,8.628898,8.589514,0.03938389,0.048235893
3493,80140.0,80,27.4,1119.0,,,3654,,26776.0,2.6,87.4,26.8,36.0,,,1992,95.5,5733.0,1,0,0,0,0,0,0,8.203578,,,,7.0201907,49.283077,750.75995,,,,,,,,,,,,,,,1.403,4180.093,8.338089,,,
3494,80140.0,80,31.2,1144.0,,,3979,,32736.0,5.9,78.3,35.0,32.2,,,1993,87.6,6185.0,0,1,0,0,0,0,0,8.288786,,8.203578,,7.0422864,49.593796,973.44006,,26.8,8.200001,0.08520794,,,,3.8000011,222.68011,0.02209568,0.31071854,3654.0,8.203578,26.8,1.445,4419.581,8.3938,8.338089,0.055710793,
3495,80140.0,80,30.1,1171.0,,,4101,,24226.0,2.8,89.6,38.2,35.7,,,1994,113.5,7351.0,0,0,1,0,0,0,0,8.318986,,8.288786,,7.0656133,49.92289,906.01,,35.0,3.2000008,0.030200005,0.08520794,,,-1.1000004,-67.43005,0.023326874,0.32909393,3654.0,8.203578,26.8,1.482,4441.366,8.398717,8.3938,0.004917145,0.055710793
3496,80140.0,80,29.52,1175.0,21.2,4684.0,4884,5356.0,36871.0,2.33,90.6,52.6,48.0,,0.0,1995,,,0,0,0,1,0,0,0,8.49372,8.451908,8.318986,,7.0690236,49.971096,871.4304,71.43475,38.2,14.399998,0.17473412,0.030200005,,,-0.5799999,-34.57959,0.0034103394,0.04820633,3654.0,8.203578,26.8,1.524,5143.5825,8.545506,8.398717,0.1467886,0.004917145
3497,80140.0,80,27.97,1195.0,22.2,4938.0,5196,5756.0,39356.0,2.09,91.6,61.0,47.8,,0.0,1996,,,0,0,0,0,1,0,0,8.555644,8.504716,8.49372,8.451908,7.0859013,50.209995,782.32086,72.33019,52.6,8.400002,0.06192398,0.17473412,0.052807808,,-1.5500011,-89.10956,0.016877651,0.23889923,3654.0,8.203578,26.8,1.569,5315.2197,8.57833,8.545506,0.032824516,0.1467886
3498,80140.0,80,34.67,1239.0,21.1,5191.0,5399,5730.0,40806.0,4.8,83.7,41.0,52.0,22.0,,1997,,,0,0,0,0,0,1,0,8.593969,8.554682,8.555644,8.504716,7.12206,50.723736,1202.0088,73.18258,61.0,-20.0,0.03832531,0.06192398,0.04996586,0.052807808,6.699999,419.68793,0.03615856,0.51374054,3654.0,8.203578,26.8,1.605,5399.0,8.593969,8.57833,0.015639305,0.032824516
3499,80140.0,80,33.51,1212.0,19.6,5439.0,5834,6469.0,40245.0,7.0,74.3,75.0,60.0,9.0,,1998,,,0,0,0,0,0,0,1,8.671458,8.601351,8.593969,8.554682,7.100027,50.410385,1122.92,73.98324,41.0,34.0,0.0774889,0.03832531,0.046669006,0.04996586,-1.1599998,-79.088745,-0.022032738,-0.31335068,3654.0,8.203578,26.8,1.63,5744.5215,8.656002,8.593969,0.0620327,0.015639305
3500,80150.0,80,10.1,2601.0,,,3617,,29166.0,0.7,97.0,69.2,71.4,,,1992,92.7,4788.0,1,0,0,0,0,0,0,8.1934,,,,7.8636513,61.837013,102.01001,,,,,,,,,,,,,,,1.403,4137.7656,8.327911,,,
3501,80150.0,80,10.7,2718.0,,,3495,,32759.0,0.7,96.3,73.5,63.5,,,1993,82.6,5749.0,0,1,0,0,0,0,0,8.159089,,8.1934,,7.9076514,62.530952,114.49,,69.2,4.300003,-0.034311295,,,,0.5999994,12.479988,0.04400015,0.6939392,3617.0,8.1934,69.2,1.445,3881.9895,8.264103,8.327911,-0.06380844,
3502,80150.0,80,10.1,2793.0,,,3664,,32215.0,4.1,84.1,74.0,72.8,,,1994,82.8,8261.0,0,0,1,0,0,0,0,8.20631,,8.159089,,7.9348717,62.96219,102.01001,,73.5,0.5,0.047221184,-0.034311295,,,-0.5999994,-12.479988,0.02722025,0.43123627,3617.0,8.1934,69.2,1.482,3968.0972,8.286042,8.264103,0.021939278,-0.06380844
3503,80150.0,80,8.3,2842.0,23.3,4200.0,4384,4550.0,40063.0,0.93,96.2,81.8,71.8,,0.0,1995,,,0,0,0,1,0,0,0,8.385716,8.34284,8.20631,,7.9522634,63.23849,68.89,69.60298,74.0,7.800003,0.17940617,0.047221184,,,-1.8000002,-33.12001,0.017391682,0.27630234,3617.0,8.1934,69.2,1.524,4617.008,8.437502,8.286042,0.1514597,0.021939278
3504,80150.0,80,8.95,2966.0,23.3,4506.0,4472,4845.0,41830.0,78.36,,83.1,73.1,,0.0,1996,,,0,0,0,0,1,0,0,8.405591,8.413165,8.385716,8.34284,7.9949694,63.919537,80.10249,70.78135,81.8,1.2999954,0.019874573,0.17940617,0.0703249,,0.6499996,11.212494,0.042706013,0.68104553,3617.0,8.1934,69.2,1.569,4574.608,8.428276,8.437502,-0.009225845,0.1514597
3505,80150.0,80,9.56,2997.0,22.0,4816.0,4986,5246.0,43103.0,1.6,92.0,77.0,71.0,0.0,,1997,,,0,0,0,0,0,1,0,8.514389,8.479699,8.405591,8.413165,8.005367,64.08591,91.39361,71.9053,83.1,-6.0999985,0.10879803,0.019874573,0.06653404,0.0703249,0.6100006,11.291115,0.010397911,0.16637039,3617.0,8.1934,69.2,1.605,4986.0,8.514389,8.428276,0.086112976,-0.009225845
3506,80150.0,80,9.62,3073.0,21.4,5170.0,5102,5527.0,43882.0,5.9,76.6,84.0,82.0,0.0,,1998,,,0,0,0,0,0,0,1,8.537388,8.550628,8.514389,8.479699,8.03041,64.48748,92.544395,73.113235,77.0,7.0,0.02299881,0.10879803,0.07092857,0.06653404,0.059999466,1.1507874,0.025042534,0.40157318,3617.0,8.1934,69.2,1.63,5023.7485,8.521932,8.514389,0.00754261,0.086112976
3507,80160.0,80,19.7,2230.0,,,3382,,29005.0,7.0,78.5,33.8,46.9,,,1992,85.9,5318.0,1,0,0,0,0,0,0,8.126223,,,,7.709757,59.44035,388.09003,,,,,,,,,,,,,,,1.403,3868.931,8.260734,,,
3508,80160.0,80,21.0,2303.0,,,3517,,31380.0,-1.8,108.0,54.0,43.5,,,1993,83.0,5649.0,0,1,0,0,0,0,0,8.165363,,8.126223,,7.7419677,59.938065,441.0,,33.8,20.2,0.0391407,,,,1.2999992,52.909973,0.032210827,0.497715,3382.0,8.126223,33.8,1.445,3906.4255,8.270378,8.260734,0.009644508,
3509,80160.0,80,20.5,2276.0,,,3961,,29740.0,4.6,84.0,52.1,47.0,,,1994,90.5,8608.0,0,0,1,0,0,0,0,8.284252,,8.165363,,7.730175,59.755608,420.25,,54.0,-1.9000015,0.118888855,0.0391407,,,-0.5,-20.75,-0.01179266,-0.18245697,3382.0,8.126223,33.8,1.482,4289.747,8.363983,8.270378,0.09360504,0.009644508
3510,80160.0,80,22.28,2108.0,22.6,4200.0,4720,5015.0,39631.0,0.83,96.9,52.7,55.2,,0.0,1995,,,0,0,0,1,0,0,0,8.459564,8.34284,8.284252,,7.653495,58.575985,496.39844,69.60298,52.1,0.6000023,0.17531204,0.118888855,,,1.7800007,76.14844,-0.07668018,-1.1796227,3382.0,8.126223,33.8,1.524,4970.866,8.51135,8.363983,0.14736652,0.09360504
3511,80160.0,80,21.2,2186.0,22.9,4506.0,4819,5266.0,42858.0,6.09,77.0,49.1,67.5,,0.0,1996,,,0,0,0,0,1,0,0,8.480322,8.413165,8.459564,8.34284,7.689829,59.13347,449.44003,70.78135,52.7,-3.6000023,0.020757675,0.17531204,0.0703249,,-1.0799999,-46.958405,0.036334038,0.5574837,3382.0,8.126223,33.8,1.569,4929.57,8.503007,8.51135,-0.008342743,0.14736652
3512,80160.0,80,21.45,2220.0,22.8,4816.0,4985,5645.0,44177.0,1.5,93.7,61.0,67.0,22.0,,1997,,,0,0,0,0,0,1,0,8.514189,8.479699,8.480322,8.413165,7.7052627,59.37107,460.10254,71.9053,49.1,11.900002,0.033866882,0.020757675,0.06653404,0.0703249,0.25,10.662506,0.015433788,0.23760223,3382.0,8.126223,33.8,1.605,4985.0,8.514189,8.503007,0.011181831,-0.008342743
3513,80160.0,80,21.32,2233.0,22.0,5170.0,5138,6064.0,44653.0,3.2,86.9,67.0,65.0,22.0,,1998,,,0,0,0,0,0,0,1,8.544419,8.550628,8.514189,8.479699,7.711101,59.46108,454.5424,73.113235,61.0,6.0,0.030230522,0.033866882,0.07092857,0.06653404,-0.13000107,-5.56015,0.005838394,0.09000778,3382.0,8.126223,33.8,1.63,5059.1963,8.528963,8.514189,0.0147743225,0.011181831
3514,81000.0,81,15.4,4024.0,,,4995,,33704.0,6.0,78.4,44.2,41.1,,,1992,108.3,6290.0,1,0,0,0,0,0,0,8.516192,,,,8.300032,68.890526,237.15999,,,,,,,,,,,,,,,1.403,5714.166,8.650703,,,
3515,81000.0,81,16.9,4050.0,,,5135,,34462.0,6.7,76.2,50.1,42.2,,,1993,109.8,6666.0,0,1,0,0,0,0,0,8.543835,,8.516192,,8.306472,68.997475,285.61,,44.2,5.8999977,0.02764225,,,,1.5,48.449997,0.0064401627,0.10694885,4995.0,8.516192,44.2,1.445,5703.581,8.6488495,8.650703,-0.0018539429,
3516,81000.0,81,17.3,4075.0,,,5474,,37396.0,5.4,79.6,59.2,46.2,,,1994,108.3,9990.0,0,0,1,0,0,0,0,8.607765,,8.543835,,8.312626,69.09975,299.28998,,50.1,9.100002,0.06393051,0.02764225,,,0.39999962,13.679993,0.0061540604,0.10227203,4995.0,8.516192,44.2,1.482,5928.32,8.687496,8.6488495,0.038646698,-0.0018539429
3517,81000.0,81,20.61,525.0,22.2,0.0,4253,0.0,50188.0,0.0,,65.7,56.1,,0.0,1995,,,0,0,0,1,0,0,0,8.35538,,8.607765,,6.263398,39.230156,424.77213,,59.2,6.499996,-0.25238514,0.06393051,,,3.3100014,125.48215,-2.0492277,-29.86959,4995.0,8.516192,44.2,1.524,4479.045,8.407166,8.687496,-0.28033066,0.038646698
3518,81000.0,81,21.31,523.0,22.0,0.0,4386,0.0,50299.0,0.0,,63.6,58.4,,35.0,1996,,,0,0,0,0,1,0,0,8.386173,,8.35538,,6.2595816,39.18236,454.1161,,65.7,-2.0999985,0.03079319,-0.25238514,,,0.69999886,29.343964,-0.0038166046,-0.047794342,4995.0,8.516192,44.2,1.569,4486.635,8.408858,8.407166,0.0016927719,-0.28033066
3519,81000.0,81,20.91,534.0,21.9,0.0,4502,0.0,51016.0,,,61.0,58.0,0.0,0.0,1997,,,0,0,0,0,0,1,0,8.412277,,8.386173,,6.280396,39.443375,437.2281,,63.6,-2.5999985,0.026103973,0.03079319,,,-0.39999962,-16.888,0.020814419,0.26101303,4995.0,8.516192,44.2,1.605,4502.0,8.412277,8.408858,0.0034189224,0.0016927719
3520,81000.0,81,21.11,3329.0,21.5,6806.0,7165,8188.0,51423.0,3.6,86.0,70.0,64.0,98.0,368.0,1998,,,0,0,0,0,0,0,1,8.876964,8.82556,8.412277,,8.110427,65.77902,445.6321,77.8905,61.0,9.0,0.4646864,0.026103973,,,0.20000076,8.404022,1.8300309,26.335648,4995.0,8.516192,44.2,1.63,7055.1074,8.861507,8.412277,0.4492302,0.0034189224
3521,81010.0,81,18.0,14485.0,,,6646,,40685.0,0.0,,52.9,59.4,,,1992,125.2,6698.0,1,0,0,0,0,0,0,8.80177,,,,9.580869,91.793045,324.0,,,,,,,,,,,,,,,1.403,7602.8726,8.936281,,,
3522,81010.0,81,19.0,14570.0,,,6931,,33397.0,10.9,62.8,59.4,58.4,,,1993,157.9,6212.0,0,1,0,0,0,0,0,8.84376,,8.80177,,9.5867195,91.90519,361.0,,52.9,6.5,0.041989326,,,,1.0,37.0,0.005850792,0.11214447,6646.0,8.80177,52.9,1.445,7698.4463,8.948773,8.936281,0.01249218,
3523,81010.0,81,18.6,14926.0,,,7227,,43797.0,5.5,78.6,65.0,63.7,,,1994,115.5,12774.0,0,0,1,0,0,0,0,8.885579,,8.84376,,9.61086,92.36863,345.96002,,59.4,5.5999985,0.041819572,0.041989326,,,-0.39999962,-15.039978,0.024140358,0.46343994,6646.0,8.80177,52.9,1.482,7826.812,8.96531,8.948773,0.016536713,0.01249218
3524,81010.0,81,18.29,15091.0,19.3,7734.0,7789,8160.0,51065.0,3.93,85.3,68.5,65.5,,0.0,1995,,,0,0,0,1,0,0,0,8.960467,8.953382,8.885579,,9.621854,92.58007,334.52414,80.16304,65.0,3.5,0.07488823,0.041819572,,,-0.30999947,-11.435883,0.0109939575,0.21144104,6646.0,8.80177,52.9,1.524,8202.982,9.012253,8.96531,0.04694271,0.016536713
3525,81010.0,81,18.38,15255.0,19.2,7887.0,8038,8421.0,50692.0,16.51,,69.9,67.5,,0.0,1996,,,0,0,0,0,1,0,0,8.991936,8.972971,8.960467,8.953382,9.632663,92.78819,337.82437,80.514206,68.5,1.4000015,0.03146839,0.07488823,0.019589424,,0.089998245,3.300232,0.010808945,0.20812225,6646.0,8.80177,52.9,1.569,8222.429,9.014621,9.012253,0.0023679733,0.04694271
3526,81010.0,81,16.95,15587.0,19.9,8042.0,7984,8166.0,52872.0,8.3,69.9,66.0,69.0,0.0,156.0,1997,,,0,0,0,0,0,1,0,8.985195,8.992434,8.991936,8.972971,9.654193,93.20344,287.30252,80.86386,69.9,-3.9000015,-0.00674057,0.03146839,0.019462585,0.019589424,-1.4299984,-50.52185,0.021530151,0.41524506,6646.0,8.80177,52.9,1.605,7984.0,8.985195,9.014621,-0.029425621,0.0023679733
3527,81010.0,81,17.46,15801.0,19.8,8196.0,7883,9313.0,53611.0,3.5,86.0,77.0,75.0,0.0,368.0,1998,,,0,0,0,0,0,0,1,8.972464,9.011401,8.985195,8.992434,9.667829,93.46691,304.85156,81.20535,66.0,11.0,-0.012731552,-0.00674057,0.018967628,0.019462585,0.5099983,17.549042,0.013635635,0.2634735,6646.0,8.80177,52.9,1.63,7762.095,8.957007,8.985195,-0.028187752,-0.029425621
3528,81020.0,81,30.8,5767.0,,,6540,,34765.0,4.0,85.5,27.1,26.6,,,1992,135.9,5634.0,1,0,0,0,0,0,0,8.785692,,,,8.659907,74.993996,948.63995,,,,,,,,,,,,,,,1.403,7481.611,8.920203,,,
3529,81020.0,81,32.9,5466.0,,,6641,,37728.0,6.1,78.4,35.7,25.2,,,1993,127.0,6366.0,0,1,0,0,0,0,0,8.801018,,8.785692,,8.606302,74.068436,1082.4102,,27.1,8.6,0.015325546,,,,2.1000023,133.7702,-0.05360508,-0.92556,6540.0,8.785692,27.1,1.445,7376.3354,8.906033,8.920203,-0.014170647,
